run,outer_panel_count,pseudo_cfl,root_state_recovery,linear_gradient_recovery,linear_corner_treatment,linear_cusp_velocity_recovery,accepted_steps,added_pseudo_time,root_relative_mismatch,kinematic_rms,kinematic_convergence_integral,root_body_eta,interface_s_lambda,measured_s_lambda,solved_dipole_coefficient,body_vertical_force_coefficient,computed_pressure_peak,computed_peak_eta,regrid_geometry_relative_l2,regrid_maximum_selected_state_change
self_similar_wedge_16p5deg_n320_jet256_dct128_regrid0_v471,320,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.00020663510066989515,0.010656346357383589,0.0019622044522062923,0.3212323724455848,3.970220576752847,3.971040963681406,7.838611730141445,44.196683572419275,17.754280993466576,0.2524181863807105,1.9662829166212154e-05,0.0004575830125165374
self_similar_wedge_16p5deg_n640_jet256_dct128_regrid0_v472,640,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.0002831928339449885,0.011445384477210826,0.0013900477250748337,0.3212323724455848,3.970220576752847,3.9713449147693645,7.83622737602798,44.19559395489864,17.753570301008764,0.2524181863807105,2.45306307306249e-05,0.0012466211323437747
self_similar_wedge_16p5deg_n1280_jet256_dct128_regrid0_v473,1280,0.25,quadratic_root_extrapolation,element,displaced_double_node,connected_average,0,0.0,0.0003173870423821708,0.01229337286535267,0.0012930604691119107,0.3212323724455848,3.970220576752847,3.9714806733193075,7.834502378476492,44.19517668063733,17.753394704828768,0.2524181863807105,2.5768764549087978e-05,0.002094609520485619
