root_xi_scale,status,kinematic_rms,kinematic_integral,kinematic_convergence_integral,dipole_coefficient,condition_number,root_thickness,interface_s_lambda,measured_s_lambda,root_relative_mismatch,jet_reached_tip,jet_point_count,condition_number_ratio,matching_surface_shift_panels
1.0,PHYSICAL,0.05193363643178323,0.0588543441105219,0.06246821224864186,7.7663505479818244,93837.17234261434,0.06367892821449053,4.01075187461444,4.0026612368405745,0.002017237173178068,True,1002,0.9991745223150987,0.0
0.995,PHYSICAL,0.05754266696231229,0.0705730303108813,0.07432024310559465,7.7138423475185505,94588.66210112777,0.05802059163052121,4.091001620853726,4.017018174885133,0.018084433306372952,True,1004,1.0071763557222884,0.0
0.99,PHYSICAL,0.0667850639873672,0.09118870144482467,0.09498386708171291,7.661599243894393,93913.77150239357,0.05268328743575906,4.103751182650549,4.02332993685382,0.019597008253503863,True,991,0.9999901471572743,0.58203125
