component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.855694516,-1.4593674959912013,-0.7623674959912021,-1.7980365471490616,-0.047532331671430346,0.6494676683285688,1.531763368699455,zero_diagnostic_only,False
resolved_station_bem,1.855694516,-1.6540007446791223,-0.9570007446791231,-2.2570772280168,-0.024758044970044517,0.6722419550299547,1.585476309032912,zero_diagnostic_only,False
transom_extrapolation,1.855694516,-0.6545562573992266,0.04244374260077255,0.10010316651125602,-0.6527387147375778,0.044261285262421346,0.10438982373212582,zero_diagnostic_only,False
pre_chine_bem,1.855694516,0.418749025957069,1.1157490259570682,2.6314835517855384,0.3310112085249451,1.0280112085249442,2.4245547370871328,zero_diagnostic_only,False
post_chine_bem,1.855694516,-0.2859290561804815,0.4110709438195177,0.9695069429705606,-0.20061651456733995,0.4963834854326592,1.1707157675298567,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.855694516,-0.5517289744572109,0.14527102554278826,0.3426203432612931,-0.5467110612578795,0.15028893874211968,0.35445504420311247,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.855694516,-0.2580049551949423,0.43899504480505686,1.0353656717100397,-0.25282311758373943,0.44417688241625974,1.0475869868308012,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.855694516,-0.00017700900970469218,0.6968229909902944,1.6434504504488077,0.03482184574998732,0.7318218457499865,1.7259949192216664,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.855694516,0.418749025957069,1.1157490259570682,2.6314835517855384,0.3310112085249451,1.0280112085249442,2.4245547370871328,zero_diagnostic_only,False
bem,1.855694516,-1.4593674959912013,-0.7623674959912021,-1.7980365471490616,-0.047532331671430346,0.6494676683285688,1.531763368699455,zero_diagnostic_only,False
front,1.855694516,0.7957879328819464,1.4927879328819456,3.5207262567970417,0.6111488901296943,1.3081488901296936,3.085256816343617,zero_diagnostic_only,False
transom,1.855694516,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.855694516,10.074000680969217,10.771000680969216,25.403303492851926,0.03584574280920071,0.7328457428091999,1.728409770776415,zero_diagnostic_only,False
