xi,eta,arc_length
3.2431085407059714,0.18039497531147397,0.0
3.2600864876749225,0.1833886494303906,0.01723985986053209
3.2774292063754453,0.17808312741578894,0.03537596902906345
3.296326152266683,0.17585194983385224,0.05440417749487804
3.316120106067381,0.17314035707921316,0.07438299984083165
3.3369584432409147,0.17072434134576397,0.0953609270068354
3.3588473689084255,0.168264521495803,0.11738763308314364
3.3818451103097207,0.165812579714975,0.1405157140250942
3.406002024834841,0.16332681569050386,0.16480018523941786
3.431375705772,0.16080491588949739,0.1902988844789295
3.4580260669792553,0.15823866192407832,0.21707251725246635
3.486016624262188,0.15562505333950663,0.2451848321134393
3.515414159031573,0.15296175306783324,0.2747027625770457
3.5462889303762624,0.15024775078879798,0.305696589606915
3.578714776216808,0.1474827717154236,0.3382401079746487
3.6127692758894976,0.14466720777504313,0.3724108022646334
3.6485339172186557,0.14180198449446943,0.40829003126764946
3.686094280358363,0.1388884986531927,0.44596322172099434
3.7255402330707237,0.13592856713130497,0.4855200716966947
3.7669661381386623,0.13292439199672781,0.5270547641710236
3.8104710725210973,0.12987853285840348,0.5706661912688668
3.8561590585259915,0.12679388424075222,0.6164581897214106
3.90413930732233,0.12367365544568669,0.6645397880963826
3.954526475257011,0.1205213514820896,0.7150254663899012
4.007440933516927,0.11734075399863912,0.7680354285978871
4.063009051744614,0.11413590151151956,0.8236958889160557
4.121363496269944,0.11091106844065687,0.882139372249912
4.182643543668556,0.10767074264363907,0.9435050297502352
4.246995410401662,0.10441960127061639,1.007938970125342
4.314572599333357,0.10116248487305397,1.0755946075189642
4.38553626396185,0.09790436979072843,1.1466330267820282
4.460055591240866,0.0946503389197828,1.2212233670079995
4.53830820390776,0.09140555103257478,1.2995432242450242
4.620480583275856,0.08817520887890672,1.3817790743436524
4.706768513491147,0.08496452634862213,1.4681267169469638
4.797377548297883,0.08177869501759692,1.5587917416801984
4.892523501404414,0.07862285043268948,1.6539900176498519
4.992432961590405,0.07550203851593655,1.7539482074177535
5.097343833749388,0.0724211824838996,1.8589043066738173
5.207505907117348,0.06938505068436429,1.9691082108924605
5.323181451998521,0.06639822574949242,2.084822310321821
5.444645846364616,0.06346507545213603,2.206322114722442
5.572188233773099,0.06058972563069157,2.3338969093428967
5.706112214124464,0.057776035518136294,2.4678504436941866
5.846736568857628,0.055027575773556645,2.608501654762866
5.994396022266808,0.05234760947053411,2.7561854263848127
6.1494420407126515,0.049739076247384995,2.9112533865877026
6.312243671594843,0.047204579770787694,3.074074744800596
6.48318842405319,0.04474637860820582,3.245037170924002
6.662683193469051,0.04236638054722442,3.424547718353459
6.851155231949094,0.04006614034294697,3.613033793154279
7.049053167088763,0.0378468608194065,3.8109441716950423
7.256848071433485,0.03570939719887107,4.0187500691627545
7.475034585181809,0.03365426448518691,4.236946261503772
7.704132094806288,0.031681647684933284,4.466052263461772
7.944685970405365,0.029791414613992446,4.706613565517607
8.19726886474298,0.027983131007768055,4.959202932676178
8.462482077082292,0.026256077631089617,5.22442176819263
8.740956985076338,0.024609269068955282,5.502901545484864
9.033356548141853,0.02304147387160431,5.795305311641672
9.340376885913415,0.021551235726687552,6.102329266106291
9.662748935553862,0.020136895337045945,6.424704418294112
10.0012401918844,0.0187966126941955,6.763198328091302
10.35665653449401,0.017528389454313932,7.118616933378332
10.72984414619381,0.016330091144511852,7.491806468929694
11.121691527398033,0.015199468951583694,7.8836554812586135
11.533131611240044,0.014134180872378619,8.295096944203967
11.965143984470203,0.013131812033573057,8.727110480296579
12.418757219432354,0.012189894017985937,9.180724693193813
12.89505132267878,0.011305923064420293,9.657019616735901
13.395160306059514,0.010477377035268355,10.157129286455088
13.92027488641223,0.009701731079351773,10.682244439660229
14.47164532028377,0.008976471917186427,11.23361535052563
15.050584380434897,0.008299110796615109,11.812554806934292
15.65847048121614,0.007667194760455901,12.420441236163388
16.29675096025785,0.00707831755256421,13.058721986853929
16.966945524282277,0.00653012398604831,13.728916775079023
17.67064986726418,0.006020335623075043,14.432621302715281
18.409539469412373,0.005546594593625921,15.171511056733616
19.18537358727313,0.005108203998023638,15.947345298452229
19.999999444861956,0.00471227349544407,16.761971252257588
