iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,accepted_time_step,maximum_displacement_ratio
0,0.0,1.5266893305546068,5.671104030496486,0.002993666377112507,3.205811255248222,,
1,0.0002288288468134002,1.6228380150508308,5.675137215626073,0.0017398701766128454,3.2057998134942816,0.0002288288468134002,0.10003962791311247
2,0.00045357735732057356,1.6715354262512647,5.679172992639571,0.00044975631033623153,3.2056576401439254,0.00022474851050717336,0.10008990123695151
3,0.0006752384730295267,1.5747564209831983,5.676107993414557,0.00044340302246818214,3.2048774227091523,0.0002216611157089531,0.07339545677339042
4,0.0008948988672369654,1.473298062139955,5.672910756663693,0.00043182781139765964,3.2039649181645724,0.00021966039420743874,0.07382421709726132
5,0.0011127932756783566,1.4059792396987945,5.669578543249248,0.00040943088292826676,3.202917829147871,0.00021789440844139117,0.0742337377317965
6,0.0013291907742833437,1.3605786619240603,5.666112384757063,0.00037005378609105305,3.201735311178265,0.00021639749860498698,0.0763994074951429
7,0.0015443871092994633,1.3301523532375035,5.662520013893983,0.0003070830285019635,3.200417807918219,0.0002151963350161196,0.07848212171901585
8,0.0017586961875716092,1.3105570515116718,5.658793744911818,0.00021352040780789114,3.1989667577471694,0.00021430907827214588,0.08048323538808576
9,0.001972443212207501,1.2992295360939699,5.65495193736766,8.21853819211109e-05,3.197384333402109,0.00021374702463589188,0.08242213565952372
10,0.0021859592042568756,3.273796721746904,-35.25400779753679,9.466054788156645e-05,3.1956727952228836,0.00021351599204937467,0.08426910628079594
11,0.0022703901158229105,3.253345074768069,-35.18714992536599,0.00018383302055671906,3.1949625272673146,8.443091156603498e-05,0.03463334626580253
12,0.00235435768431765,3.222378034286845,-35.18753184103873,4.209686982447923e-05,3.193030215690551,8.396756849473968e-05,0.09835159367257104
13,0.002437930641875822,3.178673454959746,-34.92551431313138,0.00016235649096422522,3.1922388573153717,8.357295755817234e-05,0.0348188092532848
14,0.002520799950229326,3.167036703987701,-34.961096586356476,0.00012531893084568308,3.1901527113235866,8.286930835350389e-05,0.0978866488134072
15,0.0026036540209957134,3.158087556508008,-34.764329929067976,0.0001642098504602485,3.187946916240506,8.285407076638742e-05,0.09761779330023854
16,0.002686278545650326,3.1957205047977157,-34.86215389193191,0.00028167421639266387,3.1856266938810287,8.26245246546127e-05,0.09752270327377498
17,0.002768409865233832,3.219734713270779,-34.92295648542799,0.00047796063867304304,3.183200006184564,8.213131958350615e-05,0.09725488126770601
18,0.002850131332052986,3.2156554926343026,-34.59285298231531,0.0007534491151797003,3.1806736761520873,8.172146681915396e-05,0.0968034780266135
19,0.0029318568590487137,3.257116736850353,-34.60216777697325,0.001108606647601558,3.178039464250154,8.172552699572769e-05,0.09673562017595867
20,0.003013388443781856,3.327905507261609,-34.59216202080015,0.0015408951064848088,3.175303395664674,8.153158473314242e-05,0.09648063985852946
21,0.00309487129643114,3.3823521024665846,-34.5671181326614,0.002048740348694799,3.1724639393162493,8.148285264928393e-05,0.09624689928602181
22,0.0031764478859933687,3.3207821136270783,-34.53433149397585,0.0026301532137975093,3.169518915649775,8.157658956222897e-05,0.09600987019978667
23,0.003258295849858066,3.1295912062033215,-34.49907912707531,0.003283064814764506,3.166464544070621,8.184796386469736e-05,0.09577835945075208
24,0.0033406090924133196,3.010735173864785,-34.46373912979306,0.004004775486556655,3.1633026566500195,8.23132425552538e-05,0.09538990100746006
25,0.0034235914226301576,2.9006903981501044,-34.076590277509105,0.004793508667030911,3.1600237269757274,8.298233021683777e-05,0.09516482148778839
26,0.003507751862272481,2.860080840552767,-34.0519381885127,0.005649089539345989,3.1566181349652505,8.416043964232375e-05,0.09503865083893892
27,0.003593146701194356,2.849209452288442,-34.032611519361076,0.006566651765203156,3.1530809372089847,8.53948389218748e-05,0.09456683306392345
28,0.003678729591151053,2.8887391872785773,-34.01221655363528,0.007523652131983761,3.1494576594504613,8.558288995669702e-05,0.09375842961362658
29,0.0037640073863475583,4.945451569148871,-34.04350266776821,0.007879126950445434,3.145293821589225,8.527779519650519e-05,0.12071309789353295
30,0.0038113602713018627,5.348206538682871,-34.07975882389934,0.0074221906320145374,3.1423694435698053,4.735288495430443e-05,0.09552908467339537
31,0.003856126195660548,6.570142450449751,-33.83025945508878,0.006598358573262556,3.139306113845362,4.476592435868561e-05,0.09623039167599735
32,0.0038943712720037357,9.96633902092626,-33.953730198862345,0.0051741877078601605,3.136240517153993,3.8245076343187554e-05,0.09523342416536922
33,0.003921188487681888,3.3609544847931554,-33.83806936805834,0.00457504540953096,3.134252669038814,2.681721567815208e-05,0.04981597719997554
34,0.003962195789856016,3.3226571804744673,-33.72911736063114,0.003102561167654801,3.1309698253087563,4.1007302174127506e-05,0.0840303200477773
35,0.0040035417931421095,3.1726202746155807,-33.896355041448786,0.0035603074284607907,3.1287915925414835,4.1346003286093864e-05,0.04576960058776953
36,0.004045515715612117,1.2477888513221758,5.528134691404096,2.745638995011537e-05,3.124055199029209,4.197392247000761e-05,0.17566840877299283
37,0.004294275377304795,1.2979807321882768,5.524580141192711,3.5533444654487574e-05,3.12676586229629,0.00024875966169267855,0.08933461984540371
38,0.0045525842424863185,1.4028398030789093,5.531116319677917,4.759272109227484e-05,3.129394729500133,0.0002583088651815236,0.09583062729295677
39,0.0048140154822403644,1.4826934499967457,5.537326005719413,6.288005019372153e-05,3.1318049585996928,0.0002614312397540458,0.09631590829388013
40,0.005079295814910239,1.4744779091926208,5.543190706951076,8.002960537783598e-05,3.1339330695291525,0.0002652803326698744,0.09682313809702217
41,0.005349020153762634,1.4669047499820698,5.548677228555772,9.654485681308355e-05,3.135691354050057,0.00026972433885239514,0.09732811866398139
42,0.005623801930172784,1.4612911057916556,5.553723138548023,0.00010868558529675705,3.136957043017116,0.00027478177641014964,0.09783069819530672
43,0.0059041753020877205,1.4490645702765421,5.5582558530203565,0.00011151407274042291,3.137562039209671,0.0002803733719149366,0.0983447055720595
44,0.006190346358720211,1.4444568424901385,5.562218937128737,9.965963236046606e-05,3.137320822587092,0.0002861710566324899,0.09890896508614597
45,0.0064816604914293505,1.471346259644628,5.565593148423221,6.949375751687556e-05,3.1361580379316965,0.00029131413270913983,0.09982749309554383
46,0.0067740414166249175,1.490656878412934,5.568652544305654,2.7303200514200634e-05,3.134287547026755,0.0002923809251955672,0.10362239133148482
47,0.007016768193506936,3.5793784632942827,-33.898183374392296,0.001155141063259424,3.1338952125809705,0.00024272677688201816,0.09148154005920506
48,0.00712091229700108,3.734586595694369,-33.86249218816845,0.002183565305181716,3.133131497957056,0.00010414410349414458,0.09978895847343021
49,0.007225308045186941,3.9625428876884667,-34.061441345134,0.003231853348988236,3.1315131279902713,0.00010439574818586066,0.09839051019372322
50,0.007274148617609219,4.001466210407726,-34.100792748026336,0.0037238745404721213,3.1305762673702278,4.884057242227885e-05,0.04673223316514288
