iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective,predicted_low_mode_objective,trust_ratio,maximum_displacement_ratio,condition_number,condition_number_ratio,dipole_coefficient,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.06632995531988224,0.06297413086958314,0.06635151739687914,0.06626256975102963,0.9803438555791879,0.23778386098743917,32581.24043777755,1.2125809745830363,2.8017590168564284,0.006185670000799086,20.74601407123687,1.0182079355805365,18.3421493720713,True,
1,0.5,0.06837875079920822,0.03403133488204474,0.06838969161958942,0.06831913905246623,0.9714201642645355,0.11895811460466524,40884.60834657814,1.5216086793569963,2.8023351450656993,0.00710314040314847,20.567620317420015,1.009452425477699,18.498217823117702,True,
1,0.25,0.06953751748322576,0.01766174207929722,0.06954273695789522,0.0695019402618853,0.9682716539247274,0.06010935106411222,47243.17939129164,1.7582565838184296,2.8026097698249126,0.0076699248975926875,20.472849535031933,1.0048011048742629,18.531436682799374,True,
1,0.125,0.07015072911578012,0.008999062296322965,0.07015295434872548,0.07013197000627003,0.9680010638861573,0.03065276804112192,26890.266145848287,1.0007791198803762,2.802741913429218,0.007980649175326926,20.424351335495103,1.0024208282842535,18.53208833769419,True,
2,1.0,0.06311110828890334,0.048527803395249015,0.0631328540785988,0.0632263124609064,1.0301124796099919,0.2540587103118696,26866.987332901226,0.8246152378455573,2.8006150795193796,0.0037139442927014944,21.11324931216082,1.0177014842303178,19.823352061707425,False,displacement_limit
2,0.5,0.06454027237722243,0.02698151889337032,0.06455171808272704,0.06455080401510024,0.999486233900208,0.1278570395963231,27169.751810585174,0.8339078391589468,2.801206554511008,0.004826522064831731,20.941948964048176,1.0094444596508279,19.074093253443632,True,
2,0.25,0.06538898146988273,0.014186257859839962,0.06539496748697271,0.06538354719866772,0.9879330195409424,0.06464904311633433,29634.612555129046,0.9095605985820011,2.8014863018868628,0.005474568420990135,20.84683985758997,1.0048600076143246,18.71219840617252,True,
2,0.125,0.0658474721969844,0.007273985344495075,0.06585060110889963,0.0658425431420691,0.9834678590373113,0.03302295363434048,31098.455336350144,0.9544896056287613,2.8016222808357085,0.005821774536662279,20.797187196835274,1.0024666485534373,18.534520004635628,True,
3,1.0,0.061605937900985674,0.04546517032166014,0.0616278305354323,0.061866796230714734,1.0893838890594152,0.26345757777305395,26985.988602941965,0.9932364782378462,2.801299886196937,0.0032509522022777515,21.37450988429572,1.0206552370550677,20.66707372527369,False,displacement_limit
3,0.5,0.06292505163344655,0.025026556044500346,0.0629367507144831,0.06301495478388171,1.0512706794572069,0.132197018244503,26873.511489786466,0.9890966865334672,2.8012671367631885,0.0039049792157271864,21.171898107206353,1.0109803124605516,19.85838469678399,True,
3,0.25,0.06369501824361,0.013096538060331113,0.06370137102509782,0.06373046870053035,1.0359317650314883,0.06651547335550828,26816.52710648721,0.9869993400543192,2.801239745090319,0.004331839170027399,21.05993187213063,1.0056338074495836,19.466159729867897,True,
3,0.125,0.06410808028944123,0.006696471394715189,0.06411163941552232,0.06412358431887095,1.028666296307816,0.033633894973746074,26787.8588729595,0.9859441874814295,2.801223273185789,0.004570302393236834,21.00165797569919,1.00285116785231,19.273124859807222,True,
4,1.0,0.06048455168127333,0.038784234399833674,0.0605060277368754,0.06090032240792348,1.1947394575421417,0.27112896104095724,43760.69036588308,1.6283949487775256,2.8012299127566758,0.0021821072830179736,21.600881299670224,1.020261914651755,21.492512866325022,False,displacement_limit
4,0.5,0.061558410505778524,0.021718553933480125,0.061570012938306565,0.0617106266846053,1.1157862792862616,0.13602932098951537,26986.53841502543,1.0042058859811425,2.8012634375517607,0.0029174397659835418,21.404836819140677,1.0110022592568135,20.66767209361857,True,
4,0.25,0.06220437275038542,0.011452972454583907,0.062210907146329375,0.062267324075005986,1.085775528108285,0.06845443473709295,26929.494146561236,1.0020831909814258,2.8012693609531136,0.003379141865295942,21.292680279464392,1.0057048343821817,20.2639815829338,True,
4,0.125,0.06255519990055289,0.005877654817800411,0.06255909279506902,0.06258355908322129,1.0716451592754466,0.034629820266727104,26900.75164846488,1.00101364344175,2.801269304702927,0.003633552466557328,21.233342922910253,1.0029021873897546,20.06447565174395,True,
