stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.005901435929536264,-0.000696150028598646,0.000696150028598646,189865.23501752297,7.624808548623606
source,640,0.0052964913570646595,-0.0006197022894830291,0.0006197022894830291,424930.8774737487,7.622445451274756
source,1280,0.005192386587467778,-0.0005855319529949489,0.0005855319529949489,1020990.3108316709,7.620819576855967
candidate_factor_1,320,0.005057174905845374,-0.0007375146541251903,0.0007375146541251903,189821.4549977851,7.621290811826492
candidate_factor_1,640,0.004453488247051509,-0.0006612235734814488,0.0006612235734814488,424832.14260966534,7.619041918907105
candidate_factor_1,1280,0.004350354478521698,-0.0006268175170478509,0.0006268175170478509,1020735.0001702678,7.617416559417812
candidate_factor_0.75,320,0.00525841971335622,-0.0007271373598869861,0.0007271373598869861,189832.40042090003,7.622143467193266
candidate_factor_0.75,640,0.004654398280083984,-0.0006508493071897828,0.0006508493071897828,424857.98702125304,7.6198946316522695
candidate_factor_0.75,1280,0.004551025125568969,-0.0006164356672986153,0.0006164356672986153,1020798.8298921775,7.6182691706821775
candidate_factor_0.5,320,0.005466220567086639,-0.0007167731821458892,0.0007167731821458892,189843.34569049542,7.622994894704855
candidate_factor_0.5,640,0.004861880083534333,-0.0006402592952592362,0.0006402592952592362,424879.83230727736,7.620746186382471
candidate_factor_0.5,1280,0.004758254183066912,-0.000606066995607902,0.000606066995607902,1020862.6580157448,7.619120545267328
candidate_factor_0.25,320,0.005680577521361937,-0.0007064221306083348,0.0007064221306083348,189854.29080844874,7.623845094722426
candidate_factor_0.25,640,0.005075907087910514,-0.0006298929259964337,0.0006298929259964337,424905.35462638113,7.621596436000742
candidate_factor_0.25,1280,0.004972041728618013,-0.0005957115166449244,0.0005957115166449244,1020926.4843385558,7.619970675548203
candidate_factor_0.125,320,0.005790214555987095,-0.0007012515347480128,0.0007012515347480128,189859.76331033531,7.624269734307657
candidate_factor_0.125,640,0.00518537982915727,-0.0006247146763027655,0.0006247146763027655,424918.1155764478,7.622021098279523
candidate_factor_0.125,1280,0.005081394901899891,-0.0005905387274614393,0.0005905387274614393,1020958.3970589635,7.620395282455856
