coefficient,reference_value,computed_value,computed_body_integral_value,computed_end_term_value,gate_error_ratio,time_step_scale,free_surface_velocity_scale,history_rhs_scale,case_name
A53,0.15,0.135951998193165,0.135951998193165,0.0,0.3121778179296665,0.75,0.25,0.0,st5_bp8_fs4_cp4_r2p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt0p75_fv0p25_hr0p0
