case,omega,mode,original_real,original_imag,delta_real,delta_imag,candidate_real,candidate_imag,normal_real,normal_imag,tangent_real,tangent_imag,complex_relative_change
fn167,8.6966,3,2123.783183068615,-3088.976460747045,213.64346050731757,337.7790872266455,2337.4266435759328,-2751.1973735203997,80.6906516467544,127.10309912925048,132.95280886056312,210.67598809739508,0.1066183147796218
fn167,8.6966,5,1098.0212831604122,-9.311171011810533,137.755049707714,238.77719957034247,1235.7763328681262,229.46602855853195,52.14129615255948,90.39549620661316,85.6137535551545,148.38170336372932,0.2510468178132882
fn226,10.4354,3,1555.2108165262352,-2945.803889817027,409.92845597454493,369.25530371292234,1965.1392725007802,-2576.5485861041047,151.14704292186784,137.15539898635373,258.78141305267724,232.0999047265686,0.16562424639831363
fn226,10.4354,5,673.6759088397989,107.2514808815693,196.94128449529833,196.38812154662017,870.6171933350972,303.63960242818945,73.06770781851085,73.63901633715004,123.87357667678742,122.74910520947007,0.40771404319664534
fn282,12.10175,3,1191.4317647811945,-2685.9900871210903,599.7706772678825,346.32229684202923,1791.202442049077,-2339.667790279061,219.94132207922883,128.55172037471746,379.82935518865406,217.7705764673119,0.2357008896544793
fn282,12.10175,5,472.8368159852356,195.94646081143435,206.00849165707118,140.98725335819557,678.8453076423068,336.9337141696299,76.36423004132371,53.082077258999846,129.64426161574758,87.90517609919571,0.48772770794874526
