node_index,normal_displacement
0,0.0015465505633648772
1,0.0015332022131261634
2,0.0018202952870791248
3,0.004181362743372306
4,0.005662894156461042
5,0.005411163908420248
6,0.006128018697880974
7,0.006081251783357719
8,0.004842363344246082
9,0.004346409554660086
10,0.004300423419426933
11,0.004089036092392926
12,0.0034584139501521
13,0.0027469665556035796
14,0.0018390238750319405
15,0.001020313732182929
16,0.0012727015707922288
17,0.0009100791747849858
18,-0.00012903487035929558
19,-0.00023018498666831804
20,-0.0007560750329891654
21,-0.0014045063064619368
22,-0.0013567414797975197
23,-0.0018029378105200485
24,-0.0022066991273359897
25,-0.0023974560666945007
26,-0.0027465094655429586
27,-0.0028378274787501743
28,-0.0031291988949657583
29,-0.003376392725772706
30,-0.003412785946805211
31,-0.0036975311903475108
32,-0.0037893153580201874
33,-0.003876231610052005
34,-0.004083882022192921
35,-0.0040874457037112346
36,-0.004206449013508579
37,-0.004267966833289226
38,-0.00422668791286584
39,-0.004282612807125427
40,-0.004197582945273488
41,-0.00412987949139105
42,-0.00405397669872296
43,-0.0038595091546453457
44,-0.0037197175478722246
45,-0.0034688188542128387
46,-0.0031753017372848826
47,-0.00289284664519561
48,-0.0024513905666461787
49,-0.002103744844564056
50,-0.0019539078814786327
51,-0.0018425622660173122
52,-0.0017237767982396157
53,-0.0015836588427758217
54,-0.0014609862722457369
55,-0.0013426200536016193
56,-0.001238780234154794
57,-0.0011577069137400876
58,-0.0010465781974439855
59,-0.0009473523280392905
60,-0.0008562741583171312
61,-0.000771935139733736
62,-0.0007132495713420851
63,-0.00062960083385823
64,-0.0005497886564188462
65,-0.00047839094487116653
66,-0.00041016871257334943
67,-0.0003657258432054713
68,-0.0003000128574142159
69,-0.00023394080238890779
70,-0.00017354398264912262
71,-0.00011549424992681593
72,-7.801925806454264e-05
73,-1.6681000339315163e-05
74,3.627637751949593e-05
75,7.622676795080038e-05
76,7.122021729666437e-05
77,4.8964581318809524e-05
78,4.174950980994442e-05
79,0.0
80,0.0
