case,radiation_mode,force_mode,gap_abs,geometry_plus_chain_abs,graph_waterline_abs,graph_submerged_abs,graph_reconstruction_difference,tangent_product_defect_abs,geometry_quadrature_difference,chain_quadrature_difference,unexplained_graph_difference,graph_closure_relative_residual,closure_relative_residual,time_quadrature_real,time_quadrature_imag,time_quadrature_abs,geometry_real,geometry_imag,geometry_abs,moment_product_real,moment_product_imag,moment_product_abs,stokes_quadrature_real,stokes_quadrature_imag,stokes_quadrature_abs,chain_real,chain_imag,chain_abs,lower_edge_real,lower_edge_imag,lower_edge_abs,upper_edge_real,upper_edge_imag,upper_edge_abs
fn167,3,3,647.237126063429,647.2410214735801,219.61376919652562,446.46583449084585,17.155664796689805,17.21307757889146,0.00010833248757080582,0.05731172691076359,8.343678738167853e-15,4.18986653262504e-18,1.3190030671168376e-15,-0.35980572973676317,0.013377780453538435,0.3600543405671813,18.977449515738094,985.6619907123226,985.8446650081852,0.0,4.547473508864641e-13,4.547473508864641e-13,9.094947017729282e-13,0.0,9.094947017729282e-13,13.115958876015648,-339.217133809614,339.47060586632074,0.0,0.0,0.0,5.1585718914445005e-21,0.00048466165050517517,0.00048466165050517517
fn167,3,5,447.7065781468626,447.6452597516492,150.8884880756537,309.2284332895706,11.542474759014167,11.813105183564728,0.14088425586487754,0.13008870492441818,7.516037683576527e-14,5.4600008605088323e-17,4.512635916478776e-16,0.2277759133306887,0.21094279772341906,0.3104492399813739,-11.688648848512376,-681.70833122102,681.8085313106985,-0.005230142073742172,-0.1406687074390902,0.1407659036794631,-0.005230142073742172,-0.14066870743863547,0.14076590367900865,-8.067988244318581,234.49925945603036,234.63800868515975,0.0,0.0,0.0,-5.639580239638993e-21,-0.0005298536735783348,0.0005298536735783348
fn167,5,3,521.7774248521963,521.8136168485755,182.77250294951637,354.75207324844257,13.415428722745421,13.459820250595758,0.00012577915719548375,0.04428010894372945,1.651749206358783e-13,1.037690198756987e-16,1.5247388893130009e-16,0.18635494816680875,0.13034278365012142,0.2274146168475464,369.40777393938805,-695.3553531415538,787.3888306227547,0.0,0.0,0.0,0.0,0.0,0.0,-143.46538088832293,224.99433673931196,266.84221382344003,0.0,0.0,0.0,0.00018948205180387693,-0.0005298536735783347,0.0005627151707216214
fn167,5,5,372.3526636002761,372.0631167964328,129.08484632517045,253.55180444901518,9.32232739638373,9.524042608174845,0.08904206991907143,0.11298406064475991,2.1050578051203225e-13,1.8552871832864174e-16,2.418258132825218e-16,-0.38497141938137247,-0.05541360369284121,0.388939148472786,-256.5952056561139,499.6464554188591,561.6828998450401,-0.05095847393306485,0.07285684333783138,0.0889094240603332,-0.050958473934429094,0.07285684333737663,0.08890942406074245,98.42605909786352,-162.87727043111312,190.30684257962477,0.0,0.0,0.0,-0.00020715020699656618,0.0005792596032960906,0.0006151852536183427
fn226,3,3,989.5538679038724,989.5557218420589,291.6155065186323,727.7450561688291,29.168254759581803,29.25379492758231,0.00014091022171669465,0.08540091109089504,3.6615998613705896e-13,1.1577853633190784e-16,8.910439201937252e-16,-0.4152368832837965,0.006709183983730327,0.4152910815186967,12.948007810068889,1566.2054666865104,1566.258987136214,3.552713678800501e-15,-2.2737367544323206e-13,2.2740142932498854e-13,0.0,4.547473508864641e-13,4.547473508864641e-13,9.173611883822309,-576.8970412839582,576.9699744329681,0.0,0.0,0.0,3.65397081381035e-20,0.0006342298688288403,0.0006342298688288403
fn226,3,5,503.9284567588833,503.7591792120929,149.04524021289086,369.2131809150123,14.265450865333836,14.617282648013061,0.18318853327111434,0.16872198232376306,1.0672877443952441e-13,6.654125535729528e-17,2.2316964338407844e-16,0.11464456629778397,0.19527495512102178,0.22644134931395382,-5.623111087419332,-794.6556141434979,794.6755089142242,-0.0029574569596206857,-0.1830394295457154,0.18306332052076657,-0.002957456956437454,-0.18303942955117236,0.1830633205261714,-3.9737262819740926,290.98785524588203,291.0149865576727,0.0,0.0,0.0,-3.2473400560221984e-20,-0.0005636498381403034,0.0005636498381403034
fn226,5,3,671.0557912439125,671.1083609139016,202.60159530531743,488.88521857346996,19.344215354148886,19.400362380092428,0.0001397873482286132,0.056019855119164096,1.16157982605158e-13,5.449630378736161e-17,6.425003820961951e-16,0.13694821845626848,0.17912745016337794,0.22548050456830915,682.01065163405,-805.3218445703695,1055.3112347949886,0.0,-1.1368683772161603e-13,1.1368683772161603e-13,2.2737367544323206e-13,0.0,2.2737367544323206e-13,-260.1342537924378,283.39585649090117,384.68563980523095,0.0,0.0,0.0,0.00027957312576543894,-0.0005636498381403035,0.0006291758678508326
fn226,5,5,355.98035352190914,355.6464795099422,107.74067141624323,258.14149526096855,9.848723270860326,10.07088669644483,0.09950490568445407,0.12503163814587415,2.3182817907192025e-13,2.0608985671362915e-16,1.281115156086219e-15,-0.28759197288832183,-0.041569029695097015,0.2905806722746527,-346.58524154643305,436.3345934093782,557.2335300962485,-0.07896067910883176,0.060367767876812195,0.09939344165364522,-0.07896067910837701,0.060367767876641665,0.09939344165318038,130.84346576471674,-153.598135607475,201.77313942994215,0.0,0.0,0.0,-0.0002484609363747817,0.0005009242794292437,0.0005591582697465363
fn282,3,3,1406.7421214194796,1406.7432454018826,393.8219521458674,1056.2804860770868,42.90776401355016,43.007124988874395,0.00017633467950872728,0.0991854485373687,2.5579543908373894e-13,5.617848897153643e-17,2.437115769057058e-16,-0.4498712898530357,0.004873983087463785,0.44989769186468487,12.494810098624074,2254.829232049411,2254.8638508752447,0.0,0.0,0.0,3.637978807091713e-12,-6.821210263296962e-13,3.701375270816176e-12,8.954371985477518,-848.249518321197,848.2967794998381,0.0,0.0,0.0,9.632391254077312e-20,0.0007901175559831582,0.0007901175559831582
fn282,3,5,515.8880688488865,515.6116884183772,146.3649988521836,384.22258107347295,14.87583564107281,15.27551635285067,0.21389733651123605,0.18582209867398244,3.2008244376284444e-14,1.9315022411185132e-17,1.9004103855279337e-15,0.025328140297460777,0.15145422367947958,0.15355746989736999,-3.6023410661092585,-821.0683907913448,821.0762931773423,-0.002315814055350529,-0.21375089691264293,0.2137634415088283,-0.0023158140545547212,-0.21375089690718596,0.21376344150336304,-2.5723417520155345,305.49367600623697,305.5045057309186,0.0,0.0,0.0,-7.314526672489992e-20,-0.0005999897414045622,0.0005999897414045622
