benchmark,matrix_cell,coefficient,pair_status,station_index,x_m,x_over_l,trapz_weight_m,time_density_value_per_m,pressure_gradient_density_value_per_m,force_derivative_proxy_density_value_per_m,pressure_gradient_minus_force_derivative_proxy_density_value_per_m,pressure_gradient_station_contribution_value,force_derivative_proxy_station_contribution_value,station_residual_contribution_value,station_abs_residual_share_of_total_abs,diagnostic_flags,gate_role
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,10,0.825,0.27499999999999997,0.07499999999999996,9.196221565858128,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,11,0.8999999999999999,0.3,0.07500000000000001,9.546096467272244,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,12,0.975,0.325,0.07500000000000007,9.390543663771995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,13,1.05,0.35000000000000003,0.07500000000000001,8.744104885608685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,14,1.125,0.375,0.07499999999999996,7.77138691768555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,15,1.2,0.39999999999999997,0.07499999999999996,6.694091476343121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,16,1.275,0.425,0.07499999999999996,5.684711392328595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,17,1.3499999999999999,0.44999999999999996,0.07500000000000007,4.827951815303752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,18,1.425,0.47500000000000003,0.07500000000000007,4.140610552211114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,19,1.5,0.5,0.07499999999999996,3.6055681551640277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,20,1.575,0.525,0.07499999999999996,3.195113905475645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,21,1.65,0.5499999999999999,0.07499999999999996,2.8809022357634695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,22,1.7249999999999999,0.575,0.07499999999999996,2.6356140317409364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,23,1.7999999999999998,0.6,0.07500000000000007,2.4314799057157828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,24,1.875,0.625,0.07500000000000007,2.239904747704773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,25,1.95,0.65,0.07499999999999996,2.035672683760425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,26,2.025,0.6749999999999999,0.07500000000000007,1.8057557483024944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,27,2.1,0.7000000000000001,0.07499999999999996,1.5557412261512726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,28,2.175,0.725,0.07499999999999996,1.3051982534211808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,29,2.25,0.75,0.07499999999999996,1.0745155022807724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,30,2.3249999999999997,0.7749999999999999,0.07499999999999996,0.8752828920385316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,31,2.4,0.7999999999999999,0.07500000000000018,0.7097380752676846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,32,2.475,0.8250000000000001,0.07499999999999996,0.5749488178257873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,33,2.55,0.85,0.07499999999999996,0.46681753581707175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,34,2.625,0.875,0.07499999999999996,0.38316479127173075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,35,2.6999999999999997,0.8999999999999999,0.07499999999999996,0.33088309652553505,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,36,2.775,0.9249999999999999,0.07500000000000018,0.4108092997705209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,37,2.85,0.9500000000000001,0.07499999999999996,-0.07508591615447885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,A33,paired_ab_complex_reconstruction,38,2.925,0.975,0.03749999999999987,0.04550600819875835,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,0,0.075,0.024999999999999998,0.0375,-0.0,33.92757837847104,63.71739338812825,-29.78981500965721,1.272284189192664,2.3894022520548095,-1.1171180628621453,0.09458326001497014,first_active_station;peak_abs_derivative_path_difference;near_aft_startup_region,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,1,0.15,0.049999999999999996,0.07499999999999998,-0.0,-13.091967172655302,-26.441339610241616,13.349372437586315,-0.9818975379491475,-1.9831004707681208,1.0012029328189733,0.08476905035439701,near_aft_startup_region,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,2,0.22499999999999998,0.075,0.075,-0.0,-27.122689458043624,-30.552770177469558,3.430080719425934,-2.0342017093532716,-2.2914577633102167,0.25725605395694506,0.021781150131521557,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,3,0.3,0.09999999999999999,0.07500000000000001,-0.0,14.63972071248677,0.7019819666538145,13.937738745832956,1.097979053436508,0.0526486474990361,1.0453304059374717,0.0885052000081562,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,4,0.375,0.125,0.07499999999999998,-0.0,-0.6342941650560456,-11.011620328593882,10.377326163537836,-0.04757206237920341,-0.8258715246445409,0.7782994622653375,0.06589643732046431,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,5,0.44999999999999996,0.15,0.07500000000000001,-0.0,-4.155696964840527,-14.042743983462259,9.887047018621733,-0.3116772723630396,-1.0532057987596697,0.74152852639663,0.06278314508763347,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,6,0.525,0.17500000000000002,0.07500000000000001,-0.0,-5.901475114994293,-15.650503147291312,9.74902803229702,-0.44261063362457204,-1.1737877360468485,0.7311771024222765,0.061906718989228955,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,7,0.6,0.19999999999999998,0.07499999999999996,-0.0,-6.7020137626199805,-16.327074019571384,9.625060256951404,-0.5026510321964982,-1.224530551467853,0.7218795192713549,0.06111951864406459,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,8,0.6749999999999999,0.22499999999999998,0.07500000000000001,-0.0,-6.415897713703015,-15.801857765017125,9.385960051314111,-0.4811923285277262,-1.1851393323762847,0.7039470038485585,0.059601222749169444,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,9,0.75,0.25,0.07500000000000001,-0.0,-4.506286568958931,-13.45120881431694,8.94492224535801,-0.3379714926719199,-1.0088406610737706,0.6708691684018508,0.05680061499355533,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,10,0.825,0.27499999999999997,0.07499999999999996,-0.0,-0.4218158430138808,-8.661645698351101,8.23982985533722,-0.03163618822604104,-0.6496234273763323,0.6179872391502912,0.052323250039238274,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,11,0.8999999999999999,0.3,0.07500000000000001,-0.0,5.701820222408751,-1.554576783310931,7.256397005719681,0.4276365166806564,-0.11659325874831984,0.5442297754289762,0.046078412003655686,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,12,0.975,0.325,0.07500000000000007,-0.0,12.468423018253583,6.415932653308484,6.052490364945099,0.9351317263690195,0.48119494899813675,0.4539367773708828,0.038433556552138634,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,13,1.05,0.35000000000000003,0.07500000000000001,-0.0,17.704170114271154,12.953253968691554,4.7509161455796,1.3278127585703368,0.9714940476518666,0.35631871091847006,0.030168508059617245,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,14,1.125,0.375,0.07499999999999996,-0.0,19.897504747325137,16.400107274124522,3.497397473200614,1.4923128560493844,1.2300080455593385,0.2623048104900459,0.022208614217724847,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,15,1.2,0.39999999999999997,0.07499999999999996,-0.0,19.101101881583322,16.69340420285566,2.4076976787276614,1.4325826411187483,1.2520053152141737,0.1805773259045745,0.015288976820481356,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,16,1.275,0.425,0.07499999999999996,-0.0,16.464067565795858,14.92911728831496,1.534950277480899,1.2348050674346887,1.1196837966236213,0.11512127081106735,0.009746995821085963,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,17,1.3499999999999999,0.44999999999999996,0.07500000000000007,-0.0,13.226008267020193,12.352806720939842,0.8732015460803506,0.9919506200265154,0.926460504070489,0.06549011595602636,0.005544864837302136,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,18,1.425,0.47500000000000003,0.07500000000000007,-0.0,10.162827804818797,9.779069281117785,0.3837585237010117,0.7622120853614104,0.7334301960838345,0.028781889277575905,0.0024368820161123636,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,19,1.5,0.5,0.07499999999999996,-0.0,7.584402500081014,7.563973173883753,0.020429326197261233,0.5688301875060757,0.5672979880412811,0.0015321994647945916,0.00012972704066942334,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,20,1.575,0.525,0.07499999999999996,-0.0,5.540292000061887,5.797327355204468,-0.25703535514258036,0.4155219000046413,0.43479955164033485,-0.019277651635693515,0.0016321848135417883,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,21,1.65,0.5499999999999999,0.07499999999999996,-0.0,3.9971209830579446,4.475998989877671,-0.4788780068197265,0.2997840737293457,0.3356999242408251,-0.03591585051147946,0.0030408945486769573,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,22,1.7249999999999999,0.575,0.07499999999999996,-0.0,2.9302558293141985,3.5953786403815005,-0.665122811067302,0.21976918719856475,0.2696533980286124,-0.04988421083004762,0.00422355652498497,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,23,1.7999999999999998,0.6,0.07500000000000007,-0.0,2.339737458194624,3.1656742722893054,-0.8259368140946814,0.17548030936459696,0.23742557042169812,-0.061945261057101166,0.005244731893644096,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,24,1.875,0.625,0.07500000000000007,-0.0,2.204192825462584,3.1664577756428587,-0.9622649501802747,0.16531446190969395,0.2374843331732146,-0.07216987126352066,0.006110421025218752,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,25,1.95,0.65,0.07499999999999996,-0.0,2.404887369539003,3.473191995218231,-1.068304625679228,0.18036655271542512,0.26048939964136714,-0.08012284692594204,0.006783777217351469,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,26,2.025,0.6749999999999999,0.07500000000000007,-0.0,2.702736236352815,3.8394516608732157,-1.1367154245204008,0.2027052177264613,0.2879588745654914,-0.08525365683903013,0.00721818853360362,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,27,2.1,0.7000000000000001,0.07499999999999996,-0.0,2.8398639818766744,4.004459959050512,-1.1645959771738372,0.21298979864075046,0.3003344969287882,-0.08734469828803774,0.0073952311611007035,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,28,2.175,0.725,0.07499999999999996,-0.0,2.692969641412173,3.8498057909640098,-1.156836149551837,0.20197272310591285,0.2887354343223006,-0.08676271121638772,0.007345955944493613,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,29,2.25,0.75,0.07499999999999996,-0.0,2.3142484225254587,3.4393228910611926,-1.125074468535734,0.1735686316894093,0.25794921682958927,-0.08438058514017999,0.007144267996241182,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,30,2.3249999999999997,0.7749999999999999,0.07499999999999996,-0.0,1.8348905489125522,2.9182194161047077,-1.0833288671921555,0.13761679116844133,0.21886645620785294,-0.08124966503941161,0.0068791817535048,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,31,2.4,0.7999999999999999,0.07500000000000018,-0.0,1.3587912091963434,2.402672593701949,-1.0438813845056054,0.101909340689726,0.18020044452764658,-0.0782911038379206,0.006628688656406468,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,32,2.475,0.8250000000000001,0.07499999999999996,-0.0,0.9267383879406407,1.9433643156049023,-1.0166259276642617,0.069505379095548,0.14575232367036758,-0.07624694457481959,0.0064556154123855715,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,33,2.55,0.85,0.07499999999999996,-0.0,0.5208881690657214,1.5342722124324544,-1.013384043366733,0.039066612679929086,0.11507041593243401,-0.07600380325250493,0.006435029317080701,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,34,2.625,0.875,0.07499999999999996,-0.0,0.019931060561284894,1.087475514332293,-1.0675444537710082,0.001494829542096366,0.08156066357492192,-0.08006583403282556,0.006778950095247628,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,35,2.6999999999999997,0.8999999999999999,0.07499999999999996,-0.0,-1.6927141755308097,-0.22115606799031454,-1.471558107540495,-0.12695356316481066,-0.01658670509927358,-0.11036685806553706,0.009344452999625495,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,36,2.775,0.9249999999999999,0.07500000000000018,-0.0,2.9112637523916107,3.2477521014401045,-0.3364883490484938,0.21834478142937133,0.24358140760800842,-0.025236626178637093,0.00213671451130156,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,37,2.85,0.9500000000000001,0.07499999999999996,-0.0,1.549538785608312,2.922426332574074,-1.3728875469657618,0.11621540892062333,0.2191819749430554,-0.10296656602243207,0.008717890982799447,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,33,B33,paired_ab_complex_reconstruction,38,2.925,0.975,0.03749999999999987,-0.0,-3.512676457933227,-6.7813679118776795,3.2686914539444527,-0.13172536717249553,-0.25430129669541207,0.12257592952291654,0.010378160911603977,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,0,0.075,0.024999999999999998,0.0375,0.48586535958121263,-6.031569489505965,-11.327536602333916,5.2959671128279515,-0.22618385585647366,-0.42478262258752186,0.19859876673104818,0.09458326001497021,first_active_station;peak_abs_derivative_path_difference;near_aft_startup_region,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,1,0.15,0.049999999999999996,0.07499999999999998,-0.27062218762332657,2.3274608306942737,4.700682597376285,-2.3732217666820112,0.17455956230207048,0.3525511948032213,-0.1779916325011508,0.08476905035439701,near_aft_startup_region,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,2,0.22499999999999998,0.075,0.075,1.111972640670386,4.821811459207756,5.431603587105699,-0.6097921278979435,0.3616358594405817,0.40737026903292745,-0.04573440959234576,0.021781150131521546,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,3,0.3,0.09999999999999999,0.07500000000000001,0.5903497207900407,-2.602617015553205,-0.12479679407179159,-2.477820221481413,-0.1951962761664904,-0.009359759555384371,-0.185836516611106,0.08850520000815616,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,4,0.375,0.125,0.07499999999999998,0.4164593687346061,0.11276340712107277,1.95762139175002,-1.8448579846289472,0.008457255534080456,0.14682160438125147,-0.138364348847171,0.06589643732046425,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,5,0.44999999999999996,0.15,0.07500000000000001,0.25564530752847725,0.7387905715272057,2.4964878192821818,-1.757697247754976,0.05540929286454044,0.18723658644616367,-0.1318272935816232,0.06278314508763351,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,6,0.525,0.17500000000000002,0.07500000000000001,0.075270640267568,1.0491511315545392,2.782311670629565,-1.733160539075026,0.07868633486659045,0.2086733752972174,-0.12998704043062698,0.061906718989228976,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,7,0.6,0.19999999999999998,0.07499999999999996,-0.1295797524135493,1.1914691133546629,2.902590936812686,-1.7111218234580232,0.08936018350159966,0.21769432026095134,-0.12833413675935165,0.06111951864406444,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,8,0.6749999999999999,0.22499999999999998,0.07500000000000001,-0.35519315237811855,1.1406040379916522,2.809219158225274,-1.6686151202336217,0.08554530284937394,0.21069143686689557,-0.12514613401752164,0.05960122274916951,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,9,0.75,0.25,0.07500000000000001,-0.5904821734625046,0.8011176122593668,2.3913260114341224,-1.5902083991747555,0.060083820919452524,0.1793494508575592,-0.11926562993810669,0.056800614993555265,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,10,0.825,0.27499999999999997,0.07499999999999996,-0.8146355095390483,0.07498948320246618,1.5398481241513007,-1.4648586409488344,0.00562421124018496,0.11548860931134748,-0.10986439807116252,0.05232325003923811,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,11,0.8999999999999999,0.3,0.07500000000000001,-0.997459166971899,-1.0136569284282213,0.27636920592194414,-1.2900261343501653,-0.07602426963211661,0.020727690444145814,-0.09675196007626241,0.04607841200365568,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,12,0.975,0.325,0.07500000000000007,-1.1089007946832878,-2.2166085365784136,-1.1406102494770547,-1.075998287101359,-0.16624564024338118,-0.08554576871077918,-0.080699871532602,0.038433556552138926,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,13,1.05,0.35000000000000003,0.07500000000000001,-1.135880400037437,-3.147408020314874,-2.3028007055451685,-0.8446073147697057,-0.2360556015236156,-0.17271005291588767,-0.06334554860772794,0.030168508059617214,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,14,1.125,0.375,0.07499999999999996,-1.0913582942305409,-3.537334177302245,-2.9155746265110274,-0.6217595507912175,-0.2653000632976682,-0.21866809698832693,-0.046631966309341286,0.02220861421772475,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,15,1.2,0.39999999999999997,0.07499999999999996,-1.0052713603483683,-3.3957514456148115,-2.9677163027298925,-0.42803514288491895,-0.2546813584211107,-0.2225787227047418,-0.0321026357163689,0.015288976820481404,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,16,1.275,0.425,0.07499999999999996,-0.9073597133327379,-2.926945345030375,-2.654065295700439,-0.2728800493299359,-0.219520900877278,-0.1990548971775328,-0.020466003699745182,0.009746995821085904,none,diagnostic_section_force_derivative_not_hard_gate
ma2005_wigley_iii_coefficients,35,A35,paired_ab_complex_reconstruction,17,1.3499999999999999,0.44999999999999996,0.07500000000000007,-0.8170016490996495,-2.351290358581367,-2.1960545281670814,-0.15523583041428557,-0.17634677689360267,-0.16470408961253125,-0.011642687281071429,0.005544864837302172,none,diagnostic_section_force_derivative_not_hard_gate
