iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio
0,0.0,1.3914637992639047,5.626213506867731,0.0029925011009551447,1.6906102810240506,3.723178153137523,1.2022687280017534,0.18507482530693764,0.17350234682742838,58894.81929417053,,
1,0.0005703074875568516,1.3095163000037546,5.671980979799026,0.01897189509995575,2.1266232618661682,4.171263284791829,0.9614491008301277,0.19559589400530575,1.1028878848824175,31069.25627242616,0.0005703074875568516,0.1918134677731774
2,0.00117627399968889,1.3075642846883497,5.679270012167497,0.017387613840468275,2.518043199244828,4.176557345096643,0.6586519827575676,0.1961760906198189,1.0119251076930282,31139.073554704722,0.0006059665121320385,0.1970374254582191
3,0.0017930757154902466,1.299511751118522,5.68543602418345,0.01604104963153971,2.8380851258967374,4.216489774042337,0.48568122061175706,0.19663522424017654,0.9380559178050774,32061.16672538948,0.0006168017158013565,0.19767210420385903
4,0.002422466629900749,1.1179475377067951,5.714770850453355,0.017011120300207537,3.0863554545122835,4.0728280939554065,0.31962379381833345,0.20222929765627695,0.988490948903698,59531.466114375726,0.0006293909144105024,0.20192076604608777
5,0.003024024566427227,1.2025070923631571,5.722076335011488,0.01601917891736511,3.279111569551909,4.126867704883775,0.25853226319094474,0.2028319831668286,0.9319993606829066,31196.671469351684,0.0006015579365264777,0.1956306462382151
6,0.003639839141580333,1.238606234882388,5.728562171555575,0.015058785092751121,3.4460097528212055,4.189588276955383,0.21577957622592878,0.2033358754864889,0.8769171363197115,31246.250756744164,0.0006158145751531062,0.19642015847010091
7,0.004270109119446655,1.2322701644876088,5.734154133561099,0.014135460597574947,3.593804712681526,4.262956144636703,0.18619582460725526,0.2037306129726597,0.8267178541218804,36645.39148693224,0.0006302699778663218,0.1972852825100624
8,0.0049156120650597325,1.2414138157326697,5.738744853960017,0.013269700473534991,3.728134520936278,4.34808770176185,0.16629045366900494,0.2040019432751059,0.7814430438723223,60581.70713502364,0.0006455029456130773,0.19804999493556058
9,0.005576139613478176,1.0438190158745433,5.766693776371428,0.013640782595792064,3.829460394713692,4.191766907256148,0.09461033022892604,0.20964853143796414,0.7926331991222836,59610.95945606789,0.0006605275484184435,0.20437436618933044
