component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.855694516,-0.04612547917823695,0.6508745208217622,1.535081417032458,False
front,1.855694516,0.6123327896091497,1.309332789609149,3.0880490320970493,False
longitudinal_bin_aft_post_chine,1.855694516,-0.5467457877322066,0.15025421226779256,0.3543731421410202,False
longitudinal_bin_forward_post_chine,1.855694516,0.0348688473077461,0.7318688473077453,1.7261057719522295,False
longitudinal_bin_middle_post_chine,1.855694516,-0.2529769185451178,0.4440230814548814,1.047224248714343,False
longitudinal_bin_pre_chine,1.855694516,0.3323914568885424,1.0293914568885416,2.427810039831466,False
post_chine_bem,1.855694516,-0.20177961365869623,0.49522038634130294,1.1679726092955258,False
pre_chine_bem,1.855694516,0.3323914568885424,1.0293914568885416,2.427810039831466,False
raw_bem,1.855694516,-0.04612547917823695,0.6508745208217622,1.535081417032458,False
resolved_station_bem,1.855694516,-0.024696108095548095,0.6723038919044511,1.5856223865671015,False
total,1.855694516,0.036139828925090975,0.7331398289250901,1.7291033701063447,False
transom,1.855694516,nan,nan,nan,False
transom_extrapolation,1.855694516,-0.6541785407673031,0.04282145923269609,0.10099400762428323,False
