benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,use_free_surface_marching,time_step_scale,free_surface_velocity_scale,history_rhs_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,1.0,10.289989439187291,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,relative,FAIL,2.141293816109691,2.6788030739603026,6.388131097467603,8.374474846407967,82301.45327044607,44.39906255459733,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,1.0,1.0616595379067666,84.87968005564599,1.0616595379067666,0.06165953790676659,0.06165953790676659,0.15,0.0,0.15,0.4110635860451106,61.93326292791528,-61.52219934187017,relative,PASS,0.0,0.0,1.367298828325039,1.6407585939902936,81302.97672847575,43.86014073085184,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,0.0,1.0,1.0,1.0616595379067666,84.87968005564599,1.0616595379067666,0.06165953790676659,0.06165953790676659,0.15,0.0,0.15,0.4110635860451106,61.93326292791528,-61.52219934187017,relative,PASS,0.0,0.0,1.367298828325039,1.6407585939902936,81302.97672847575,43.86014073085184,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,0.5,1.0,1.0,7.741291939582601,618.916290569629,7.741291939582601,6.741291939582601,6.741291939582601,0.15,0.0,0.15,44.94194626388401,61.93326292791528,-16.991316664031267,relative,FAIL,1.498042901613359,1.850743471053264,4.127798694382347,5.484945069414492,81803.60545153507,44.13035255326443,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,free_surface_velocity_flipped,4,Flips only the BIE-derived inner free-surface normal derivative used by the free-surface marching update; diagnostic for free-surface vertical-velocity sign.,False,True,True,1.0,-1.0,1.0,1.0,-100.89873079106448,-8066.853526745605,-100.89873079106448,101.89873079106448,101.89873079106448,0.15,0.0,0.15,679.32487194043,61.93326292791528,617.3916090125147,relative,FAIL,221.96396869607386,339.3946950793389,1376.858272048392,2106.8047870159985,80293.4181819974,43.31523396156585,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,outer_history_rhs_disabled,5,Keeps inner free-surface marching active but suppresses the transient outer-control history RHS; diagnostic for separating local free-surface propagation from history convolution.,False,True,True,1.0,1.0,0.0,1.0,10.270799935921481,821.1504548769225,10.270799935921481,9.270799935921481,9.270799935921481,0.15,0.0,0.15,61.80533290614321,61.93326292791528,-0.12793002177207313,relative,FAIL,2.137857114361885,2.6741762370104625,6.382536269862165,8.365615049213611,82295.57120828268,44.39588775607346,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_marching,0,Current default: station-to-station inner free-surface state marching is active with unit velocity and unit outer-control history RHS.,True,False,True,1.0,1.0,1.0,2.1,9.646482723616819,1394.399342597508,4.5935632017222945,7.546482723616819,3.5935632017222945,0.15,0.0,0.315,23.957088011481964,23.957088011481964,0.0,relative,FAIL,4.282587632219382,2.9908512131542353,12.776262194935207,11.0029160762816,82364.02322667143,22.199531277298664,9.045074513727819,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_marching_disabled,1,Sets the prescribed inner free-surface potential/elevation to zero at each station while keeping the matched control-surface history chain active.,False,True,False,1.0,1.0,1.0,2.1,0.05455757844956226,7.886299463070853,0.025979799261696312,2.0454424215504377,0.9740202007383036,0.15,0.0,0.315,6.493468004922025,23.957088011481964,-17.46362000655994,relative,FAIL,0.0,0.0,2.734597656650078,1.8810994408773114,81366.3145077084,21.93007036542592,-4.695387520570783e-05,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_velocity_zero,2,Keeps the marching machinery active but suppresses the BIE-derived inner free-surface normal derivative before the Eq.19-Eq.22 free-surface update.,False,True,True,1.0,0.0,1.0,2.1,0.05455757844956226,7.886299463070853,0.025979799261696312,2.0454424215504377,0.9740202007383036,0.15,0.0,0.315,6.493468004922025,23.957088011481964,-17.46362000655994,relative,FAIL,0.0,0.0,2.734597656650078,1.8810994408773114,81366.3145077084,21.93007036542592,-4.695387520570783e-05,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,free_surface_velocity_half,3,Halves the BIE-derived inner free-surface normal derivative before the station-to-station update; diagnostic for state-amplification scale.,False,True,True,1.0,0.5,1.0,2.1,14.354222112679663,2074.903200564131,6.835343863180792,12.254222112679663,5.835343863180792,0.15,0.0,0.315,38.90229242120528,23.957088011481964,14.945204409723317,relative,FAIL,2.996085803226718,2.0497532207135976,8.255597388764693,6.98273383252097,81866.55590976494,22.065176276632215,12.149756348931714,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_marching_candidate_not_hard_gate
