reuse_step,step_factor,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number
1,1.0,320,0.011202055028836384,9.962319235814728e-07,9.962319235814728e-07,253347.1570638584
1,0.75,320,0.011912570263571247,5.58422371298836e-07,5.58422371298836e-07,253345.0864313883
1,0.5,320,0.012663309969164873,2.4704314254063353e-07,2.4704314254063353e-07,253338.92848769456
1,0.25,320,0.01345395337672963,6.142908316766427e-08,6.142908316766427e-08,253334.75620142795
1,0.125,320,0.013864134806930621,1.53126844479236e-08,1.53126844479236e-08,253335.5379566505
2,1.0,320,0.009900591803967934,-4.3437131888617627e-13,4.3437131888617627e-13,253357.87570231452
2,0.75,320,0.010531230744357632,5.640016492679143e-07,5.640016492679143e-07,253351.21547444948
2,0.5,320,0.011201615326574653,2.4965278461524895e-07,2.4965278461524895e-07,253347.15927879806
2,0.25,320,0.011911833930630038,6.216267984332968e-08,6.216267984332968e-08,253345.09042620676
2,0.125,320,0.012282090332670097,1.5463017041015545e-08,1.5463017041015545e-08,253341.52274371797
3,1.0,320,0.008759876286044155,-7.575872342684238e-13,7.575872342684238e-13,253363.38924143065
3,0.75,320,0.009310289736531011,5.69658289853126e-07,5.69658289853126e-07,253359.2152314815
3,0.5,320,0.009900371203545135,2.5232405522900183e-07,2.5232405522900183e-07,253357.86879717195
3,0.25,320,0.010530675737585721,6.273551616493038e-08,6.273551616493038e-08,253351.21805881168
3,0.125,320,0.010860716391530344,1.5614538277395276e-08,1.5614538277395276e-08,253349.19492613926
4,1.0,320,0.007779279856054681,-7.656120643692738e-13,7.656120643692738e-13,253370.93574681706
4,0.75,320,0.008249475050619041,5.753385427469692e-07,5.753385427469692e-07,253370.25172392037
4,0.5,320,0.008759873046766264,2.54538589059955e-07,2.54538589059955e-07,253363.3822256571
4,0.25,320,0.009309917203478707,6.327621388119225e-08,6.327621388119225e-08,253359.2177491554
4,0.125,320,0.009599617048248575,1.579016872641983e-08,1.579016872641983e-08,253361.36085235066
5,1.0,320,0.0069585111765910436,-1.6742101455892685e-13,1.6742101455892685e-13,253382.25135616172
5,0.75,320,0.00734921127285957,5.80796453046123e-07,5.80796453046123e-07,253375.5112336892
5,0.5,320,0.007779492804084325,2.570549592227786e-07,2.570549592227786e-07,253370.9311623516
5,0.25,320,0.008249283758105252,6.404170103925339e-08,6.404170103925339e-08,253370.25532549515
5,0.125,320,0.008499313005816522,1.59417808476371e-08,1.59417808476371e-08,253366.82827793065
6,1.0,320,0.006298142083330652,-4.111123170782892e-13,4.111123170782892e-13,253387.26057477214
6,0.75,320,0.0066088712528638025,5.860809488353168e-07,5.860809488353168e-07,253382.30728829675
6,0.5,320,0.0069589394261208885,2.597047196304458e-07,2.597047196304458e-07,253382.24405656717
6,0.25,320,0.007349199878276996,6.458203263317133e-08,6.458203263317133e-08,253375.51464224939
6,0.125,320,0.00755918591220742,1.606134172817061e-08,1.606134172817061e-08,253372.8523980422
7,1.0,320,0.005797544806641714,-1.2509723274857262e-12,1.2509723274857262e-12,253393.3581323602
7,0.75,320,0.006028078110060639,-4.086615689452887e-08,4.086615689452887e-08,253393.85222514838
7,0.5,320,0.00629878407028311,2.6172408881459095e-07,2.6172408881459095e-07,253387.2530785023
7,0.25,320,0.006609038356833164,6.504886398459616e-08,6.504886398459616e-08,253382.30943616616
7,0.125,320,0.006779010601784699,1.617255111702078e-08,1.617255111702078e-08,253380.43697346718
8,1.0,320,0.005456613424961228,-2.340121859535899e-12,2.340121859535899e-12,253400.53931484904
8,0.75,320,0.005607577293143629,5.966649783733917e-07,5.966649783733917e-07,253398.61020844916
8,0.5,320,0.005798398922124505,2.640697119897354e-07,2.640697119897354e-07,253393.3532017062
8,0.25,320,0.00602842206320083,-5.663873664621339e-07,5.663873664621339e-07,253393.85513755158
8,0.125,320,0.006158572902335842,1.6373259855162664e-08,1.6373259855162664e-08,253390.56080889952
