iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number
1,1.0,0.001399389494788598,0.08628824480454249,0.0015315437136838041,0.0011842528112845931,0.000347290902399211,286.5269206641935
2,1.0,0.0013847005399784788,0.010496687923427728,0.0013993894947885977,0.0010488090185821596,0.0003505804762064383,285.095170511934
3,1.0,0.001382504218883981,0.0015861343525813987,0.0013847005399784788,0.0010325690157561803,0.0003521315242222985,284.75499827714884
