level,case,omega,component,real,imag
0,fn167,16.734,A33,0.19668762344704296,0.0
0,fn167,16.734,A35,0.011229084527122825,0.0
0,fn167,16.734,A53,0.012172930017414478,0.0
0,fn167,16.734,A55,0.011519926850764691,0.0
0,fn167,16.734,B33,0.4303837684982904,0.0
0,fn167,16.734,B35,-0.12687856759294502,0.0
0,fn167,16.734,B53,0.15417780608510315,0.0
0,fn167,16.734,B55,0.00718659871626675,0.0
0,fn167,16.734,F3,0.05108216162562996,-0.35059067506194513
0,fn167,16.734,F5,0.13309439982315718,0.005963673293808993
0,fn167,13.7884,A33,0.21016079908042404,0.0
0,fn167,13.7884,A35,0.015519320836606757,0.0
0,fn167,13.7884,A53,0.00827560106719323,0.0
0,fn167,13.7884,A55,0.012278994637725126,0.0
0,fn167,13.7884,B33,0.4959636368664851,0.0
0,fn167,13.7884,B35,-0.10744982429189522,0.0
0,fn167,13.7884,B53,0.14507190244320473,0.0
0,fn167,13.7884,B55,0.004322969948733057,0.0
0,fn167,13.7884,F3,0.04606279721937692,-0.5013815909818161
0,fn167,13.7884,F5,0.12641805263283182,-0.020864474283554525
0,fn167,11.104800000000001,A33,0.2365279845435183,0.0
0,fn167,11.104800000000001,A35,0.024552221302555934,0.0
0,fn167,11.104800000000001,A53,0.0012337517113233782,0.0
0,fn167,11.104800000000001,A55,0.013242691125248058,0.0
0,fn167,11.104800000000001,B33,0.486494295043752,0.0
0,fn167,11.104800000000001,B35,-0.1112498562181899,0.0
0,fn167,11.104800000000001,B53,0.15359900667859913,0.0
0,fn167,11.104800000000001,B55,0.0069531484405283535,0.0
0,fn167,11.104800000000001,F3,0.019571051139250444,-0.609739416809071
0,fn167,11.104800000000001,F5,0.1052850603063888,-0.04238885801737943
0,fn167,9.86,A33,0.2530982731634721,0.0
0,fn167,9.86,A35,0.030421412073562016,0.0
0,fn167,9.86,A53,-0.003102733471145764,0.0
0,fn167,9.86,A55,0.014279436771685482,0.0
0,fn167,9.86,B33,0.4519444535462847,0.0
0,fn167,9.86,B35,-0.12343388947888169,0.0
0,fn167,9.86,B53,0.16485114520274224,0.0
0,fn167,9.86,B55,0.010708677525700191,0.0
0,fn167,9.86,F3,0.003120304167558252,-0.6466934859261639
0,fn167,9.86,F5,0.09190960148188501,-0.05008613420985401
0,fn167,8.6966,A33,0.27040936137921945,0.0
0,fn167,8.6966,A35,0.036654036958094355,0.0
0,fn167,8.6966,A53,-0.0076006601323676684,0.0
0,fn167,8.6966,A55,0.016124185004544465,0.0
0,fn167,8.6966,B33,0.4029542296564861,0.0
