iteration,step_factor,exact_objective,exact_relative_decrease,low_mode_objective_at_source,projected_integral_at_source,unresolved_integral_at_source,jacobian_condition_number,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_curvature_energy_ratio,candidate_maximum_turning_angle_deg
1,0.5,0.0015744262490733699,0.007265394182290002,0.0015859487922016413,0.0005639726103335609,0.0010219761818680807,1681.5366296268394,21.003666224646953,7.981158388638433,20.963929818060418,0.9981081204508999,7.917826746664333
