stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,320,0.0015744262490733699,0.0008900779387953605,0.0008900779387953605,191799.7053945737,7.6493897318113415
source,640,0.001028436013158778,0.000971395918661168,0.000971395918661168,429266.0367014486,7.647342384205548
candidate_factor_1,320,0.0016373807934372394,0.0008460486495549299,0.0008460486495549299,191751.38924364522,7.643102572953071
candidate_factor_1,640,0.0010935303344450484,0.000927337774833013,0.000927337774833013,429154.01127676433,7.6408239941312805
candidate_factor_0.5,320,0.0015909085216549365,0.0008683462985154575,0.0008683462985154575,191775.55186793176,7.646365626590301
candidate_factor_0.5,640,0.001045980476954259,0.000949430054444217,0.000949430054444217,429212.15393153066,7.64408533941189
candidate_factor_0.25,320,0.0015789172064615904,0.000879230486964697,0.000879230486964697,191787.63305066546,7.647995520916574
candidate_factor_0.25,640,0.00103345051171317,0.0009602106107866466,0.0009602106107866466,429241.2224452964,7.645714368340643
