iteration,shape_dipole_coefficient,relative_change
0,4.0,0.324185868736671
1,5.296743474946684,0.05090911323041014
2,5.566395988265181,0.009579430319832272
3,5.619718890767361,0.0018581801099300179
4,5.630161340633583,0.0003625327406265584
5,5.6322024584545725,7.08100294237377e-05
