panel_count,shape_mode,value,source_signed_root_defect,finite_difference_step
80,0,-0.0027829695322908873,-0.0008674976350220306,0.000328623615293998
80,1,-0.018473371840103985,-0.0008674976350220306,0.00023259060702225193
80,2,-0.06047541288936825,-0.0008674976350220306,0.00023324826419783
80,3,-0.12573488965974114,-0.0008674976350220306,0.00023435038223253325
80,4,-0.20980069368073148,-0.0008674976350220306,0.00023590611561531236
80,5,-0.3090664879701896,-0.0008674976350220306,0.00023792852570746724
80,6,-0.42056330287208277,-0.0008674976350220306,0.00024043483615878916
80,7,-0.5419048102427175,-0.0008674976350220306,0.0002434467767275169
80,8,-0.671310020256996,-0.0008674976350220306,0.00024699102828475606
80,9,-0.8075921883173542,-0.0008674976350220306,0.0002510997860949367
80,10,-0.9501093810575679,-0.0008674976350220306,0.0002558114638520066
80,11,-1.0986893438454637,-0.0008674976350220306,0.0002611715678207199
80,12,-1.253515238507211,-0.0008674976350220306,0.0002672337793354929
80,13,-1.4150131664403356,-0.0008674976350220306,0.00027406129561162495
80,14,-1.5837225562510473,-0.0008674976350220306,0.00028172849440306045
80,15,-1.7601891139177765,-0.0008674976350220306,0.00029032300903534365
80,16,-1.9448676277384624,-0.0008674976350220306,0.0002978345766230886
80,17,-2.138053141616367,-0.0008674976350220306,0.00030316760734924183
80,18,-2.3398132336859105,-0.0008674976350220306,0.00030512197333152556
80,19,-2.5500980807171048,-0.0008674976350220306,0.00029433670757465406
80,20,-2.7680968962780272,-0.0008674976350220306,0.00029127505768677335
80,21,-2.992864138252761,-0.0008674976350220306,0.0002954322943906807
80,22,-3.2230939526641684,-0.0008674976350220306,0.0003072120068792656
80,23,-3.457505174147274,-0.0008674976350220306,0.0003180412832644373
80,24,-3.695376304152849,-0.0008674976350220306,0.00030534807598493394
80,25,-3.9337579196948163,-0.0008674976350220306,0.0002978436988219492
80,26,-4.170443028908488,-0.0008674976350220306,0.0002948587437498433
80,27,-4.403081814721861,-0.0008674976350220306,0.0002960899558664433
80,28,-4.629180010043118,-0.0008674976350220306,0.0003015367598257159
80,29,-4.846181863469014,-0.0008674976350220306,0.0003114931556545564
80,30,-5.0514530457169124,-0.0008674976350220306,0.00032659075154883003
80,31,-5.242351037215978,-0.0008674976350220306,0.00034790586683455127
80,32,-5.418974601624595,-0.0008674976350220306,0.0003493949808238187
80,33,-5.57682008016429,-0.0008674976350220306,0.00035570745341946585
80,34,-5.715219217647079,-0.0008674976350220306,0.0003526805076687059
80,35,-5.831853901402776,-0.0008674976350220306,0.0003444465818978965
80,36,-5.923984736468026,-0.0008674976350220306,0.0003390694513345095
80,37,-5.990010553136677,-0.0008674976350220306,0.0003362760267452437
80,38,-6.028545059374786,-0.0008674976350220306,0.00033589893558553434
80,39,-6.03848674517593,-0.0008674976350220306,0.00033785834310073295
80,40,-6.018997919438454,-0.0008674976350220306,0.00034215211593624517
80,41,-5.969579658918586,-0.0008674976350220306,0.00034885247575787784
80,42,-5.890023369163148,-0.0008674976350220306,0.0003581083633786221
80,43,-5.780493400128446,-0.0008674976350220306,0.00037015357181756245
80,44,-5.64144659969502,-0.0008674976350220306,0.00038532151588995683
80,45,-5.47372343949702,-0.0008674976350220306,0.00040406847214316966
80,46,-5.278431149736331,-0.0008674976350220306,0.00042700847584953695
80,47,-5.057030241055162,-0.0008674976350220306,0.0004549651568353804
80,48,-4.812939492946766,-0.0008674976350220306,0.00047777048038206006
80,49,-4.549411556359435,-0.0008674976350220306,0.0004888159900897517
80,50,-4.26594521698949,-0.0008674976350220306,0.0005070509122710459
80,51,-3.9708448851517777,-0.0008674976350220306,0.0004964355317528383
80,52,-3.661225119596795,-0.0008674976350220306,0.0004941596324656063
80,53,-3.340311748966007,-0.0008674976350220306,0.0004996281054105736
80,54,-3.0113833990104957,-0.0008674976350220306,0.0005128428471715055
80,55,-2.6777979387187876,-0.0008674976350220306,0.0005343591908755855
80,56,-2.34288177906316,-0.0008674976350220306,0.0005653383695741096
80,57,-2.0099362766404214,-0.0008674976350220306,0.0006077039837933194
80,58,-1.682126614992962,-0.0008674976350220306,0.0006644437649922107
80,59,-1.3706847917242986,-0.0008674976350220306,0.0006754330338179039
80,60,-1.0725756739277212,-0.0008674976350220306,0.0006848053370537384
80,61,-0.7884089517283296,-0.0008674976350220306,0.0007129463919093029
80,62,-0.5210224856148156,-0.0008674976350220306,0.0007620187915181748
80,63,-0.2728733263754119,-0.0008674976350220306,0.0008368990450816982
160,0,0.04982644765782851,-0.00029084396145485377,0.000328623615293998
160,1,0.05547846249369098,-0.00029084396145485377,0.00023259060702225193
160,2,-0.05479699713321447,-0.00029084396145485377,0.00023324826419783
160,3,-0.12094238773096071,-0.00029084396145485377,0.00023435038223253325
160,4,-0.20608545417851035,-0.00029084396145485377,0.00023590611561531236
160,5,-0.30652901328218907,-0.00029084396145485377,0.00023792852570746724
160,6,-0.4192265661369188,-0.00029084396145485377,0.00024043483615878916
160,7,-0.5417318854096066,-0.00029084396145485377,0.0002434467767275169
160,8,-0.6722229631256912,-0.00029084396145485377,0.00024699102828475606
160,9,-0.8094949259148665,-0.00029084396145485377,0.0002510997860949367
160,10,-0.9529059902338313,-0.00029084396145485377,0.0002558114638520066
160,11,-1.1023027464159645,-0.00029084396145485377,0.0002611715678207199
160,12,-1.2578971329171305,-0.00029084396145485377,0.0002672337793354929
160,13,-1.420153511515561,-0.00029084396145485377,0.00027406129561162495
160,14,-1.5896472238729131,-0.00029084396145485377,0.00028172849440306045
160,15,-1.766961658650062,-0.00029084396145485377,0.00029032300903534365
160,16,-1.9525589107320505,-0.00029084396145485377,0.0002978345766230886
160,17,-2.1467484568252204,-0.00029084396145485377,0.00030316760734924183
160,18,-2.349597185465851,-0.00029084396145485377,0.00030512197333152556
160,19,-2.5609752359269127,-0.00029084396145485377,0.00029433670757465406
160,20,-2.7802459367122188,-0.00029084396145485377,0.00029127505768677335
160,21,-3.0064511366993423,-0.00029084396145485377,0.0002954322943906807
160,22,-3.23825610560853,-0.00029084396145485377,0.0003072120068792656
160,23,-3.4742795953069603,-0.00029084396145485377,0.0003180412832644373
160,24,-3.7135926780552224,-0.00029084396145485377,0.00030534807598493394
160,25,-3.9534570642911233,-0.00029084396145485377,0.0002978436988219492
160,26,-4.191640528729289,-0.00029084396145485377,0.0002948587437498433
160,27,-4.425766748487761,-0.00029084396145485377,0.0002960899558664433
160,28,-4.653320723959312,-0.00029084396145485377,0.0003015367598257159
160,29,-4.871729423432579,-0.00029084396145485377,0.0003114931556545564
160,30,-5.0783365290571005,-0.00029084396145485377,0.00032659075154883003
160,31,-5.270480332735275,-0.00029084396145485377,0.00034790586683455127
160,32,-5.448095820428334,-0.00029084396145485377,0.0003493949808238187
160,33,-5.606827543037562,-0.00029084396145485377,0.00035570745341946585
160,34,-5.745924504462728,-0.00029084396145485377,0.0003526805076687059
160,35,-5.8630784995611585,-0.00029084396145485377,0.0003444465818978965
160,36,-5.955586480216243,-0.00029084396145485377,0.0003390694513345095
160,37,-6.021854660352437,-0.00029084396145485377,0.0003362760267452437
160,38,-6.0604777562640155,-0.00029084396145485377,0.00033589893558553434
160,39,-6.070343967864664,-0.00029084396145485377,0.00033785834310073295
160,40,-6.05060696915312,-0.00029084396145485377,0.00034215211593624517
160,41,-6.0007616023902965,-0.00029084396145485377,0.00034885247575787784
160,42,-5.920596208979504,-0.00029084396145485377,0.0003581083633786221
160,43,-5.810262503284324,-0.00029084396145485377,0.00037015357181756245
160,44,-5.670243381209954,-0.00029084396145485377,0.00038532151588995683
160,45,-5.501356658865482,-0.00029084396145485377,0.00040406847214316966
160,46,-5.304756182421772,-0.00029084396145485377,0.00042700847584953695
160,47,-5.081891945687533,-0.00029084396145485377,0.0004549651568353804
160,48,-4.83620016670905,-0.00029084396145485377,0.00047777048038206006
160,49,-4.57090170116088,-0.00029084396145485377,0.0004888159900897517
160,50,-4.285577057923914,-0.00029084396145485377,0.0005070509122710459
160,51,-3.9885052883131396,-0.00029084396145485377,0.0004964355317528383
160,52,-3.6768300989713625,-0.00029084396145485377,0.0004941596324656063
160,53,-3.353801107676308,-0.00029084396145485377,0.0004996281054105736
160,54,-3.022717259099825,-0.00029084396145485377,0.0005128428471715055
160,55,-2.6869737744564217,-0.00029084396145485377,0.0005343591908755855
160,56,-2.349910952908172,-0.00029084396145485377,0.0005653383695741096
160,57,-2.01483591497983,-0.00029084396145485377,0.0006077039837933194
160,58,-1.6848867909330565,-0.00029084396145485377,0.0006644437649922107
160,59,-1.3714445674887548,-0.00029084396145485377,0.0006754330338179039
160,60,-1.0714698773995552,-0.00029084396145485377,0.0006848053370537384
160,61,-0.785494941973512,-0.00029084396145485377,0.0007129463919093029
160,62,-0.5164268439737383,-0.00029084396145485377,0.0007620187915181748
160,63,-0.2667100114806735,-0.00029084396145485377,0.0008368990450816982
320,0,0.0026351388419571186,-3.7073246910950747e-05,0.000328623615293998
320,1,-0.01110646361547072,-3.7073246910950747e-05,0.00023259060702225193
320,2,-0.05395954259753612,-3.7073246910950747e-05,0.00023324826419783
320,3,-0.1205017749494984,-3.7073246910950747e-05,0.00023435038223253325
320,4,-0.20613049283304688,-3.7073246910950747e-05,0.00023590611561531236
320,5,-0.30711160529941545,-3.7073246910950747e-05,0.00023792852570746724
320,6,-0.42036793258596816,-3.7073246910950747e-05,0.00024043483615878916
320,7,-0.5434297338879864,-3.7073246910950747e-05,0.0002434467767275169
320,8,-0.6744585450377204,-3.7073246910950747e-05,0.00024699102828475606
320,9,-0.8122413934029069,-3.7073246910950747e-05,0.0002510997860949367
320,10,-0.9561346579711064,-3.7073246910950747e-05,0.0002558114638520066
320,11,-1.1059898597028168,-3.7073246910950747e-05,0.0002611715678207199
320,12,-1.2620270370322626,-3.7073246910950747e-05,0.0002672337793354929
320,13,-1.42472242656773,-3.7073246910950747e-05,0.00027406129561162495
320,14,-1.5946623203786967,-3.7073246910950747e-05,0.00028172849440306045
320,15,-1.7724424259877518,-3.7073246910950747e-05,0.00029032300903534365
320,16,-1.9585332324875844,-3.7073246910950747e-05,0.0002978345766230886
320,17,-2.1532522002576218,-3.7073246910950747e-05,0.00030316760734924183
320,18,-2.3566686585099013,-3.7073246910950747e-05,0.00030512197333152556
320,19,-2.568655773110574,-3.7073246910950747e-05,0.00029433670757465406
320,20,-2.788572330773522,-3.7073246910950747e-05,0.00029127505768677335
320,21,-3.0154571801008556,-3.7073246910950747e-05,0.0002954322943906807
320,22,-3.247966067254488,-3.7073246910950747e-05,0.0003072120068792656
320,23,-3.4847131206410578,-3.7073246910950747e-05,0.0003180412832644373
320,24,-3.724761480692146,-3.7073246910950747e-05,0.00030534807598493394
320,25,-3.9653626862031612,-3.7073246910950747e-05,0.0002978436988219492
320,26,-4.204273105671429,-3.7073246910950747e-05,0.0002948587437498433
320,27,-4.439108132546087,-3.7073246910950747e-05,0.0002960899558664433
320,28,-4.667342023139292,-3.7073246910950747e-05,0.0003015367598257159
320,29,-4.886396295307252,-3.7073246910950747e-05,0.0003114931556545564
320,30,-5.093603177767011,-3.7073246910950747e-05,0.00032659075154883003
320,31,-5.286295490103767,-3.7073246910950747e-05,0.00034790586683455127
320,32,-5.464410199364916,-3.7073246910950747e-05,0.0003493949808238187
320,33,-5.623580379661375,-3.7073246910950747e-05,0.00035570745341946585
320,34,-5.763054516490467,-3.7073246910950747e-05,0.0003526805076687059
320,35,-5.88052055068186,-3.7073246910950747e-05,0.0003444465818978965
320,36,-5.97326264211841,-3.7073246910950747e-05,0.0003390694513345095
320,37,-6.039691709400517,-3.7073246910950747e-05,0.0003362760267452437
320,38,-6.078390676338397,-3.7073246910950747e-05,0.00033589893558553434
320,39,-6.088248541970607,-3.7073246910950747e-05,0.00033785834310073295
320,40,-6.0684101064626415,-3.7073246910950747e-05,0.00034215211593624517
320,41,-6.018373742632819,-3.7073246910950747e-05,0.00034885247575787784
320,42,-5.937920446647528,-3.7073246910950747e-05,0.0003581083633786221
320,43,-5.827204971837568,-3.7073246910950747e-05,0.00037015357181756245
320,44,-5.686712074809613,-3.7073246910950747e-05,0.00038532151588995683
320,45,-5.517260905232878,-3.7073246910950747e-05,0.00040406847214316966
320,46,-5.320014076116186,-3.7073246910950747e-05,0.00042700847584953695
320,47,-5.096428700559131,-3.7073246910950747e-05,0.0004549651568353804
320,48,-4.849954642669088,-3.7073246910950747e-05,0.00047777048038206006
320,49,-4.583819023714183,-3.7073246910950747e-05,0.0004888159900897517
320,50,-4.297596135182066,-3.7073246910950747e-05,0.0005070509122710459
320,51,-3.9996143853135804,-3.7073246910950747e-05,0.0004964355317528383
320,52,-3.686968822766643,-3.7073246910950747e-05,0.0004941596324656063
320,53,-3.362932812968465,-3.7073246910950747e-05,0.0004996281054105736
320,54,-3.0307993043764188,-3.7073246910950747e-05,0.0005128428471715055
320,55,-2.6939954102559827,-3.7073246910950747e-05,0.0005343591908755855
320,56,-2.355850055289384,-3.7073246910950747e-05,0.0005653383695741096
320,57,-2.0196902769824647,-3.7073246910950747e-05,0.0006077039837933194
320,58,-1.6886167878095473,-3.7073246910950747e-05,0.0006644437649922107
320,59,-1.3741489624727232,-3.7073246910950747e-05,0.0006754330338179039
