stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.0022261126212826587,-0.0008674976350220306,0.0008674976350220306,25896.06675439278,2.481564564675822
source,160,0.0011723921991710858,-0.00029084396145485377,0.00029084396145485377,46989.82136476781,2.477636437380312
source,320,0.0008410868382219818,-3.7073246910950747e-05,3.7073246910950747e-05,110243.74843211714,2.4752668758967236
candidate_factor_1,80,0.0022115961731858395,-0.0009841907099112398,0.0009841907099112398,25819.393724433194,2.477007483761037
candidate_factor_1,160,0.0011552065535850278,-0.0004186248594133361,0.0004186248594133361,46971.222714902564,2.473562430007784
candidate_factor_1,320,0.0008260851919773624,-0.00017700899010603919,0.00017700899010603919,110198.01185695235,2.4711982230195453
candidate_factor_0.5,80,0.002215988763717043,-0.0009261036986194045,0.0009261036986194045,25857.966749532512,2.4790480195522626
candidate_factor_0.5,160,0.001160640442055114,-0.00035459272968080627,0.00035459272968080627,46980.52444849128,2.475598862186222
candidate_factor_0.5,320,0.000830270310123587,-0.00010658097927103277,0.00010658097927103277,110220.87308921399,2.4732320267955705
candidate_factor_0.25,80,0.0022203041824974514,-0.000896709777006174,0.000896709777006174,25877.043373941346,2.4800687391198246
candidate_factor_0.25,160,0.001165725144599395,-0.0003222133754430311,0.0003222133754430311,46985.17338532411,2.4766175079728696
candidate_factor_0.25,320,0.0008348413105240622,-7.09732000683924e-05,7.09732000683924e-05,110232.299774986,2.4742493455534866
candidate_factor_0.125,80,0.002222995822982148,-0.0008819268584281824,0.0008819268584281824,25886.529833990742,2.4805792110990503
candidate_factor_0.125,160,0.001168864063192827,-0.0003059345356037911,0.0003059345356037911,46987.49736911437,2.4771269375378044
candidate_factor_0.125,320,0.0008377511848825462,-5.3072550380934536e-05,5.3072550380934536e-05,110238.012126547,2.474758108577746
