sigma,coefficient,calculated_nondimensional,reference_nondimensional,absolute_error_nondimensional,relative_error,relative_error_limit,passed,digitization_uncertainty_nondimensional,source_column
1.4,A33,0.9212353518118644,1.00621118,0.08497582818813554,0.08445128604925214,0.1,True,0.0372670807,heave
1.4,A35,-0.23176864486363336,0.645962733,0.8777313778636333,1.3587956905613523,0.1,False,0.0372670807,pitch
1.4,A53,0.0029607172663411925,-0.208074534,0.2110352512663412,1.0142291188134593,0.1,False,0.0372670807,heave
1.4,A55,0.3423371339880933,0.614906832,0.27256969801190667,0.44326991314337305,0.1,False,0.0372670807,pitch
1.4,B33,2.1910487479756733,2.57342657,0.3823778220243268,0.14858703429969125,0.1,False,0.111888112,heave
1.4,B35,-3.9793588061522374,-3.50582751,0.4735312961522373,0.13506976449969077,0.1,False,0.111888112,pitch
1.4,B53,0.7588962976902652,1.68764569,0.9287493923097349,0.5503224982666444,0.1,False,0.111888112,heave
1.4,B55,3.1887213056305046,4.05594406,0.8672227543694953,0.21381526508762927,0.1,False,0.111888112,pitch
