component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.07900374072817393,0.5464637407281739,1.7184394362521194,False
front,1.4,0.5210123952655205,0.9884723952655204,3.108403758696605,False
longitudinal_bin_aft_post_chine,1.4,-0.3378462746081245,0.1296137253918755,0.4075903314209921,False
longitudinal_bin_forward_post_chine,1.4,0.12368073416170937,0.5911407341617093,1.8589331262946833,False
longitudinal_bin_middle_post_chine,1.4,-0.10881923201712752,0.3586407679828725,1.1278011571788442,False
longitudinal_bin_pre_chine,1.4,0.3388587815147751,0.8063187815147751,2.5355936525621856,False
post_chine_bem,1.4,-0.03229572694454112,0.43516427305545885,1.368441110237292,False
pre_chine_bem,1.4,0.3388587815147751,0.8063187815147751,2.5355936525621856,False
raw_bem,1.4,0.07900374072817393,0.5464637407281739,1.7184394362521194,False
resolved_station_bem,1.4,0.08872228651154446,0.5561822865115444,1.7490009009796994,False
total,1.4,0.1770405942716971,0.644500594271697,2.026731428527349,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.43371326212810213,0.03374673787189786,0.10612181720722597,False
