node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
59,0.3770267834021175,-2.009951972854668,-3.555152512101997,-2.893056285374528,-0.8831043125198601,6.741211499274089,4.975002874234368,8.065403952729026
60,0.754053566804235,-2.048932398938469,-3.6366010500966683,-2.962560711921456,-0.9136283129829867,6.799949504804273,4.9726928788382985,8.148030181154699
61,1.1310803502063524,-2.103770565619792,-3.7543364067892084,-3.0647546621930024,-0.9609840965732106,6.90674646223065,4.984778269084229,8.285909951423063
62,1.50810713360847,-2.178706981421377,-3.9152256439171023,-3.2049083016919426,-1.0262013202705655,7.065838627432389,5.013435986891258,8.48647331188271
63,1.8851339170105872,-2.2776995707935734,-4.130038025058981,-3.3935913296648788,-1.1158917588713053,7.290068727706267,5.058285209963655,8.762962118494471
64,2.262160700412705,-2.4079847981041542,-4.417858359006566,-3.649420741299861,-1.241435943195707,7.601933347956384,5.11906146156497,9.138808583369793
65,2.639187483814822,-2.5826321467108184,-4.812899213643014,-4.005900110493849,-1.4232679637830308,8.041045255570307,5.194509328004244,9.655043461868637
66,3.01621426721694,-2.8275428343289137,-5.381779296220079,-4.5283518190123475,-1.7008089846834338,8.68140414525002,5.279786175883153,10.388259099665483
67,3.393241050619057,-3.20546913346232,-6.275743300459063,-5.362349581659847,-2.1568804481975272,9.67397839686123,5.3602175004661765,11.500765834459663
68,3.7702678340211744,-3.9414436404969155,-7.949743334289254,-6.909497123944449,-2.968053483447534,11.342166593863016,5.406059626967948,13.422659014552625
