node,y_over_Vt,z_over_Vt,supplied_psi_over_V2,similarity_psi_over_V2,difference_over_V2
0,4.52432140082541,0.646718320154017,-31.748578395574985,-31.813083676528425,0.06450528095344055
1,4.691222189410332,0.2853736067513982,-1.8163009651063333,-1.90550649348653,0.08920552838019669
2,5.075395370629871,0.15766840866772142,-1.1437551292967043,-3.1139540154564975,1.9701988861597932
3,5.474060386966462,0.1367200989498677,-1.1971629335919665,-2.619222541047566,1.4220596074555996
4,5.875730305157762,0.13276316689855544,-0.8724523384809845,-1.2155205867741357,0.3430682482931512
5,6.276151607382912,0.10945901922499561,-0.5446524185873625,-0.43932667341149445,-0.10532574517586801
6,6.674999302614563,0.0709251412392873,-0.3355239125956938,-0.3271740376672311,-0.00834987492846273
7,7.170371429798301,0.09871338530243455,-0.37756877077147744,-0.48593428591800375,0.10836551514652631
8,7.7821412904853124,0.05452606550057119,-0.2173152873662111,-0.11126309297209847,-0.10605219439411265
9,8.540150677832305,0.05520550482765027,-0.1894199907819037,-0.1876632282906717,-0.0017567624912319946
10,9.47600288471736,0.012658735629839088,-0.12044496804877007,-0.12718828043212477,0.0067433123833546965
11,10.63345086530629,0.059865467914179876,-0.1070704993711321,-0.19930114219598496,0.09223064282485287
12,12.0648237355759,0.01783414095871117,-0.11180367292683704,0.02103023563547267,-0.1328339085623097
13,13.834383956381306,-0.011856454519566236,0.010019017853096873,-0.07241891691420294,0.08243793476729981
14,16.020980214496863,0.06229618225270837,-0.12019696712526803,-0.16883606023202255,0.048639093106754516
15,18.72383126946126,-0.04150230919219074,0.032538080594996494,0.15806448293889186,-0.12552640234389537
16,22.066395671635824,0.04665096540129102,-0.06526456611369419,-0.20602764694083825,0.14076308082714406
17,26.19918885392808,-0.020955770877557216,0.00865410822362892,0.12989748065949372,-0.1212433724358648
18,31.308539454241174,0.017931489907445804,-0.023112067982154313,-0.1037910783206637,0.08067901033850938
19,37.62473695137298,-0.004498170302917172,-0.002638284023034279,0.04452324643855729,-0.04716153046159157
20,45.43274366407242,0.0047746626086135,-0.007576033034308531,-0.03124153905318173,0.023665506018873197
21,55.084864954435155,0.0001617894589639095,-0.003237029978770423,0.007217710484223696,-0.01045474046299412
22,67.0166451518303,0.0012300462874673503,-0.0029763329304667817,-0.006957193994806529,0.0039808610643397475
23,81.76649747737086,0.0005756358880316754,-0.0019516929694180373,-0.0006763293945058503,-0.001275363574912187
24,99.99999999999999,0.0006902426361228975,-0.002087481044090947,-0.004792484484886166,0.0027050034407952186
