coarse_case,fine_case,coefficient,coarse_value,fine_value,absolute_change,relative_change,relative_limit,strict_relative_status,change_over_digitization_uncertainty,absolute_change_within_digitization_uncertainty
sub8,sub16,A33,0.9533654512416857,0.9818952922660142,0.02852984102432854,0.02905588941004848,0.05,PASS,0.7655507350842358,True
sub8,sub16,A53,-0.23091438306912437,-0.24017263170832673,0.009258248639202354,0.03854830824540352,0.05,PASS,0.2484296721208526,True
sub8,sub16,B33,2.096662366980895,2.155237941051985,0.05857557407109004,0.027178240024161297,0.05,PASS,0.5235191927368481,True
sub8,sub16,B53,0.8324206929426765,0.8938505366946479,0.06142984375197136,0.06872496153454419,0.05,FAIL,0.5490292279842148,True
sub16,sub32,A33,0.9818952922660142,0.9601723426660511,0.021722949599963126,0.022624010955831487,0.05,PASS,0.5828991483082044,True
sub16,sub32,A53,-0.24017263170832673,-0.2889514467020199,0.04877881499369316,0.1688131883416252,0.05,FAIL,1.308898203923259,False
sub16,sub32,B33,2.155237941051985,2.196461951814097,0.04122401076211224,0.018768370072636403,0.05,PASS,0.36843959581793856,True
sub16,sub32,B53,0.8938505366946479,0.9122167587551473,0.018366222060499426,0.020133616143560892,0.05,PASS,0.16414810950156553,True
