configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061587,8.66587946844667,1.0576996441128133,1.4850119993141568,0.13917840737095755,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,8.535224063945048,1.146153846,1.2738527398716641,0.5238750337341631,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary
FnB=2.26,heave,7,218,True,False,False,True,1.125,1.120673077,0.01730769231,8.022060019099163,9.949363654424754,1.1252777139130599,2.295978477081718,0.24025046318988,0.1,UNRESOLVED,experimental peak prominence does not exceed digitization uncertainty
FnB=2.26,pitch,7,218,True,True,True,True,1.233173077,1.189903846,0.01730769231,8.62964793083099,9.902744193884214,1.247377047211451,2.2885246106148998,0.14752586354129882,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,11.216268781308138,1.3147004160447726,5.928412408710074,0.30789917120087856,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,11.204593531092533,1.5206858599314863,6.307741946228134,0.3187590749000135,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved
