time_s,wave_elevation_m,heave_m,pitch_rad,heave_velocity_mps,pitch_rate_rad_s,heave_accel_mps2,pitch_accel_rad_s2,point_vertical_m,point_vertical_accel_mps2,fn_b,lambda_over_l
0.0,0.0,-0.0023511062084721596,0.002427677653924571,0.02777411228230931,0.0012696749476362034,0.01804631839966925,-0.01863405564436609,0.008257845139178214,-0.06338450476621056,3.0,6.0
0.02362383777661413,0.0006540312923014308,-0.001690409529233852,0.0024524529947403304,0.028140664767184242,0.0008270627862895885,0.012975027874309819,-0.01882422301630803,0.009026810057781392,-0.06928682670695627,3.0,6.0
0.04724767555322826,0.001305261922200516,-0.0010224742568749731,0.002466726555325179,0.02838671460529264,0.0003809090151190932,0.007848176287630087,-0.01893378217534685,0.00975712078989606,-0.07489245181863566,3.0,6.0
0.07087151332984239,0.0019509032201612826,-0.000350160592775052,0.0024704372141013745,0.028511208173453463,-6.687586693236068e-05,0.0026877176052127498,-0.0189622639723437,0.010445650032847954,-0.08017737595392922,3.0,6.0
0.09449535110645652,0.002588190451025208,0.0003236525127407652,0.002463569081458367,0.028513612371095252,-0.0005143743762546387,-0.0024842502966160116,-0.01890954644387127,0.01108944939871383,-0.08511896825633346,3.0,6.0
0.11811918888307064,0.003214394653031616,0.0009960796885089883,0.002446151567794549,0.028393916903074603,-0.0009596702555296026,-0.007645580257285623,-0.018775855334479803,0.011685762039771168,-0.08969606806896237,3.0,6.0
0.14174302665968477,0.003826834323650898,0.0016642414981300798,0.0024182592575774137,0.02815263432376156,-0.0014008566794391317,-0.01277417066952269,-0.01856176313002433,0.012232034453743377,-0.09388907554772902,3.0,6.0
0.1653668644362989,0.004422886902190013,0.002325276770157175,0.002380011589961417,0.02779079784220312,-0.0018360444199838736,-0.017848060121826517,-0.01826818660619237,0.012725927418288568,-0.09768003559088717,3.0,6.0
0.18899070221291303,0.005,0.002976354850071474,0.0023315723473311786,0.02730995689776346,-0.0022633699364475795,-0.022845521440604685,-0.017896382902729678,0.013165326007908726,-0.10105271472553339,3.0,6.0
0.21261453998952717,0.005555702330196023,0.0036146877215794578,0.0022731489539601695,0.02671217052518672,-0.0026810033553645407,-0.02774515472926588,-0.017447944140174816,0.013548348650385398,-0.10399267062182983,3.0,6.0
0.2362383777661413,0.006087614290087207,0.0042375419453266824,0.0022049915877881267,0.025999998537494108,-0.0030871563063187063,-0.032525979005862724,-0.016924790602154603,0.013873355183960797,-0.10648731393727834,3.0,6.0
0.2598622155427554,0.0065934581510006885,0.004842250363904743,0.002127392109120708,0.025176490564471556,-0.003480089580020356,-0.03716752204687732,-0.016329162512434853,0.01413895388076224,-0.10852596222621763,3.0,6.0
