frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,fn_b,speed_mps,lambda_over_l
10,1.1369539650869684,1.9625268471499746,0.13181507637439693,47.666666666666664,0.01,-0.1714749392507986,-1.0354349164435876,0.15769915038457133,0.024320251581380254,1.0495375748307463,0.15956345655881635,1.2105099124291758,1.0636316928934677,-9.403220754317005,98.76704610646459,29.12396145773309,9.403220754317005,98.76704610646459,4.042306171158205,4.096589830731954,0.004122005140550754,0.004177359068317881,1.6607982083180872,1.1637607073448233e-16,0.9696918403895681,0.9817673135833637,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,7.333333333333333
11,1.1119629140670966,1.9016413229969287,0.12608398609724925,49.83333333333333,0.01,-0.16383672274097097,-1.035820520168261,0.1476139825293072,0.02557136903529904,1.0486975835388146,0.14981249197747853,1.1881960319840092,1.0418735728514743,-8.988067232360407,99.82789092305927,27.50946773964884,8.988067232360407,99.82789092305927,3.7923418572553325,3.7676645987489956,0.0038671124769980914,0.003841948676407332,1.6486275531302281,1.1390568955632885e-16,0.9722483759941571,0.9833089967047706,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,7.666666666666666
12,1.0885505464453167,1.8453256883364055,0.1208304866765305,52.0,0.01,-0.1566428681151688,-1.0360588714837597,0.13856722627181814,0.026309310906267865,1.0478334664017694,0.14104274542502324,1.1672778063255014,1.024650739031646,-8.597496532132539,100.75059905137834,25.982493796841368,8.597496532132539,100.75059905137834,3.568110702356084,3.4891682555919106,0.0036384603328925617,0.003557961440034987,1.6369387124682335,1.2930965344240525e-16,0.9744953584044327,0.9846634349813838,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,8.0
13,1.0665573592075308,1.7930614954229762,0.1159972672094693,54.16666666666666,0.01,-0.14988715526754084,-1.0361537840680675,0.1304343969063666,0.026665064325272794,1.0469387869177316,0.13313210563871702,1.1477176044010193,1.0110430447539855,-8.231152461536368,101.55393327553475,24.55222670299156,8.231152461536368,101.55393327553475,3.365980989792382,3.2505736830353418,0.0034323453878667863,0.0033146626860705154,1.625691664454176,5.628806789528753e-17,0.9764807038876557,0.9858597184977984,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,8.333333333333332
14,1.045845535954844,1.7444072053927724,0.11153583385525893,56.33333333333333,0.01,-0.14355542498903356,-1.0361183605665587,0.12310455036689937,0.026737890816919862,1.0460159736576278,0.12597477972345889,1.129455667915098,1.0003122903524277,-7.888178913128115,102.25412143682274,23.2215962732391,7.888178913128115,102.25412143682274,3.1829811042899068,3.0439067841834753,0.0032457374376468084,0.0031039210986253973,1.614870437416284,9.480184569077565e-17,0.9782434240342873,0.9869215085126222,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,8.666666666666666
15,1.0262952974077406,1.6989843124220418,0.1074048770458049,58.5,0.01,-0.13762824363242654,-1.0359695273019665,0.11647997300888736,0.026602874390140106,1.0450714783896873,0.11947927451222953,1.1124194524358078,0.9918697422016457,-7.567415664662406,102.86512844789547,21.989302721486666,7.567415664662406,102.86512844789547,3.01664866586064,2.8630793169579025,0.0030761255534363314,0.002919528398543746,1.6044685751948535,5.0120450108776086e-17,0.9798155360510165,0.9878682075995974,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,9.0
16,1.0078019755174688,1.656466382852688,0.10356898857988331,60.66666666666666,0.01,-0.13208306538739023,-1.035724979748196,0.11047526954210067,0.026316753811709205,1.0441131020327876,0.11356652989145133,1.0965302591890898,0.9852476406436224,-7.267539712337054,103.39893608141335,20.85136558164328,7.267539712337054,103.39893608141335,2.864921974636969,2.7034021607847842,0.002921407386454059,0.0027567030135518087,1.5944819488878414,2.1370112377242988e-16,0.9812235124518248,0.9887158461737748,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,9.333333333333332
17,0.9902736475163291,1.6165703166675751,0.09999764414609422,62.83333333333333,0.01,-0.12689585681222232,-1.0354015724942918,0.10501616896725026,0.025922379403088103,1.0431485871148751,0.1081682277680267,1.081707761134807,0.9800750948934122,-6.987162989169235,103.86580959898811,19.802249403024916,6.987162989169235,103.86580959898811,2.7260597736923184,2.56122984241016,0.002779807348780999,0.0026117275954685446,1.584905505989043,2.4967777829429884e-17,0.9824893925869753,0.9894777612253547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,9.666666666666666
18,0.9736292075185081,1.5790493210313792,0.0966643893412244,65.0,0.01,-0.12204225168061779,-1.0350145566543236,0.1000382478658768,0.02545209501621965,1.042184937370341,0.10322528845582984,1.0678729691390854,0.9760582111996446,-6.724897314129066,104.27454071251844,18.835647639495846,6.724897314129066,104.27454071251844,2.5985805443358325,2.4337003796681556,0.002649814711788259,0.002481683734678158,1.5757320683398222,2.070637360692866e-16,0.983631643083466,0.9901651210473111,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,10.0
19,0.9577967831467401,1.5436872155785508,0.09354618323344298,67.16666666666666,0.01,-0.11749833242575417,-1.034577300912679,0.09548568626751348,0.024930294146007195,1.0412281448782477,0.09868655353281142,1.0549500805023837,0.9729640095828562,-6.47939569291421,104.63266281898564,17.945006643020236,6.47939569291421,104.63266281898564,2.481215660992431,2.3185442595208188,0.002530135837408729,0.0023642571719402843,1.5669521457619526,6.096943726467078e-17,0.9846658298798282,0.9907873345909731,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,10.333333333333332
20,0.9427124265250768,1.5102937829433936,0.09062286500739788,69.33333333333333,0.01,-0.1132411307049909,-1.0341012775577274,0.09131011638336657,0.024375348311535098,1.0402831373861006,0.09450764497781439,1.042867547501388,0.9706075730293235,-6.249377042551487,104.94663818854508,17.12386055337143,6.249377042551487,104.94663818854508,2.372872636014273,2.2139435578438125,0.0024196566982754284,0.0022575941405513734,1.5585542101647885,5.558140972906556e-17,0.985605147496174,0.991352373524401,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,10.666666666666666
21,0.928319025165731,1.4787009465410683,0.08787671758293128,71.5,0.01,-0.10924892460304131,-1.0335961841553636,0.08746959048042457,0.023801061460252147,1.0393538374526017,0.0906499850272899,1.0315586143934135,0.9688418684344218,-6.0336395754709145,105.22201878234421,16.366033306511554,6.0336395754709145,105.22201878234421,2.272605877962352,2.118427474532228,0.0023174130594671495,0.0021601948417984,1.550525139823807,2.0053406143558417e-16,0.986460839127102,0.9918670276181494,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,11.0
22,0.9145653903871106,1.448759608192585,0.08529210824225683,73.66666666666666,0.01,-0.10550139303695244,-1.033070125888604,0.08392767418758296,0.023217767795511313,1.038443271891264,0.08707995886507619,1.0209615011243631,0.9675497287618484,-5.831066605891863,105.46358330489608,15.665750052507235,5.831066605891863,105.46358330489608,2.1795931549428884,2.030794385171763,0.0022225664777909774,0.0020708339597841903,1.5428506887963067,2.0485335320739936e-16,0.9872425325223526,0.9923371087638807,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,11.333333333333332
23,0.9014054900462555,1.4203370159144306,0.08285519086390664,75.83333333333333,0.01,-0.1019796727237369,-1.0325298163628918,0.0806526605309878,0.02263316175796371,1.0375536975632769,0.08376820197359441,1.011019359199684,0.9666375580047954,-5.6406274268051675,105.67545339897532,15.017688603458879,5.6406274268051675,105.67545339897532,2.0931164623988177,1.9500532749144155,0.0021343847923590807,0.001988500940600935,1.5355159148420892,5.675467018303044e-17,0.9879585103852689,0.9927676150927177,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,11.666666666666666
24,0.888797799339609,1.3933145606003348,0.08055365778435367,78.0,0.01,-0.09866635072327251,-1.031980774199609,0.07761689454110986,0.022052926812237816,1.0366867256228722,0.08068899490755654,1.0016800866270428,0.9660303960576069,-5.461375090956864,105.86119184875417,14.41699245121086,5.461375090956864,105.86119184875417,2.0125463394520158,1.8753794076190144,0.002052226131708602,0.001912354787434052,1.528505540477976,2.0703028827713804e-16,0.9886159294653692,0.9931628638610952,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,2.0,6.2631142413339385,12.0
0,1.5394429461116106,3.809768371784877,0.241660973353061,26.0,0.01,-0.3446228487316956,-1.0907588556171866,0.37808498084403497,-0.16469274569625492,1.1439054982712793,0.4123978094325982,1.7065138971781542,2.2332997405382735,-17.53381625556841,66.46219520576201,35.83868513168804,17.53381625556841,66.46219520576201,16.603027663617198,32.41486069377436,0.01693037649311151,0.03305395899086269,2.6934681234284104,3.00179253341795e-16,0.9003163161571062,0.9396585011617274,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,4.0
1,1.4790489410946988,3.5747339494084835,0.22307166771051787,28.166666666666664,0.01,-0.3128071801855738,-1.0561645429333706,0.3454045415173913,-0.1305906943624528,1.1015134469107972,0.3692671482205083,1.6553744902275518,2.0195307858637634,-16.497854924483534,69.2893762700082,36.33597931764504,16.497854924483534,69.2893762700082,14.075935008518227,25.807024116903165,0.01435345914100965,0.02631584090071856,2.3963034532961864,7.234704280939527e-17,0.9146734907722543,0.9484170576784681,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,4.333333333333333
2,1.425247221963202,3.3712404439688592,0.20713797715976656,30.333333333333336,0.01,-0.29013204950229027,-1.0343949472914362,0.3186060417014313,-0.10497127935982979,1.0743135078413808,0.33545309552766633,1.619466889304078,1.8558551583939844,-15.668000277294311,71.76447514330226,36.43364029363704,15.668000277294311,71.76447514330226,12.209854627546584,21.092280352411457,0.012450586721812837,0.021508140244029774,2.1916246733449385,1.7058553156233219e-16,0.9261605167099024,0.9554077874450132,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,4.666666666666667
3,1.3769196299952429,3.193179970533856,0.1933287786824488,32.5,0.01,-0.2726330527605203,-1.0205035426751838,0.29582159839250943,-0.08502271709175356,1.056293643865247,0.3077974666841225,1.5920933695530848,1.7258128556686578,-14.957558355690196,73.96470676351646,36.234256642178536,14.957558355690196,73.96470676351646,10.770390740190363,17.597075309454816,0.010982742057879462,0.017944022994044673,2.0449196371336567,2.0888700316001327e-16,0.935489283788639,0.9610741546013652,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,5.0
4,1.3331966990094135,3.0359407682643638,0.18124573001479577,34.666666666666664,0.01,-0.2582853318407712,-1.0116189334939896,0.27598491584830565,-0.06913855106176701,1.044070964660743,0.2845132914623092,1.5697654860011505,1.6199432805126843,-14.32270119233425,75.93595120791667,35.80743534080884,14.32270119233425,75.93595120791667,9.62313562450069,14.930914104519273,0.009812867415988835,0.015225295186959127,1.9365794093514144,1.9804810279676334e-16,0.9431653207443821,0.9657293983655569,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,5.333333333333333
5,1.293390778762496,2.89597343217892,0.17058421648451366,36.83333333333333,0.01,-0.2459872587664839,-1.005986430590978,0.25844311446201224,-0.056304151919123,1.035624656914186,0.26450520020626517,1.5505842548468018,1.5323200738070437,-13.74053893347238,77.70964240835008,35.20596451282705,13.74053893347238,77.70964240835008,8.685434080562299,12.851050718538689,0.008856677948700422,0.013104424771495557,1.8546568932231735,2.896985390711777e-16,0.9495551838108746,0.9695996829861291,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,5.666666666666666
6,1.2569499020334356,2.7705001858156137,0.16110731556870733,39.0,0.01,-0.23511062084721596,-1.0024945107207357,0.2427677653924571,-0.04582836536653835,1.0296952209563617,0.2470555139757379,1.5334841444265535,1.458959364547336,-13.198789560195337,79.30981719331265,34.472405685345706,13.198789560195337,79.30981719331265,7.903602034240602,11.198492492565801,0.008059431135240477,0.01141928435558096,1.7914820592494796,1.4463340387826923e-16,0.954929658551372,0.9728515069731682,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,6.0
7,1.2234251963882203,2.657314938918705,0.15262798317035434,41.166666666666664,0.01,-0.2252826531393647,-1.0004211519388255,0.22865842593509905,-0.03721387005905314,1.0254729421355386,0.23166688989989326,1.5178533129230984,1.3970258686966646,-12.690625553038416,80.75622936374072,33.641979981589145,12.690625553038416,80.75622936374072,7.241195348745716,9.864850457601506,0.0073839642984563705,0.010059347950218992,1.7419306031281256,1.662629202239359e-16,0.9594921498783174,0.9756095836134925,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,6.333333333333333
8,1.1924473785453502,2.5546426339493102,0.14499658401183663,43.33333333333333,0.01,-0.21627347325014146,-0.9992890334934013,0.21589148451875215,-0.030088791205080657,1.022424954552585,0.21797813753652803,1.5033329165791496,1.3444092805362349,-12.212024796401181,82.0657964165921,32.74398099592409,12.212024796401181,82.0657964165921,6.6725487028803645,8.77388248500639,0.006804106094211954,0.00894687022072409,1.702471911691163,1.41806580837648e-16,0.9633977620041159,0.9779687867767397,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,6.666666666666666
9,1.1637094837096942,2.4610382983801324,0.13809198477317772,45.5,0.01,-0.20793529966909477,-0.9987787435346548,0.20429210664642536,-0.024167573818730154,1.0201941322048171,0.20571664118956978,1.4897073246319734,1.2994843809810244,-11.760393351133757,83.25331639577769,31.802613710432695,11.760393351133757,83.25331639577769,6.179019498586008,7.870599403308159,0.0063008463630149026,0.008025777817407738,1.6706136249078638,4.277706186927965e-17,0.9667663853085522,0.980002304614558,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,7.0
10,1.1369539650869684,2.375313288181478,0.13181507637439693,47.666666666666664,0.01,-0.20016858884100194,-0.9986748000118986,0.19371831796833114,-0.01922687265530961,1.018537588966359,0.19467012957457785,1.4768426717870458,1.2609674198878185,-11.333851697228255,84.33185985174612,30.837623205166693,11.333851697228255,84.33185985174612,5.746704392730126,7.114520945969956,0.00586000764045839,0.007254792356176633,1.6445614315371913,2.1735023410269634e-16,0.9696918403895681,0.9817673135833637,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,7.333333333333333
11,1.1119629140670966,2.2964805274618447,0.12608398609724925,49.83333333333333,0.01,-0.19290274483368483,-0.9988311338582669,0.18405162010467438,-0.015089705920457936,1.0172881120552628,0.1846691584643231,1.4646519687431743,1.2278254293395665,-10.930870991640376,85.31301553893803,29.864850932184794,10.930870991640376,85.31301553893803,5.364997252762375,6.4753337596465625,0.005470774681223839,0.006603002819154923,1.6230022580084775,4.681014837833062e-17,0.9722483759941571,0.9833089967047706,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,7.666666666666666
12,1.0885505464453167,2.2237132592819497,0.1208304866765305,52.0,0.01,-0.1860849495372374,-0.999148548799956,0.17519120160312085,-0.011614477685609652,1.0163293910014284,0.17557577626499293,1.4530751393480557,1.199215981612275,-10.550093832377883,86.20706876776035,28.89676074072591,10.550093832377883,86.20706876776035,5.0256478758386525,5.930003898365096,0.005124734619710761,0.0060469211181852075,1.6049615851617225,0.0,0.9744953584044327,0.9846634349813838,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,8.0
13,1.0665573592075308,2.1563135635306994,0.1159972672094693,54.16666666666666,0.01,-0.1796736121206716,-0.9995597632111256,0.16705017510268552,-0.008687058771906304,1.015579798500921,0.1672758978213671,1.4420675749136245,1.1744452594242887,-10.190251107142501,87.02314671873074,27.942938968075737,10.190251107142501,87.02314671873074,4.7221293892694485,5.460804245812877,0.004815231898017619,0.005568470625354098,1.5897070847244825,3.814271315376235e-17,0.9764807038876557,0.9858597184977984,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,8.333333333333332
14,1.045845535954844,2.0936880401117364,0.11153583385525893,56.33333333333333,0.01,-0.17363448486779956,-1.000019358025768,0.15955298977722915,-0.00621490071255384,1.014981601193625,0.1596739851626416,1.4315935932289885,1.1529376516265286,-9.850127595544421,87.76934513521331,27.010560836073893,9.850127595544421,87.76934513521331,4.449201901734007,5.053936333589679,0.004536923314010398,0.005153580818719623,1.5766821582244879,1.396150569468451e-16,0.9782434240342873,0.9869215085126222,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,8.666666666666666
15,1.0262952974077406,2.035328819929193,0.1074048770458049,58.5,0.01,-0.16793833426412572,-1.0004969537922768,0.15263355071505175,-0.004122565592201235,1.0144936858665186,0.15268921491364829,1.4216227336541805,1.1342129397404788,-9.528551162048274,88.45284215305651,26.10481433026729,9.528551162048274,88.45284215305651,4.202604417911963,4.6985490179121925,0.004285463861677498,0.004791186611036585,1.565459301635538,2.0555762279980221e-16,0.9798155360510165,0.9878682075995974,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,9.0
16,1.0078019755174688,1.9807985865202977,0.10356898857988331,60.66666666666666,0.01,-0.16255952600391843,-1.0009725421508222,0.14623378314513882,-0.002348278224711346,1.014086598685979,0.14625263670635186,1.4121276910370368,1.1178687078734595,-9.224392384800353,89.08000145345812,25.229275696992403,9.224392384800353,89.08000145345812,3.978832698329512,4.3860283461882,0.004057280211213322,0.0044725042151888775,1.5557069038300329,2.5309497126136374e-17,0.9812235124518248,0.9887158461737748,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,9.333333333333332
17,0.9902736475163291,1.9297186512431983,0.09999764414609422,62.83333333333333,0.01,-0.15747514994965386,-1.0014332706183544,0.1403024916987361,-0.0008412366456982575,1.0137391273661287,0.14030501365228534,1.4030831911130126,1.103566494058086,-8.936567951849867,89.65646560369794,24.386234453603066,8.936567951849867,89.65646560369794,3.7749760287919916,4.10947644101607,0.003849404260162229,0.004190499753754922,1.5471653118470254,4.2128742962340966e-17,0.9824893925869753,0.9894777612253547,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,9.666666666666666
18,0.9736292075185081,1.8817593777878148,0.0966643893412244,65.0,0.01,-0.152664465438755,-1.001871216723856,0.13479442659874993,0.00044050379385579606,1.0134359249145652,0.13479514637285048,1.394465400252257,1.0910207161192267,-8.664044625405978,90.18724007392046,23.576969028325948,8.664044625405978,90.18724007392046,3.588595212643251,3.8633243824370354,0.003659348720147299,0.003939494508763987,1.5396293846500624,3.595305593872987e-17,0.983631643083466,0.9901651210473111,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,10.0
19,0.9577967831467401,1.8366324317944565,0.09354618323344298,67.16666666666666,0.01,-0.14810853739879382,-1.0022818408580687,0.12966950295966873,0.0015317062433330192,1.013165843958554,0.12967854919694083,1.386251632237417,1.0799897143432002,-8.405842395084164,90.67676839759258,22.801976415159373,8.405842395084164,90.67676839759258,3.4176299604235068,3.643041488911005,0.003485012680602966,0.0037148684707938033,1.5329356483085612,3.5914957825011354e-17,0.9846658298798282,0.9907873345909731,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,10.333333333333332
20,0.9427124265250768,1.794084461152552,0.09062286500739788,69.33333333333333,0.01,-0.1437899866807334,-1.0026629078014744,0.12489213872418153,0.002461286959982474,1.012920760449974,0.12491638903122194,1.378420214600637,1.0702684454226783,-8.161036365087142,91.12899902391064,22.061160560286623,8.161036365087142,91.12899902391064,3.26032761001351,3.4449148432772505,0.0033246089235503566,0.003512835518018132,1.5269527509753102,1.4888800381116118e-16,0.985605147496174,0.991352373524401,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,10.666666666666666
21,0.928319025165731,1.7538919072287371,0.08787671758293128,71.5,0.01,-0.13969280930487107,-1.0030137337135154,0.12043068791041263,0.0032533832628820207,1.012694737316934,0.1204746242709659,1.3709504358452083,1.061682486300506,-7.9287573625613845,91.547444491379,21.35398477110104,7.9287573625613845,91.547444491379,3.1151875711517727,3.2658805896389094,0.0031766072727707965,0.0033302713869047124,1.521574308030336,1.3839451926909993e-16,0.986460839127102,0.9918670276181494,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,3.0,9.394671362000908,11.0
