benchmark,case_code,fn_b,speed_m_s,wave_omega_rad_s,source_encounter_omega_rad_s,wave_number_rad_m,wavelength_m,wave_amplitude_m,lambda_over_l,reference_heave_rao_m_per_m,reference_pitch_rao_rad_per_wave_slope,heave_digitization_uncertainty_abs,pitch_digitization_uncertainty_abs,source_kind,frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,configuration,speed_mps,running_trim_deg,keel_wetted_length_m,reported_mean_wetted_length_m,mean_wetted_length_over_b,measured_sinkage_mm_diagnostic,running_state_source,calm_force_residual_norm,candidate_provider_route,wave_steepness_ka,linear_gate_eligible,linear_gate_reason,heave_relative_error,pitch_relative_error
begovic_2014_mono_efd_republished_2020,C1,1.67,3.4,5.65,16.734,3.26,1.928,0.02,1.014,0.09615384615,0.1192307692,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,0,5.653231330621184,16.733537370253234,3.2589135410682504,-0.0067452684527320745,-0.015398911070577573,0.054228808616649186,-0.034295999192018034,0.0168114576601489,0.06416369101415587,0.019688675445229342,0.08143296709786169,-23.65512140840619,57.68945602172272,45.912976305981715,23.65512140840619,57.68945602172272,4.707397659086911,22.802148774860033,0.00960041942781054,0.046503441592919165,5.454968057127638,2.461100841697467e-16,0.014731729883003567,0.3172736463958445,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.4,3.972,1.7902623815836316,1.49,3.514150943396226,-3.648,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.16320633151123223,faltinsen_ch9_reduced_order_planing,0.0652,False,retained diagnostic: kA>0.055,0.825160840327458,0.8348691736425589
begovic_2014_mono_efd_republished_2020,C2,1.67,3.4,5.03,13.7884,2.576,2.44,0.02,1.284,0.25,0.2769230769,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,1,5.02522323101959,13.780481445941964,2.575075945565404,-0.044594369204828906,0.02209738711060479,-0.054857695662269355,-0.07702507199578791,0.04976898915883781,0.09456335701174359,0.03672255071722963,0.1311830445715331,-116.35932016098532,-35.45868643635157,-57.458988228648366,116.35932016098532,-35.45868643635157,9.451214099831015,24.911879093149462,0.01927511249984656,0.0508060940140608,6.1982919315007825,1.4334105913707004e-16,0.2618596978924897,0.516204283391992,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.4,3.972,1.7902623815836316,1.49,3.514150943396226,-3.648,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.16320633151123223,faltinsen_ch9_reduced_order_planing,0.05152,True,kA<=0.055,0.8009240433646487,0.8673907890656201
begovic_2014_mono_efd_republished_2020,C3,1.67,3.4,4.4,11.1048,1.972,3.186,0.02,1.677,0.6,0.625,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,2,4.397718092036876,11.102937817212831,1.9721234485811634,-0.30213964337027327,0.23203980407326552,-0.4749655868813725,-0.3312501376500271,0.38096041102754413,0.579067321142135,0.29362630496521036,0.8892411538660039,-127.52385204790808,-55.107339615284616,-79.21135181491485,127.52385204790808,-55.107339615284616,46.9629815942603,109.62140614355991,0.09577782748290252,0.22356545026805263,8.425598874796174,3.5567574452605653e-16,0.5094849512762327,0.6902462146652886,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.4,3.972,1.7902623815836316,1.49,3.514150943396226,-3.648,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.16320633151123223,faltinsen_ch9_reduced_order_planing,0.03944,True,kA<=0.055,0.36506598162075976,0.5301979120556635
begovic_2014_mono_efd_republished_2020,C4,1.67,3.4,4.08,9.86,1.7,3.695,0.032,1.945,0.8076923077,0.8115384615,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,3,4.08359864090329,9.865149397171379,1.7004561047847324,-0.9070181498136781,0.2573013146871591,-0.7292257781365512,-1.0642586685757678,0.942807451514448,1.2901227651419553,0.7586921894142497,2.0567392572902685,-105.83748558860454,-34.41878598625965,-60.17251608515505,105.83748558860454,-34.41878598625965,91.75512674428394,200.16427631058136,0.29940540916797137,0.6531544250012598,10.861344511733602,1.185920629759792e-16,0.6184123702378646,0.7622182339878789,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.4,3.972,1.7902623815836316,1.49,3.514150943396226,-3.648,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.16320633151123223,faltinsen_ch9_reduced_order_planing,0.0544,True,kA<=0.055,0.16728541614962814,0.06511862911348944
begovic_2014_mono_efd_republished_2020,C5,1.67,3.4,3.77,8.6966,1.449,4.337,0.032,2.283,0.9576923077,0.9884615385,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,4,3.7692553583355703,8.694971301247858,1.4487399832094965,-1.2608293431701758,-0.7839654613119358,0.41577491420550805,-1.7873461417540648,1.4846859860350852,1.8350681212766295,1.2666649243788197,3.0311360956589244,-58.1272483720268,13.095330157133503,-14.533511194038084,58.1272483720268,13.095330157133503,112.24601075641823,229.16154526796956,0.3662690464333267,0.7477751779226368,9.661153986795416,1.4287443997269677e-16,0.7128849738893964,0.8229534397805027,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.4,3.972,1.7902623815836316,1.49,3.514150943396226,-3.648,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.16320633151123223,faltinsen_ch9_reduced_order_planing,0.046368000000000006,True,kA<=0.055,0.5502745235583196,0.28145089620886626
begovic_2014_mono_efd_republished_2020,C6,1.67,3.4,3.46,7.5978,1.217,5.161,0.035,2.717,1.057692308,1.092307692,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,5,3.4552807643325787,7.594561920002138,1.2174356340204586,-0.5826345467744897,-1.1315586689486243,1.0057745006047956,-1.0101961646935207,1.2727482219071835,1.425509956902555,1.1709119702656903,2.4292193251430563,-27.243738145209164,44.874332355711545,14.96542555553873,27.243738145209164,44.874332355711545,73.40877107493057,140.11098366572972,0.2619963991396216,0.500057045810806,5.101882514982417,4.13413819169838e-16,0.7915045136901039,0.8724703805309088,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.4,3.972,1.7902623815836316,1.49,3.514150943396226,-3.648,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.16320633151123223,faltinsen_ch9_reduced_order_planing,0.04259500000000001,True,kA<=0.055,0.20332559127127875,0.07196166322125484
begovic_2014_mono_efd_republished_2020,C7,1.67,3.4,3.14,6.5604,1.006,6.245,0.035,3.287,0.9653846154,1.057692308,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,6,3.1411165469230062,6.561905985579626,1.0061145407813588,-0.30126272330898973,-1.036509047446984,0.9313947274601122,-0.5694950924638255,1.0794027209040207,1.091705454177489,1.0850707448573993,1.9065790576170647,-16.206575959048962,58.556577487359675,25.446796062156267,16.206575959048962,58.556577487359675,46.47758096891995,82.09464438798983,0.16587879998900731,0.2929963395838176,3.119460647385756,2.2266458251767923e-16,0.8545439627093517,0.9115737964144389,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.4,3.972,1.7902623815836316,1.49,3.514150943396226,-3.648,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.16320633151123223,faltinsen_ch9_reduced_order_planing,0.035210000000000005,True,kA<=0.055,0.11810640410586835,0.025885067566738196
begovic_2014_mono_efd_republished_2020,C8,1.67,3.4,2.83,5.601,0.815,7.71,0.045,4.058,1.030769231,1.146153846,0.01538461538,0.01538461538,red_triangle_EFD_graph_digitization,7,2.8269822583560744,5.597777335452131,0.8149397285576636,-0.21217449698919003,-0.9637202502455644,0.8140105188360215,-0.33659755851789036,0.9868002522830996,0.8808581277231274,1.0808874532134183,1.5689508876438174,-12.416267058951291,67.5346525758032,29.269147492273362,12.416267058951291,67.5346525758032,30.92149553613613,49.16325037052891,0.1418901764747519,0.2255965356848466,2.7470922883387265,6.361085523565127e-17,0.9030556441193438,0.9413314498283882,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=1.67,3.4,3.972,1.7902623815836316,1.49,3.514150943396226,-3.648,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.16320633151123223,faltinsen_ch9_reduced_order_planing,0.036675,True,kA<=0.055,0.0426564718799803,0.05694383264023157
begovic_2014_mono_efd_republished_2020,C1,2.26,4.6,5.65,20.646,3.26,1.928,0.02,1.014,0.1298076923,0.1254807692,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,0,5.653231330621184,20.644233619535136,3.2589135410682504,0.00642719009736176,-0.004697398496233833,0.024019345433531614,0.01627846631997836,0.007960799280225883,0.029015813288377528,0.008903523497240842,0.03833089290247541,53.83829465469847,124.1264021081642,112.85153669676487,-53.83829465469847,124.1264021081642,3.392768319382944,16.33602789310486,0.006919321724305332,0.03331622499651738,6.259298393909848,2.416606499208721e-16,0.014731729883003567,0.3172736463958445,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.6,4.174,1.5857312361404374,1.3,3.066037735849057,9.705,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.13774254584068518,faltinsen_ch9_reduced_order_planing,0.0652,False,retained diagnostic: kA>0.055,0.9386723610968478,0.9290447169394556
begovic_2014_mono_efd_republished_2020,C2,2.26,4.6,5.03,16.8796,2.576,2.44,0.02,1.284,0.2639423077,0.2769230769,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,1,5.02522323101959,16.870572580620447,2.575075945565404,0.012521154935894556,0.03924545914951875,-0.07597352560526154,0.05525551602249438,0.04119448245560589,0.0939422622880962,0.03648135599646149,0.13189968835228072,162.30486114714074,-126.02838102646838,-143.27375924498014,-162.30486114714074,-126.02838102646838,11.72461784833217,37.5407906122183,0.023911565821829413,0.07656190567057722,7.1438828838578035,3.8772451612934485e-16,0.2618596978924897,0.516204283391992,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.6,4.174,1.5857312361404374,1.3,3.066037735849057,9.705,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.13774254584068518,faltinsen_ch9_reduced_order_planing,0.05152,True,kA<=0.055,0.843926186693692,0.8682617700017998
