benchmark,case_code,fn_b,speed_m_s,wave_omega_rad_s,source_encounter_omega_rad_s,wave_number_rad_m,wavelength_m,wave_amplitude_m,lambda_over_l,reference_heave_rao_m_per_m,reference_pitch_rao_rad_per_wave_slope,heave_digitization_uncertainty_abs,pitch_digitization_uncertainty_abs,source_kind,frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,configuration,speed_mps,running_trim_deg,keel_wetted_length_m,reported_mean_wetted_length_m,mean_wetted_length_over_b,measured_sinkage_mm_diagnostic,running_state_source,calm_force_residual_norm,candidate_provider_route,wave_steepness_ka,linear_gate_eligible,linear_gate_reason,heave_relative_error,pitch_relative_error
begovic_2014_mono_efd_republished_2020,C3,2.26,4.6,4.4,13.4712,1.972,3.186,0.02,1.677,0.4716346154,0.4759615385,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,2,4.397718092036876,13.469485955510226,1.9721234485811634,-0.03308467472491245,0.28426010506272764,-0.48945333416743764,0.12600381332133917,0.2861789702824549,0.5054122350113225,0.2562781936267425,0.7594173922443084,-173.36128579431005,-104.43662549101977,-125.02383726119827,173.36128579431005,-104.43662549101977,51.92060689575107,137.77885864078976,0.10588856927850197,0.2809906719232149,9.760139983780006,4.466265980125725e-16,0.5094849512762327,0.6902462146652886,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.6,4.174,1.5857312361404374,1.3,3.066037735849057,9.705,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.13774254584068518,faltinsen_ch9_reduced_order_planing,0.03944,True,kA<=0.055,0.39321890094996,0.4615569265651021
begovic_2014_mono_efd_republished_2020,C4,2.26,4.6,4.08,11.9,1.7,3.695,0.032,1.945,0.6879807692,0.7528846154,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,3,4.08359864090329,11.905696722913058,1.7004561047847324,-0.2765418496982391,0.6840480208962502,-1.163669929117309,0.001332100249113175,0.7378326975179401,1.1636706915716992,0.684328568257287,1.8112307744231615,-157.9878673671764,-90.06558877815245,-112.24420716796655,157.9878673671764,-90.06558877815245,104.58454907687133,256.7340190458189,0.3412689930261489,0.8377466932608186,13.724625845754144,3.132555658133601e-16,0.6184123702378646,0.7622182339878789,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.6,4.174,1.5857312361404374,1.3,3.066037735849057,9.705,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.13774254584068518,faltinsen_ch9_reduced_order_planing,0.0544,True,kA<=0.055,0.07246122355412514,0.0910578403920364
begovic_2014_mono_efd_republished_2020,C5,2.26,4.6,3.77,10.4354,1.449,4.337,0.032,2.283,0.9151442308,0.9951923077,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,4,3.7692553583355703,10.433459281099253,1.4487399832094965,-1.8851182884260034,0.7564202132169181,-2.00507446444809,-2.0551915603028053,2.0312169998110274,2.8712603430413055,1.9819017741751,4.627169263201342,-111.86355595311116,-44.292816717260735,-68.23209129849266,111.86355595311116,-44.292816717260735,221.11233635457012,503.7001002796299,0.7215098696645893,1.64361970794799,22.133626987701266,6.96103113211569e-16,0.7128849738893964,0.8229534397805027,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.6,4.174,1.5857312361404374,1.3,3.066037735849057,9.705,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.13774254584068518,faltinsen_ch9_reduced_order_planing,0.046368000000000006,True,kA<=0.055,1.2195594218360313,0.9914761788658668
begovic_2014_mono_efd_republished_2020,C6,2.26,4.6,3.46,9.0582,1.217,5.161,0.035,2.717,1.120673077,1.233173077,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,5,3.4552807643325787,9.055484680826687,1.2174356340204586,-1.3110589466829483,-1.2917400093135913,0.8985578586594122,-2.146142748714334,1.8405074879877232,2.32665745721576,1.9111133206543396,3.880377653509067,-45.425262676252856,22.7183313348265,-3.3994485116503768,45.425262676252856,22.7183313348265,150.92493209051878,318.1979631507639,0.5386521006835319,1.1356506768648558,12.458542129886387,8.361844262780656e-16,0.7915045136901039,0.8724703805309088,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.6,4.174,1.5857312361404374,1.3,3.066037735849057,9.705,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.13774254584068518,faltinsen_ch9_reduced_order_planing,0.04259500000000001,True,kA<=0.055,0.6423232838917601,0.5497527121688366
begovic_2014_mono_efd_republished_2020,C7,2.26,4.6,3.14,7.7676,1.006,6.245,0.035,3.287,1.125,1.189903846,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,6,3.1411165469230062,7.769243434517255,1.0061145407813588,-0.5574029969297916,-1.1792680356846201,1.024111791369981,-1.0381880939089885,1.3043662066205854,1.4583002021385756,1.4494375570857418,2.520175683518531,-25.298631900958526,44.608931655308055,15.526327365730396,25.298631900958526,44.608931655308055,78.73303583279768,152.12068619095,0.28099873597486597,0.5429197551338377,5.866391272549832,2.62394640216426e-16,0.8545439627093517,0.9115737964144389,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.6,4.174,1.5857312361404374,1.3,3.066037735849057,9.705,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.13774254584068518,faltinsen_ch9_reduced_order_planing,0.035210000000000005,True,kA<=0.055,0.15943662810718706,0.21811317944571285
begovic_2014_mono_efd_republished_2020,C8,2.26,4.6,2.83,6.579,0.815,7.71,0.045,4.058,1.116346154,1.185576923,0.01730769231,0.01730769231,red_triangle_EFD_graph_digitization,7,2.8269822583560744,6.575705009721327,0.8149397285576636,-0.3405268612469176,-1.0450912777097834,0.8691832832842286,-0.6091041082145201,1.0991698330902941,1.0613611047068559,1.302379878552891,1.9125622807099911,-18.04739984853711,54.978092210592735,21.633496618255464,18.04739984853711,54.978092210592735,47.52798968121204,82.698994828393,0.2180927774168082,0.3794827762057058,3.649701428700328,3.425241360251706e-16,0.9030556441193438,0.9413314498283882,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.26,4.6,4.174,1.5857312361404374,1.3,3.066037735849057,9.705,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.13774254584068518,faltinsen_ch9_reduced_order_planing,0.036675,True,kA<=0.055,0.015386196161612591,0.09851993007533524
begovic_2014_mono_efd_republished_2020,C1,2.82,5.75,5.65,24.395,3.26,1.928,0.02,1.014,0.1682692308,0.1442307692,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,0,5.653231330621184,24.391984191763626,3.2589135410682504,0.013754134079484255,0.0038603343321875067,0.009517160762770144,0.04835915125527122,0.014285600632549399,0.049286751354848,0.015123675646421761,0.06696058048365754,105.67768901090062,168.86637921402496,157.8897639044735,-105.67768901090062,168.86637921402496,8.499487991491561,39.839462432360094,0.017334131413870302,0.08124989151720535,6.64569452332611,1.614405758709127e-16,0.014731729883003567,0.3172736463958445,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.75,4.024,1.4563822514041216,1.16,2.7358490566037736,17.425,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.09648954537712091,faltinsen_ch9_reduced_order_planing,0.0652,False,retained diagnostic: kA>0.055,0.9151027162563733,0.895142515495773
begovic_2014_mono_efd_republished_2020,C2,2.82,5.75,5.03,19.842,2.576,2.44,0.02,1.284,0.2884615385,0.25,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,1,5.02522323101959,19.831909918020663,2.575075945565404,0.045192900109919575,0.056758304051224125,-0.07725071919987306,0.14059247406519365,0.07255276217427131,0.16041794594330705,0.0622963941003629,0.23088059040467418,141.471998998363,-151.21272211864036,-168.06673137290974,-141.471998998363,-151.21272211864036,28.535338805782857,90.8064100309731,0.05819589524615003,0.1851935371018097,7.56291605204422,2.7285339627035233e-16,0.2618596978924897,0.516204283391992,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.75,4.024,1.4563822514041216,1.16,2.7358490566037736,17.425,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.09648954537712091,faltinsen_ch9_reduced_order_planing,0.05152,True,kA<=0.055,0.7484837578293949,0.7508144235985484
begovic_2014_mono_efd_republished_2020,C3,2.82,5.75,4.4,15.739,1.972,3.186,0.02,1.677,0.4471153846,0.4615384615,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,2,4.397718092036876,15.737427921378565,1.9721234485811634,0.10990379977235289,0.30531167870628445,-0.4205789481949584,0.39686235061418634,0.32449047190765234,0.5782615126392167,0.2932177055423405,0.8772314790722338,160.20251992838428,-133.33813160769915,-153.16130593658895,-160.20251992838428,-133.33813160769915,80.36546410430574,217.26097080166403,0.16389993342131257,0.44308906874756215,10.219620741876847,6.029052464233083e-16,0.5094849512762327,0.6902462146652886,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.75,4.024,1.4563822514041216,1.16,2.7358490566037736,17.425,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.09648954537712091,faltinsen_ch9_reduced_order_planing,0.03944,True,kA<=0.055,0.27425786925683804,0.3646949712719868
begovic_2014_mono_efd_republished_2020,C4,2.82,5.75,4.08,13.855,1.7,3.695,0.032,1.945,0.6201923077,0.6394230769,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,3,4.08359864090329,13.861221243415502,1.7004561047847324,0.13662631508630646,0.7455927841500304,-1.0118827906195245,0.70373986825064,0.7580074866059414,1.232540702823799,0.7248294733134738,1.9242971895448693,169.61602651596223,-124.81767388557427,-145.83407728941268,-169.61602651596223,-124.81767388557427,145.63859683151713,369.72186624040404,0.4752321229582527,1.2064364201529503,14.356928537679131,6.621154941225491e-16,0.6184123702378646,0.7622182339878789,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.75,4.024,1.4563822514041216,1.16,2.7358490566037736,17.425,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.09648954537712091,faltinsen_ch9_reduced_order_planing,0.0544,True,kA<=0.055,0.2222136217990719,0.1335678981552156
begovic_2014_mono_efd_republished_2020,C5,2.82,5.75,3.77,12.10175,1.449,4.337,0.032,2.283,0.8509615385,0.9134615385,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,4,3.7692553583355703,12.099510261790176,1.4487399832094965,-0.6093429608170942,2.601814072141793,-3.8783055165440157,0.8071086709472435,2.672215431040769,3.961398501334342,2.7343750757526375,6.371004232765403,-166.81893387064292,-101.75594686923158,-124.11012695987901,166.81893387064292,-101.75594686923158,391.2073916983571,932.7032242413994,1.2765456638451897,3.0434963188983786,31.73765582723077,1.1512493224750503e-15,0.7128849738893964,0.8229534397805027,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.75,4.024,1.4563822514041216,1.16,2.7358490566037736,17.425,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.09648954537712091,faltinsen_ch9_reduced_order_planing,0.046368000000000006,True,kA<=0.055,2.1402305628890286,1.9934211354347433
begovic_2014_mono_efd_republished_2020,C6,2.82,5.75,3.46,10.45775,1.217,5.161,0.035,2.717,1.110576923,1.1875,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,5,3.4552807643325787,10.455535659950215,1.2174356340204586,-2.5573636273009077,-2.412606967026746,1.5056951397419562,-4.471254372389317,3.5157902525019393,4.717969215293072,3.8753335974834693,7.827158584881571,-46.668340157434784,18.610955032352223,-5.469205774532298,46.668340157434784,18.610955032352223,384.3399531683183,855.6510906228254,1.3717118853931913,3.053824514161196,27.21388914052407,7.709504625252778e-16,0.7915045136901039,0.8724703805309088,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.75,4.024,1.4563822514041216,1.16,2.7358490566037736,17.425,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.09648954537712091,faltinsen_ch9_reduced_order_planing,0.04259500000000001,True,kA<=0.055,2.1657332145933124,2.263438818933448
begovic_2014_mono_efd_republished_2020,C7,2.82,5.75,3.14,8.9245,1.006,6.245,0.035,3.287,1.307692308,1.504807692,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,6,3.1411165469230062,8.92627515641582,1.0061145407813588,-0.6961628390710763,-1.5479023009916175,1.3649813709201652,-1.504180823020397,1.6972460728835537,2.0311903139049803,2.0188459977206343,3.488136143530648,-24.215640875611257,42.22243224400833,15.734444435199492,24.215640875611257,42.22243224400833,135.23383141190791,277.92906562722686,0.48265045651846217,0.9919307099726147,8.95105706825797,4.812008950212802e-16,0.8545439627093517,0.9115737964144389,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.75,4.024,1.4563822514041216,1.16,2.7358490566037736,17.425,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.09648954537712091,faltinsen_ch9_reduced_order_planing,0.035210000000000005,True,kA<=0.055,0.29789405542909536,0.34159734061263314
begovic_2014_mono_efd_republished_2020,C8,2.82,5.75,2.83,7.51625,0.815,7.71,0.045,4.058,1.25,1.4375,0.01923076923,0.01923076923,red_triangle_EFD_graph_digitization,7,2.8269822583560744,7.51288569756264,0.8149397285576636,-0.38872304076929004,-1.2165809457617434,1.032389942090364,-0.8387191852038245,1.277174537804235,1.3301424225090757,1.6321972974164032,2.383514188064072,-17.71976766330127,50.90940541316044,20.975977671873494,17.71976766330127,50.90940541316044,72.08813908751598,134.53376748461886,0.3307924988592658,0.6173381875368091,4.896514179684197,2.744033775623557e-16,0.9030556441193438,0.9413314498283882,faltinsen_ch9_reduced_order_planing,heave_pitch_2x2_v1,FnB=2.82,5.75,4.024,1.4563822514041216,1.16,2.7358490566037736,17.425,begovic2014_measured_trim_plus_begovic2012_reported_mean_wetted_length,0.09648954537712091,faltinsen_ch9_reduced_order_planing,0.036675,True,kA<=0.055,0.021739630243387965,0.13544159820271526
