reuse_step,step_factor,source_objective,source_curvature_energy,source_maximum_turning_angle_deg,candidate_objective,relative_decrease,maximum_displacement_ratio,condition_number,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.5,0.0539065805807789,21.789696177854385,16.030587598840558,0.04979620654331546,0.0762499493230526,0.1250879044346175,98051.08493168246,0.0018590527638284674,21.780952795739292,0.9995987377683596,16.0289455293892,True,,8.009466538419229
2,0.5,0.04979620654331546,21.780952795739292,16.0289455293892,0.04586788297142776,0.07888800863717649,0.1250874921884385,98030.8858728487,0.0017739479220844105,21.772215692726334,0.9995988649764364,16.027120405227347,True,,8.00742882683476
3,0.5,0.04586788297142776,21.772215692726334,16.027120405227347,0.04212168269209801,0.08167371233730915,0.12508705896302283,98010.68252337446,0.001688823292888771,21.76348505326506,0.9995990008741191,16.025292362248706,True,,8.005372489580038
4,0.5,0.04212168269209801,21.76348505326506,16.025292362248706,0.03855757096541206,0.08461465684405275,0.12508661902113677,97990.47492140785,0.0016036785008535798,21.754760892475755,0.9995991376947233,16.02346210420841,True,,8.003272314692484
5,0.5,0.03855757096541206,21.754760892475755,16.02346210420841,0.03517551069589627,0.08771455734464333,0.12508617240546133,97970.26307261192,0.001518513492533557,21.746043213981313,0.999599274911017,16.021629631319254,True,,8.001127585033098
6,0.5,0.03517551069589627,21.746043213981313,16.021629631319254,0.031975464803407655,0.09097368678322978,0.1250857191132166,97950.0469820953,0.0014333282304466453,21.737332021406367,0.9995994125235002,16.01979494124549,True,,7.9989382972090235
7,0.5,0.031975464803407655,21.737332021406367,16.01979494124549,0.02895739628643562,0.0943870100255867,0.12508525914115393,97929.82665478715,0.001348122681391191,21.72862731849892,0.9995995505382687,16.017958031638315,True,,7.9967044689770495
8,0.5,0.02895739628643562,21.72862731849892,16.017958031638315,0.026121268227043165,0.09794140437691806,0.12508479248577856,97909.60209611543,0.0012628968045855034,21.719929109132416,0.9995996889615251,16.016118900155533,True,,7.9944261186007335
9,0.5,0.026121268227043165,21.719929109132416,16.016118900155533,0.023467043789389398,0.10161162216870726,0.12508431914339105,97889.3733110844,0.0011776505623304586,21.71123739730709,0.9995998277995451,16.01427754444208,True,,7.992103263565639
10,0.5,0.023467043789389398,21.71123739730709,16.01427754444208,0.020994686223893527,0.10535445315075197,0.12508383910997814,97869.14030477543,0.0010923839190294731,21.702552187149504,0.999599967058595,16.012433962166728,True,,7.989735921789929
11,0.5,0.020994686223893527,21.702552187149504,16.012433962166728,0.01870415886571446,0.10910033775938384,0.12508335238133625,97848.90308248281,0.0010070968327293085,21.69387348291604,0.9996001067451135,16.01058815099098,True,,7.987324110617137
12,0.5,0.01870415886571446,21.69387348291604,16.01058815099098,0.01659542513765693,0.1127414359125729,0.12508285895296417,97828.66164980286,0.0009217892659422383,21.685201288990942,0.9996002468654606,16.00874010857091,True,,7.984867847297078
13,0.5,0.01659542513765693,21.685201288990942,16.00874010857091,0.014668448549976747,0.1161149275596232,0.1250823588201153,97808.4160111413,0.0008364611816071024,21.676535609889182,0.9996003874261402,16.00688983257643,True,,7.98236714862872
14,0.5,0.014668448549976747,21.676535609889182,16.00688983257643,0.01292319270203358,0.1189802617500358,0.12508185197781188,97788.16617175174,0.000751112537848404,21.667876450257445,0.9996005284337139,16.00503732066979,True,,7.9798220314895305
15,0.5,0.01292319270203358,21.667876450257445,16.00503732066979,0.011359621286343963,0.12098956130582003,0.12508133842083036,97767.91213726149,0.0006657432973674048,21.65922381487404,0.9996006698947509,16.00318257051848,True,,7.9772325123811125
16,0.5,0.011359621286343963,21.65922381487404,16.00318257051848,0.009977698085542868,0.12165222466195964,0.12508081814360456,97747.65391220595,0.000580353416842427,21.650577708651284,0.9996008118159424,16.001325579782602,True,,7.974598607301504
17,0.5,0.009977698085542868,21.650577708651284,16.001325579782602,0.008777386974863454,0.12029940176468144,0.12508029114042998,97727.39150162047,0.0004949428603223192,21.641938136636487,0.9996009542040375,15.999466346143393,True,,7.971920332492596
18,0.5,0.008777386974863454,21.641938136636487,15.999466346143393,0.00775865192931203,0.11606359027679437,0.12507975740525298,97707.12491114176,0.00040951158641363444,21.6333051040131,0.9996010970658505,15.997604867271848,True,,7.969197703629071
19,0.5,0.00775865192931203,21.6333051040131,15.997604867271848,0.006921457015303251,0.1079046877777664,0.12507921693181195,97686.85414526665,0.0003240595541899082,21.624678616101708,0.999601240408254,15.99574114083953,True,,7.966430736189453
20,0.5,0.006921457015303251,21.624678616101708,15.99574114083953,0.006265766401667807,0.09473303268166225,0.12507866971352494,97666.57921010634,0.00023858672494947124,21.616058678362197,0.9996013842382336,15.993875164523436,True,,7.963619445482972
21,0.5,0.006265766401667807,21.616058678362197,15.993875164523436,0.0057915443547146474,0.07568460369459873,0.12507811574362762,97646.30010930356,0.00015309305524632139,21.607445296394662,0.9996015285628292,15.992006936000873,True,,7.960763846496081
22,0.5,0.0057915443547146474,21.607445296394662,15.992006936000873,0.005498755243764942,0.05055458320220892,0.12507755501499865,97626.0168491777,6.757850368250275e-05,21.59883847594107,0.9996016733891706,15.99013645294632,True,,7.957863954170906
23,0.5,0.005498755243764942,21.59883847594107,15.99013645294632,0.005387363542750084,0.020257621239127926,0.1250769875203126,97605.72943400063,1.7956968595374268e-05,21.59023822288645,0.999601818724456,15.988263713032318,True,,7.954919782952542
