scope,metric,eligible_point_count_old,median_relative_error_old,nrmse_old,median_limit_old,nrmse_limit_old,status_old,eligible_point_count_new,median_relative_error_new,nrmse_new,median_limit_new,nrmse_limit_new,status_new
fn167,heave_motion,7,0.4488983140036275,0.403495890840964,0.15,0.2,FAIL,7,0.4805157435486784,0.8446533448396842,0.15,0.2,FAIL
fn167,pitch_motion,7,0.5267185464884353,0.7033262750309508,0.15,0.2,FAIL,7,1.5304106508444897,1.7961857168594024,0.15,0.2,FAIL
fn226,heave_motion,7,0.0889932253852617,0.0981364272565884,0.15,0.2,PASS,7,0.0378077258015046,0.0618283875029026,0.15,0.2,PASS
fn226,pitch_motion,7,0.2131120698129367,0.1891175439187694,0.15,0.2,FAIL,7,0.2354842432883407,0.4529451100802639,0.15,0.2,FAIL
fn282,heave_motion,7,0.0953588711176532,0.1004339632481487,0.15,0.2,PASS,7,0.3996770582490431,0.4818301930983077,0.15,0.2,FAIL
fn282,pitch_motion,7,0.0526680296658496,0.10414483190632,0.15,0.2,PASS,7,0.3819702103640927,0.3135679973508277,0.15,0.2,FAIL
