outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,0.00053324367481114,0.0003359999157562269,0.6301057689530564
1,1,0.00022792113005211975,0.0001436144189121405,0.6301057689530564
1,2,-0.00024989833177574433,-0.00015746238050364138,0.6301057689530564
1,3,-0.00022826602771293427,-0.0001438317409179181,0.6301057689530564
1,4,-0.00014157506771157052,-8.920726690498016e-05,0.6301057689530564
1,5,-0.0001255866350929087,-7.913286327544413e-05,0.6301057689530564
1,6,-0.00010894243581721317,-6.86452572922241e-05,0.6301057689530564
1,7,-8.066631511389546e-05,-5.082831051345065e-05,0.6301057689530564
1,8,-5.6187097139833086e-05,-3.54038140485346e-05,0.6301057689530564
1,9,-4.088773687953662e-05,-2.5763598887230664e-05,0.6301057689530564
1,10,-3.318420143702147e-05,-2.090955676356753e-05,0.6301057689530564
1,11,-2.6059769727744914e-05,-1.6420411243040288e-05,0.6301057689530564
1,12,-1.8828392587813007e-05,-1.1863878789693941e-05,0.6301057689530564
1,13,-5.70746297901986e-06,-3.5963053491664106e-06,0.6301057689530564
1,14,1.5270254964483287e-05,9.621875746504968e-06,0.6301057689530564
1,15,1.5341861891817076e-05,9.666995684514991e-06,0.6301057689530564
