case,x_m,fx_mean,normal_velocity_rms_mps,required_transverse_normal_velocity_mean_mps
fn167,1.454576995896816,-0.10591244857523553,0.3431529073507855,0.3449141074803279
fn167,1.4705611617569587,-0.10591244857523587,0.3431529073507865,0.344914107480329
fn167,1.4865453276171017,-0.10591244857523575,0.34315290735078624,0.3449141074803287
fn167,1.5025294934772444,-0.10591244857523582,0.34315290735078646,0.3449141074803289
fn167,1.5185136593373874,-0.10591244857523557,0.3431529073507857,0.34491410748032814
fn167,1.5344978251975303,-0.1059124485752355,0.3431529073507854,0.34491410748032786
fn167,1.550481991057673,-0.10591244857523581,0.34315290735078635,0.3449141074803288
fn167,1.566466156917816,-0.10591244857523568,0.34315290735078596,0.34491410748032847
fn167,1.5824503227779587,-0.1059124485752359,0.3431529073507867,0.3449141074803291
fn167,1.5984344886381017,-0.10591244857523557,0.3431529073507857,0.34491410748032814
fn167,1.6144186544982444,-0.10591244857523574,0.3431529073507862,0.3449141074803286
fn167,1.6304028203583874,-0.10591244857523567,0.3431529073507859,0.34491410748032836
fn167,1.6463869862185303,-0.1059124485752356,0.34315290735078574,0.34491410748032814
fn167,1.662371152078673,-0.10591244857523574,0.34315290735078613,0.3449141074803286
fn167,1.678355317938816,-0.10591244857523567,0.3431529073507859,0.3449141074803283
fn167,1.6943394837989587,-0.10591244857523575,0.3431529073507862,0.3449141074803286
fn167,1.7103236496591017,-0.10591244857523563,0.3431529073507858,0.34491410748032825
fn167,1.7263078155192444,-0.10591244857523578,0.34315290735078624,0.3449141074803287
fn167,1.7422919813793873,-0.10591244857523573,0.3431529073507861,0.3449141074803286
fn167,1.7582761472395303,-0.10591244857523568,0.34315290735078596,0.3449141074803284
fn167,1.774260313099673,-0.10541174953245701,0.3415470675877819,0.34328353273883727
fn167,1.7902444789598158,-0.10441035144689963,0.33833469630529445,0.34002238325585477
fn226,1.5857312361404375e-05,4.760085885487131e-16,2.8367254334924165e-15,-2.097285975717017e-15
fn226,0.014173888754466,0.0,0.0,0.0
fn226,0.028331920196570593,0.0,0.0,0.0
fn226,0.04248995163867519,2.593465082323425e-16,1.3006140960942898e-15,-1.1426764299048073e-15
fn226,0.05664798308077978,-6.08704781649886e-17,7.578228985126394e-16,2.681943209887165e-16
fn226,0.07080601452288438,-7.405484215774915e-17,7.727266944457398e-16,3.2628441088619194e-16
fn226,0.08496404596498898,-3.1538038775538685e-16,1.5716280035557186e-15,1.3895607771956785e-15
fn226,0.09912207740709357,0.0,0.0,0.0
fn226,0.11328010884919816,1.1588258769032125e-16,8.876455879849208e-16,-5.105767665531024e-16
fn226,0.12743814029130274,-1.1588258769032125e-16,8.876455879849208e-16,5.105767665531024e-16
fn226,0.14159617173340733,0.0,0.0,0.0
fn226,0.15575420317551192,2.1979485732057966e-16,1.1760823068218314e-15,-9.684125095276508e-16
fn226,0.16991223461761654,-2.1979485732057966e-16,1.1760823068218314e-15,9.684125095276508e-16
fn226,0.18407026605972113,0.0,0.0,0.0
fn226,0.19822829750182572,0.0,0.0,0.0
fn226,0.2123863289439303,0.0,0.0,0.0
fn226,0.2265443603860349,0.0,0.0,0.0
fn226,0.2407023918281395,2.1979485732057966e-16,1.1760823068218314e-15,-9.684125095276508e-16
fn226,0.2548604232702441,-2.1979485732057966e-16,1.1760823068218314e-15,9.684125095276508e-16
fn226,0.2690184547123487,0.0,0.0,0.0
fn226,0.2831764861544533,0.0,0.0,0.0
fn226,0.2973345175965579,0.0,0.0,0.0
fn226,0.31149254903866247,0.0,0.0,0.0
fn226,0.32565058048076706,-4.01982181788433e-17,6.627747358548094e-16,1.771126850722215e-16
fn226,0.3398086119228717,4.01982181788433e-17,6.627747358548094e-16,-1.771126850722215e-16
fn226,0.3539666433649763,0.0,0.0,0.0
fn226,0.3681246748070809,0.0,0.0,0.0
fn226,0.3822827062491855,0.0,0.0,0.0
fn226,0.39644073769129007,0.0,0.0,0.0
fn226,0.41059876913339466,0.0,0.0,0.0
fn226,0.42475680057549925,0.0,0.0,0.0
fn226,0.43891483201760384,0.0,0.0,0.0
fn226,0.45307286345970843,0.0,0.0,0.0
fn226,0.467230894901813,0.0,0.0,0.0
fn226,0.4813889263439176,0.0,0.0,0.0
fn226,0.4955469577860222,0.0,0.0,0.0
fn226,0.5097049892281268,0.0,0.0,0.0
fn226,0.5238630206702314,0.0,0.0,0.0
fn226,0.538021052112336,0.0,0.0,0.0
fn226,0.5521790835544406,0.0,0.0,0.0
fn226,0.5663371149965452,0.0,0.0,0.0
fn226,0.5804951464386497,0.0,0.0,0.0
fn226,0.5946531778807543,0.0,0.0,0.0
fn226,0.6088112093228589,0.0,0.0,0.0
fn226,0.6229692407649635,0.0,0.0,0.0
fn226,0.6371272722070681,0.0,0.0,0.0
fn226,0.6512853036491727,0.0,0.0,0.0
fn226,0.6654433350912773,4.1710519449536347e-16,1.9369495132077902e-15,-1.8377585948206505e-15
fn226,0.679601366533382,-4.1710519449536347e-16,1.9369495132077902e-15,1.8377585948206505e-15
fn226,0.6937593979754866,0.0,0.0,0.0
fn226,0.7079174294175912,0.0,0.0,0.0
fn226,0.7220754608596958,0.0,0.0,0.0
fn226,0.7362334923018004,0.0,0.0,0.0
fn226,0.7503915237439049,0.0,0.0,0.0
fn226,0.7645495551860095,0.0,0.0,0.0
fn226,0.7787075866281141,0.0,0.0,0.0
fn226,0.7928656180702187,0.0,0.0,0.0
fn226,0.8070236495123233,0.0,0.0,0.0
fn226,0.8211816809544279,0.0,0.0,0.0
fn226,0.8353397123965325,0.0,0.0,0.0
fn226,0.8494977438386371,0.0,0.0,0.0
fn226,0.8636557752807417,0.0,0.0,0.0
fn226,0.8778138067228463,0.0,0.0,0.0
fn226,0.8919718381649508,0.0,0.0,0.0
fn226,0.9061298696070554,0.0,0.0,0.0
fn226,0.92028790104916,0.0,0.0,0.0
fn226,0.9344459324912646,0.0,0.0,0.0
fn226,0.9486039639333692,0.0,0.0,0.0
fn226,0.9627619953754738,0.0,0.0,0.0
fn226,0.9769200268175784,0.0,0.0,0.0
fn226,0.991078058259683,0.0,0.0,0.0
fn226,1.0052360897017876,-0.02014565955230403,0.08874492325454048,0.08876144310638408
fn226,1.0193941211438922,-0.07579502515565698,0.3330750465988223,0.33395162842069187
fn226,1.0335521525859968,-0.11129873120670562,0.4876174331334908,0.49038037062861456
fn226,1.0477101840281013,-0.11129873120670537,0.48761743313348976,0.4903803706286134
fn226,1.061868215470206,-0.1112987312067052,0.48761743313348893,0.49038037062861267
fn226,1.0760262469123105,-0.11129873120670553,0.48761743313349026,0.49038037062861395
fn226,1.0901842783544151,-0.11129873120670572,0.48761743313349115,0.49038037062861484
fn226,1.1043423097965197,-0.11129873120670508,0.48761743313348843,0.49038037062861206
fn226,1.1185003412386243,-0.11129873120670505,0.4876174331334882,0.4903803706286119
fn226,1.1326583726807289,-0.11129873120670562,0.4876174331334909,0.49038037062861445
fn226,1.1468164041228335,-0.11129873120670582,0.4876174331334915,0.4903803706286152
fn226,1.160974435564938,-0.11129873120670528,0.4876174331334892,0.4903803706286129
fn226,1.1751324670070427,-0.11129873120670508,0.48761743313348827,0.490380370628612
fn226,1.1892904984491472,-0.11129873120670537,0.48761743313348965,0.4903803706286134
fn226,1.2034485298912518,-0.11129873120670537,0.48761743313348976,0.49038037062861345
fn226,1.2176065613333564,-0.11129873120670547,0.48761743313349015,0.49038037062861384
fn226,1.231764592775461,-0.11129873120670555,0.4876174331334904,0.49038037062861406
fn226,1.2459226242175656,-0.1112987312067054,0.4876174331334898,0.49038037062861345
fn226,1.2600806556596702,-0.11129873120670536,0.4876174331334896,0.4903803706286133
fn226,1.2742386871017748,-0.11129873120670536,0.4876174331334895,0.4903803706286133
fn226,1.2883967185438794,-0.11129873120670547,0.4876174331334901,0.4903803706286138
fn226,1.302554749985984,-0.11129873120670547,0.48761743313349004,0.4903803706286138
fn226,1.3167127814280886,-0.11129873120670537,0.48761743313348965,0.4903803706286134
fn226,1.3308708128701932,-0.11129873120670543,0.48761743313349,0.49038037062861367
fn226,1.3450288443122977,-0.11129873120670537,0.4876174331334897,0.4903803706286134
fn226,1.3591868757544026,-0.11129873120670537,0.4876174331334896,0.4903803706286133
fn226,1.3733449071965071,-0.11129873120670546,0.4876174331334899,0.49038037062861367
fn226,1.3875029386386117,-0.11129873120670518,0.4876174331334888,0.4903803706286125
fn226,1.4016609700807163,-0.11129873120670537,0.4876174331334897,0.4903803706286133
fn226,1.415819001522821,-0.11129873120670546,0.48761743313348993,0.49038037062861367
fn226,1.4299770329649255,-0.11129873120670543,0.48761743313348993,0.49038037062861367
fn226,1.44413506440703,-0.1112987312067055,0.4876174331334902,0.49038037062861384
fn226,1.4582930958491347,-0.11129873120670537,0.4876174331334896,0.4903803706286133
fn226,1.4724511272912393,-0.11129873120670543,0.4876174331334898,0.49038037062861345
fn226,1.4866091587333439,-0.11129873120670547,0.48761743313349,0.49038037062861367
fn226,1.5007671901754485,-0.11129873120670537,0.4876174331334896,0.4903803706286133
fn226,1.514925221617553,-0.11129873120670533,0.48761743313348954,0.4903803706286133
fn226,1.5290832530596576,-0.11129873120670543,0.4876174331334897,0.49038037062861345
fn226,1.5432412845017622,-0.1112987312067054,0.4876174331334897,0.49038037062861345
fn226,1.5573993159438668,-0.11129873120670543,0.4876174331334899,0.49038037062861356
fn226,1.5715573473859714,-0.11080104854252792,0.48546134503697663,0.48818758903381226
fn226,1.585715378828076,-0.10980568321417301,0.4811481993856804,0.48380202584421017
fn282,1.4563822514041217e-05,-1.733767383767315e-18,2.1979206259284533e-15,9.548688055758293e-18
fn282,0.013017716713220235,0.0,0.0,0.0
fn282,0.026020869603926428,-4.043156460348984e-16,2.347665299081467e-15,2.2267600695433153e-15
fn282,0.03902402249463262,4.043156460348984e-16,2.347665299081467e-15,-2.2267600695433153e-15
fn282,0.05202717538533881,0.0,0.0,0.0
fn282,0.065030328276045,0.0,0.0,0.0
fn282,0.0780334811667512,0.0,0.0,0.0
fn282,0.09103663405745739,0.0,0.0,0.0
fn282,0.10403978694816358,0.0,0.0,0.0
fn282,0.11704293983886978,-1.976667307754634e-16,1.4000774278571859e-15,1.0886454370108115e-15
fn282,0.13004609272957598,1.976667307754634e-16,1.4000774278571859e-15,-1.0886454370108115e-15
fn282,0.14304924562028218,0.0,0.0,0.0
fn282,0.15605239851098837,0.0,0.0,0.0
fn282,0.16905555140169456,0.0,0.0,0.0
fn282,0.18205870429240076,0.0,0.0,0.0
fn282,0.19506185718310695,0.0,0.0,0.0
fn282,0.20806501007381314,0.0,0.0,0.0
fn282,0.22106816296451934,0.0,0.0,0.0
fn282,0.23407131585522553,0.0,0.0,0.0
fn282,0.24707446874593172,-3.8164498440660754e-17,9.428139736612089e-16,2.1019018688798441e-16
fn282,0.2600776216366379,3.8164498440660754e-17,9.428139736612089e-16,-2.1019018688798441e-16
fn282,0.2730807745273441,0.0,0.0,0.0
fn282,0.2860839274180503,0.0,0.0,0.0
fn282,0.29908708030875647,0.0,0.0,0.0
fn282,0.31209023319946266,0.0,0.0,0.0
fn282,0.32509338609016886,0.0,0.0,0.0
fn282,0.33809653898087505,0.0,0.0,0.0
fn282,0.35109969187158124,0.0,0.0,0.0
fn282,0.36410284476228744,0.0,0.0,0.0
fn282,0.37710599765299363,0.0,0.0,0.0
fn282,0.3901091505436998,0.0,0.0,0.0
fn282,0.403112303434406,0.0,0.0,0.0
fn282,0.4161154563251122,0.0,0.0,0.0
fn282,0.4291186092158184,0.0,0.0,0.0
fn282,0.4421217621065246,0.0,0.0,0.0
fn282,0.4551249149972308,0.0,0.0,0.0
fn282,0.468128067887937,0.0,0.0,0.0
fn282,0.4811312207786432,0.0,0.0,0.0
fn282,0.49413437366934937,-3.403027091725483e-16,2.080649294752633e-15,1.8742101419380515e-15
fn282,0.5071375265600556,3.403027091725483e-16,2.080649294752633e-15,-1.8742101419380515e-15
fn282,0.5201406794507618,0.0,0.0,0.0
fn282,0.533143832341468,0.0,0.0,0.0
fn282,0.5461469852321742,0.0,0.0,0.0
fn282,0.5591501381228804,0.0,0.0,0.0
fn282,0.5721532910135866,0.0,0.0,0.0
fn282,0.5851564439042928,0.0,0.0,0.0
fn282,0.598159596794999,0.0,0.0,0.0
fn282,0.6111627496857052,0.0,0.0,0.0
fn282,0.6241659025764114,0.0,0.0,0.0
fn282,0.6371690554671176,0.0,0.0,0.0
fn282,0.6501722083578237,0.0,0.0,0.0
fn282,0.6631753612485299,0.0,0.0,0.0
fn282,0.6761785141392361,0.0,0.0,0.0
fn282,0.6891816670299423,0.0,0.0,0.0
fn282,0.7021848199206485,0.0,0.0,0.0
fn282,0.7151879728113547,0.0,0.0,0.0
fn282,0.7281911257020609,0.0,0.0,0.0
fn282,0.7411942785927671,0.0,0.0,0.0
fn282,0.7541974314834733,0.0,0.0,0.0
fn282,0.7672005843741795,0.0,0.0,0.0
fn282,0.7802037372648857,0.0,0.0,0.0
fn282,0.7932068901555919,0.0,0.0,0.0
fn282,0.8062100430462981,0.0,0.0,0.0
fn282,0.8192131959370043,0.0,0.0,0.0
fn282,0.8322163488277105,0.0,0.0,0.0
fn282,0.8452195017184166,0.0,0.0,0.0
fn282,0.8582226546091228,-0.03138997302526517,0.17280154239755377,0.1728796280880731
fn282,0.871225807499829,-0.08503948121594368,0.4668072190999029,0.4683531863369872
fn282,0.8842289603905352,-0.10729901638135667,0.5878507217146927,0.5909471164978264
fn282,0.8972321132812414,-0.10729901638135662,0.5878507217146923,0.5909471164978259
fn282,0.9102352661719476,-0.10729901638135667,0.5878507217146924,0.5909471164978262
fn282,0.9232384190626538,-0.10729901638135665,0.5878507217146924,0.5909471164978262
fn282,0.93624157195336,-0.10729901638135662,0.5878507217146923,0.590947116497826
fn282,0.9492447248440662,-0.10729901638135658,0.5878507217146921,0.5909471164978258
fn282,0.9622478777347724,-0.1072990163813567,0.5878507217146928,0.5909471164978265
fn282,0.9752510306254786,-0.10729901638135668,0.5878507217146927,0.5909471164978264
fn282,0.9882541835161848,-0.10729901638135687,0.5878507217146937,0.5909471164978274
fn282,1.0012573364068909,-0.10729901638135647,0.5878507217146914,0.5909471164978252
fn282,1.014260489297597,-0.10729901638135662,0.5878507217146923,0.5909471164978262
fn282,1.0272636421883032,-0.10729901638135657,0.587850721714692,0.5909471164978257
fn282,1.0402667950790094,-0.10729901638135658,0.5878507217146921,0.5909471164978258
fn282,1.0532699479697156,-0.10729901638135661,0.5878507217146922,0.5909471164978259
fn282,1.0662731008604218,-0.1072990163813567,0.5878507217146927,0.5909471164978264
fn282,1.079276253751128,-0.10729901638135658,0.5878507217146921,0.5909471164978258
fn282,1.0922794066418342,-0.10729901638135668,0.5878507217146925,0.5909471164978264
fn282,1.1052825595325404,-0.1072990163813567,0.5878507217146927,0.5909471164978264
fn282,1.1182857124232466,-0.10729901638135658,0.5878507217146921,0.5909471164978257
fn282,1.1312888653139528,-0.10729901638135662,0.5878507217146924,0.5909471164978262
fn282,1.144292018204659,-0.10729901638135668,0.5878507217146925,0.5909471164978263
fn282,1.1572951710953652,-0.10729901638135664,0.5878507217146924,0.5909471164978262
fn282,1.1702983239860714,-0.10729901638135644,0.5878507217146913,0.590947116497825
fn282,1.1833014768767776,-0.1072990163813566,0.5878507217146923,0.5909471164978259
fn282,1.1963046297674838,-0.10729901638135664,0.5878507217146924,0.5909471164978262
fn282,1.20930778265819,-0.1072990163813567,0.5878507217146928,0.5909471164978265
fn282,1.2223109355488961,-0.1072990163813566,0.5878507217146923,0.5909471164978259
fn282,1.2353140884396023,-0.1072990163813566,0.5878507217146922,0.5909471164978259
fn282,1.2483172413303085,-0.10729901638135675,0.5878507217146931,0.5909471164978268
fn282,1.2613203942210147,-0.10729901638135675,0.5878507217146931,0.5909471164978268
fn282,1.274323547111721,-0.10729901638135667,0.5878507217146925,0.5909471164978263
fn282,1.287326700002427,-0.1072990163813566,0.5878507217146922,0.5909471164978259
fn282,1.3003298528931333,-0.10729901638135655,0.5878507217146919,0.5909471164978256
fn282,1.3133330057838395,-0.10729901638135655,0.5878507217146919,0.5909471164978257
fn282,1.3263361586745457,-0.10729901638135667,0.5878507217146925,0.5909471164978262
fn282,1.3393393115652519,-0.1072990163813566,0.5878507217146921,0.5909471164978259
fn282,1.352342464455958,-0.10729901638135653,0.5878507217146918,0.5909471164978255
fn282,1.3653456173466643,-0.1072990163813566,0.5878507217146923,0.5909471164978259
fn282,1.3783487702373705,-0.1072990163813567,0.5878507217146927,0.5909471164978264
fn282,1.3913519231280767,-0.10729901638135668,0.5878507217146925,0.5909471164978264
fn282,1.4043550760187828,-0.1072990163813566,0.5878507217146921,0.5909471164978259
fn282,1.417358228909489,-0.10729901638135665,0.5878507217146924,0.5909471164978262
fn282,1.4303613818001952,-0.10729901638135668,0.5878507217146924,0.5909471164978263
fn282,1.4433645346909014,-0.10679909383207892,0.5851402642730128,0.5881938033833991
fn282,1.4563676875816076,-0.10579924873352349,0.5797181685449746,0.5826871771545451
