source_directory,sigma,input_snapshot_sha256,identified_coefficients_sha256,run_diagnostics_sha256,restoring_source_sha256,maximum_harmonic_residual_nrmse,maximum_bvp_relative_residual,response_calibration_used
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma085_complete_AB_troesch_experimental_C_stable12_body12_sub16_v3,0.85,1aa10af0e3c11aa69ca0835486133f9731e7df79fe16552048a2d860ae15637c,760dcf48dc14a1600214de1017022e3b7a0a23798d68c6ab83469499782f4075,02bf58b3bc7458a11af2e095227d678810ebab83725c66e507542e4ac9fa1311,aaf16245eeacba4acfa7c0db2370c44209c3546374e46edf253a33ed8da62e8b,0.04352169114157723,3.820802770469602e-15,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma113_complete_AB_troesch_experimental_C_stable12_body12_sub16_v3,1.13,9074c07d0d2f77b1fbca2a2af3a1381975b17eaaf8aa39aec06021e7653558e1,eedad7fb3146b32e578906647389912c9edde6df05a362e6d3ece819f3c9d409,d2e9703af65e844f981ced92993b45e7e89882c62c457164e7b5fd7172ac48d4,aaf16245eeacba4acfa7c0db2370c44209c3546374e46edf253a33ed8da62e8b,0.04021660543372613,3.742670105051041e-15,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma14_complete_AB_troesch_experimental_C_stable12_body12_sub16_v3,1.4,69420aae536f841a6cb0974d8555425e33e07ea19a1bfb002a5408410deca59b,0fab80c91f747bc3dc0d782fb30b346e32dd0c68bed3ab921ae3e6e0fe05bfe3,8cbc660e5f100ceaa2fa2c9e795ded0aff7839fb59be797e492e61a13a5753a3,aaf16245eeacba4acfa7c0db2370c44209c3546374e46edf253a33ed8da62e8b,0.03831756090696913,3.830227723050567e-15,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma170_complete_AB_troesch_experimental_C_stable12_body12_sub16_v3,1.7,2359dbbc0b5e331371271ae4317f9a2ae767b7799561f7bb58320f710eb288f9,e2ac67d23dd3db3c8876ac235ace0a1f6b2bab0889ee1af7a8d0fbe10ce00ef2,f44630f0c88ac5e1d5bedf9320611e00083eee8d6562bf695e4c72b72115f397,aaf16245eeacba4acfa7c0db2370c44209c3546374e46edf253a33ed8da62e8b,0.037637978154976534,4.0207958550367555e-15,False
D:\Projects\20260601-Potential-flow-ship\20260717-planningvessel-code\outputs\sun2007_sigma195_complete_AB_troesch_experimental_C_stable12_body12_sub16_v3,1.95,a9809d778aa3546a6086af3cc5d5b9785933157f7274b7297cd9923071e7a2e3,367a42858e3aedf279b152b42e47127012663745afa5706a75068c77641dc16d,784d4d3e17bc0266aac5ac1b6736577061d7571d07a85212d2dbdb2705f75192,aaf16245eeacba4acfa7c0db2370c44209c3546374e46edf253a33ed8da62e8b,0.03349275617909558,3.983509406170052e-15,False
