omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.827888544988337,15.152151857302709,2.5453394912773297,6364954.632249405,2.137906958437394e-15
3.0,10.025466244217302,8.856570386297957,1.7922366024201541,6364954.632249405,2.5935426438085193e-15
4.0,4.055185193354799,2.4031086788129286,1.7840187258322524,6364954.632249405,1.9453924493544323e-15
