configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason,route
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,10.276798259487924,1.0576996441128128,4.020603954062324,0.3509427077474146,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,faltinsen_ch9
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,10.247160684900585,1.146153846,3.2444656098114137,0.8295234216926594,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,faltinsen_ch9
FnB=1.67,heave,7,218,True,True,True,True,1.057692308,0.9653846154,0.01538461538,7.607131080061594,8.916502219805084,1.0576996441128128,2.0867678597136887,0.1721241721698962,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_raw_station_phase_excitation
FnB=1.67,pitch,7,218,False,False,False,True,1.146153846,,0.01538461538,5.601,8.92623144557016,1.146153846,2.923466422483301,0.5936853143313979,0.1,UNRESOLVED,experimental maximum is at the measured-range boundary,matched_raw_station_phase_excitation
