eta,xi,pressure_coefficient
-0.9689059059518481,0.08543032127569551,5.986357932076237
-0.9081983890006946,0.2522228532901486,6.1112813077826456
-0.8503817061900723,0.4110728837801038,6.1914169929688825
-0.7953181987513842,0.5623586271038709,6.249802428078947
-0.7428767630954909,0.7064402874122203,6.305555192945909
-0.6929325386613067,0.8436609162773152,6.362959524853238
-0.6453666106287503,0.9743472294821673,6.423530948242984
-0.6000657267882206,1.0988103849153594,6.487927408445429
-0.5569220278924779,1.2173467234231619,6.556462911560019
-0.5158327908489134,1.3302384743829738,6.62929334069934
-0.4767001841407568,1.4377544276780325,6.7064980681231114
-0.43943103489489344,1.5401505736733265,6.788120379765824
-0.40393660704169015,1.6376707127164638,6.874188948511124
-0.37013239003863935,1.73054703561469,6.964729681980392
-0.3379378976547815,1.819000676470143,7.059772367939212
-0.3072764763368217,1.9032422391896224,7.15935439256337
-0.2780751227006695,1.9834722989224598,7.263522761822243
-0.25026430971385777,2.0598818796204004,7.372335107999499
-0.2237778211549895,2.1326529088565342,7.485860058293067
-0.1985525939560674,2.2019586509861853,7.604177162614002
-0.17452856805233197,2.267964119681091,7.727376463418927
-0.1516485433821077,2.3308264708190967,7.855557708921564
-0.12985804369617998,2.3906953766648162,7.98882914239703
-0.1091051868524393,2.447713382232168,8.127305730368745
-0.08934056128697199,2.5020162446772654,8.271106608651628
-0.07051710836747926,2.5537332565297386,8.420351413383765
-0.05259001034891475,2.602987553532094,8.575155005401932
-0.035516583664567614,2.649896407820052,8.735619862539963
-0.019256177298522692,2.6945715071419167,8.901825061857162
-0.0037700759975276,2.7371192207817874,9.07381023135308
0.010978591908182067,2.7776408528197596,9.251552000167107
0.025024942294572194,2.8162328833321144,9.434929116113063
0.038402418853038967,2.8529871981057857,9.623670176669345
0.05114287271824558,2.887991307414044,9.817274199419586
0.06327663830415653,2.92132855437429,10.014887861269454
0.07483260552883353,2.953078313384048,10.215111895769958
0.08583828859995457,2.983316179107627,10.41568831982357
0.09631989152483178,3.0121141464634165,10.612980371344458
0.10630237050090519,3.039540782040359,10.801077328485084
0.1158094933352608,3.0656613873517324,10.970187567271338
0.12486389603464731,3.0905381543149453,11.103600981350944
0.13348713670072965,3.1142303133275293,11.171562350799654
0.14169974685890319,3.136794274291895,11.117835252624504
0.14952128034287804,3.1582837609246246,10.826728073532172
0.1569703598514255,3.1787499386700806,10.02806720797636
0.16406472128813732,3.1982415365228962,7.943726149167237
0.17082125598976772,3.216804963049387,1.077511845762956
0.17725605094370145,3.2344844168841407,-13.723143433980233
