omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
7.516249999999999,-976.5891594873264,-4173.815242847343,220.1385579831616,-92.40090267882074
8.924499999999998,-1057.0065383816252,-4195.763425086104,286.70536503083474,-117.52431447553661
10.457749999999999,-1125.5376559633435,-4203.41401682099,362.5809104257554,-146.453186407584
12.101749999999997,-1178.855345291718,-4190.863927175659,446.5083023105731,-178.33463461695163
13.855,-1214.4743002648897,-4152.074843133512,537.337123726456,-212.2455668753277
15.738999999999999,-1230.1691195280443,-4079.7654876387055,634.5100978347458,-247.39641576960503
19.842,-1192.799909232802,-3810.1186067640556,834.4566187234913,-314.1301348455485
24.394999999999996,-1058.2938745371157,-3339.1198923033953,1016.4451943408657,-364.3170855422785
43.910999999999994,-87.84816524125134,-335.81266328401193,911.5716335015427,-285.61319769666386
