frequency_index,status,heave_amplitude_relative_error,pitch_amplitude_relative_error,heave_phase_circular_error_deg,pitch_phase_circular_error_deg,point_acceleration_kinematic_relative_residual
0,PASS,7.99273449277637e-14,7.4149644094114e-14,1.5631940186722204e-12,5.059064278611913e-12,0.0
1,PASS,9.110750102739961e-13,8.245675976318512e-13,4.263256414560601e-12,1.858779796748422e-11,0.0
2,PASS,2.8735839661838164e-12,2.5843883599451367e-12,8.72546479513403e-12,2.7853275241795927e-12,0.0
3,PASS,4.3971498760732694e-13,2.1179509954099025e-12,1.4728129826835357e-10,1.8960122361022513e-10,0.0
4,PASS,3.469940393086298e-11,2.836146356373115e-11,3.729780928551918e-10,4.5150727601139806e-10,0.0
5,PASS,6.49443170511574e-11,1.2504873776955633e-10,6.619728765144828e-09,5.7143836329487385e-09,0.0
6,PASS,2.0995472388375126e-10,4.0304759673202605e-10,2.410533284091798e-08,1.6887668152776314e-08,0.0
7,PASS,4.107603528748688e-09,3.0571070116421327e-09,6.635985982939019e-09,2.8852582545368932e-09,0.0
