component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.06280439763961837,0.5302643976396184,1.6674981057849636,False
front,1.4,0.5196044000965944,0.9870644000965944,3.1039761009326865,False
longitudinal_bin_aft_post_chine,1.4,-0.34065938864955847,0.12680061135044152,0.398744060850445,False
longitudinal_bin_forward_post_chine,1.4,0.12213214836821591,0.5895921483682159,1.8540633596484777,False
longitudinal_bin_middle_post_chine,1.4,-0.10945441275924446,0.35800558724075554,1.1258037334614954,False
longitudinal_bin_pre_chine,1.4,0.33740960094203876,0.8048696009420387,2.5310364809498074,False
post_chine_bem,1.4,-0.04330991014107757,0.42415008985892244,1.3338053140217687,False
pre_chine_bem,1.4,0.33740960094203876,0.8048696009420387,2.5310364809498074,False
raw_bem,1.4,0.06280439763961837,0.5302643976396184,1.6674981057849636,False
resolved_station_bem,1.4,0.07194238455809185,0.5394023845580919,1.6962339137046913,False
total,1.4,0.16547388962789986,0.6329338896278999,1.990358143483962,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.43839589701018994,0.029064102989810048,0.09139655028242154,False
