configuration,metric,eligible_experimental_points,dense_computed_points,reference_peak_is_interior,reference_peak_uncertainty_resolved,peak_is_resolved,computed_peak_is_interior,reference_discrete_peak_rao,reference_neighbor_max_rao,digitization_uncertainty_abs,reference_peak_omega_e_rad_s,computed_peak_omega_e_rad_s,reference_peak_rao_quadratic,computed_peak_rao_quadratic,peak_frequency_relative_error,limit,status,reason,route
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.671128522987567,1.3147004160447735,14.590076509503433,0.1277244889915519,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,faltinsen_ch9
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,9.65020734245763,1.5206858599314934,16.92615074492005,0.13581081475356577,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,faltinsen_ch9
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.395868527651231,1.3147004160447735,30.2440267975835,0.09562715548567954,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_only
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,9.390797094738389,1.5206858599314934,35.04310968469508,0.10527872830594139,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_only
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.75290850906788,1.3147004160447735,289.8263966124505,0.1372606349328394,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_damping_only
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,9.752823421546491,1.5206858599314934,324.3530716970563,0.14788852959021437,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_damping_only
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,9.432322857832123,1.3147004160447735,28.77464429392421,0.0998779976471769,0.1,PASS,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_and_damping
FnB=2.82,pitch,7,218,True,True,True,True,1.504807692,1.4375,0.01923076923,8.496315774693,9.426303635555158,1.5206858599314934,32.28245373744721,0.10945777976287148,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_delta_added_and_damping
FnB=2.82,heave,7,218,True,True,True,False,1.307692308,1.25,0.01923076923,8.575790113093852,7.53184708443422,1.3147004160447735,2.854461705628942,0.12173141073796798,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_only
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.53184708443422,1.5206858599314934,1.6802798819429121,0.11351610696150595,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_only
FnB=2.82,heave,7,218,True,True,True,True,1.307692308,1.25,0.01923076923,8.575790113093852,11.878187313330601,1.3147004160447735,0.5561815018097389,0.38508372484472536,0.1,FAIL,experimental peak is bracketed and uncertainty-resolved,matched_raw_damping_only
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.53184708443422,1.5206858599314934,2.8510544252745462,0.11351610696150595,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_damping_only
FnB=2.82,heave,7,218,True,True,True,False,1.307692308,1.25,0.01923076923,8.575790113093852,7.53184708443422,1.3147004160447735,1.6054231129544687,0.12173141073796798,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_and_damping
FnB=2.82,pitch,7,218,True,True,True,False,1.504807692,1.4375,0.01923076923,8.496315774693,7.53184708443422,1.5206858599314934,2.0243260704144936,0.11351610696150595,0.1,FAIL,computed maximum is at the comparison-range boundary,matched_raw_added_and_damping
