residual_row,shape_mode,value,finite_difference_step,jacobian_condition_number
0,0,-2.795702626315608,2.402781986107872e-05,95.23931889222
0,1,-5.973698402230633,1.112146114764592e-05,95.23931889222
0,2,-8.535167328671598,7.633470968410306e-06,95.23931889222
0,3,-10.123535140588627,6.250478996890778e-06,95.23931889222
0,4,-10.927492661032908,5.568917643250507e-06,95.23931889222
0,5,-11.20014480341559,5.181189230168722e-06,95.23931889222
0,6,-11.143695972622227,4.93691289313865e-06,95.23931889222
0,7,-10.913818959929916,4.770856141138923e-06,95.23931889222
1,0,-0.37931011555182625,2.402781986107872e-05,95.23931889222
1,1,-0.7962719585794725,1.112146114764592e-05,95.23931889222
1,2,-1.0996789253449393,7.633470968410306e-06,95.23931889222
1,3,-1.2293127203968335,6.250478996890778e-06,95.23931889222
1,4,-1.2022441068162217,5.568917643250507e-06,95.23931889222
1,5,-1.0459199262688037,5.181189230168722e-06,95.23931889222
1,6,-0.7819995996044534,4.93691289313865e-06,95.23931889222
1,7,-0.4267239961503451,4.770856141138923e-06,95.23931889222
2,0,-2.1909043544319,2.402781986107872e-05,95.23931889222
2,1,-4.704913700672826,1.112146114764592e-05,95.23931889222
2,2,-6.7852091092038105,7.633470968410306e-06,95.23931889222
2,3,-8.172042424648232,6.250478996890778e-06,95.23931889222
2,4,-9.02771430816044,5.568917643250507e-06,95.23931889222
2,5,-9.562491856795454,5.181189230168722e-06,95.23931889222
2,6,-9.945045475912492,4.93691289313865e-06,95.23931889222
2,7,-10.306154369329418,4.770856141138923e-06,95.23931889222
3,0,-0.004557072082066688,2.402781986107872e-05,95.23931889222
3,1,0.004248998981973939,1.112146114764592e-05,95.23931889222
3,2,0.04356523458942465,7.633470968410306e-06,95.23931889222
3,3,0.12573356770119504,6.250478996890778e-06,95.23931889222
3,4,0.25888458751002846,5.568917643250507e-06,95.23931889222
3,5,0.449266203703193,5.181189230168722e-06,95.23931889222
3,6,0.7019665516757626,4.93691289313865e-06,95.23931889222
3,7,1.021119238464308,4.770856141138923e-06,95.23931889222
4,0,-2.2419340528649756,2.402781986107872e-05,95.23931889222
4,1,-4.8358842047831905,1.112146114764592e-05,95.23931889222
4,2,-7.03113983563216,7.633470968410306e-06,95.23931889222
4,3,-8.58007556029379,6.250478996890778e-06,95.23931889222
4,4,-9.662055342072573,5.568917643250507e-06,95.23931889222
4,5,-10.503021478223893,5.181189230168722e-06,95.23931889222
4,6,-11.284495765522994,4.93691289313865e-06,95.23931889222
4,7,-12.147634370968818,4.770856141138923e-06,95.23931889222
5,0,0.0033230718139180323,2.402781986107872e-05,95.23931889222
5,1,0.019257488350219905,1.112146114764592e-05,95.23931889222
5,2,0.06005528320445944,7.633470968410306e-06,95.23931889222
5,3,0.13538110643757123,6.250478996890778e-06,95.23931889222
5,4,0.25252444411345243,5.568917643250507e-06,95.23931889222
5,5,0.4171925084557055,5.181189230168722e-06,95.23931889222
5,6,0.6337621099574635,4.93691289313865e-06,95.23931889222
