outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,0.008532809677203625,0.0014537663418608651,0.17037369833113328
1,1,0.005424283413709962,0.0009241552259899909,0.17037369833113328
1,2,-0.0011962661142504258,-0.00020381228207305908,0.17037369833113328
1,3,-0.0004097423941802236,-6.980932705953772e-05,0.17037369833113328
1,4,0.0008429826172863138,0.00014362206613592761,0.17037369833113328
1,5,0.00032264024026715764,5.496941096476108e-05,0.17037369833113328
1,6,0.00011798741068459002,2.010195151484787e-05,0.17037369833113328
1,7,3.2231055115263126e-05,5.49132406110197e-06,0.17037369833113328
1,8,-1.1204399356854779e-05,-1.90893495600632e-06,0.17037369833113328
1,9,-6.852569199170715e-05,-1.167497557532727e-05,0.17037369833113328
1,10,-8.85106961079176e-05,-1.5079894637768965e-05,0.17037369833113328
1,11,-0.00011041502352528837,-1.8811815909322465e-05,0.17037369833113328
1,12,-0.00011120006261272359,-1.8945565921983303e-05,0.17037369833113328
1,13,-0.00011466070750585776,-1.9535168791037318e-05,0.17037369833113328
1,14,-0.00010713832941320559,-1.8253553415147072e-05,0.17037369833113328
1,15,-0.00010384984353765437,-1.7693281914619715e-05,0.17037369833113328
1,16,-9.442399528211817e-05,-1.6087365287415954e-05,0.17037369833113328
1,17,-8.884859128438765e-05,-1.5137463088632419e-05,0.17037369833113328
1,18,-7.893080845924156e-05,-1.3447733749467285e-05,0.17037369833113328
1,19,-7.180366718869194e-05,-1.2233456332675292e-05,0.17037369833113328
1,20,-6.178805573700118e-05,-1.0527059568603088e-05,0.17037369833113328
1,21,-5.479931580035604e-05,-9.336362098922366e-06,0.17037369833113328
1,22,-4.659155782749916e-05,-7.937976018079893e-06,0.17037369833113328
1,23,-4.1450161629345275e-05,-7.062017333214788e-06,0.17037369833113328
1,24,-3.535383838562905e-05,-6.023364195960804e-06,0.17037369833113328
1,25,-3.126457621235477e-05,-5.326661476054457e-06,0.17037369833113328
1,26,-2.608872847698735e-05,-4.444833155381089e-06,0.17037369833113328
1,27,-2.2585854170826614e-05,-3.848035505051382e-06,0.17037369833113328
1,28,-1.853521233040247e-05,-3.1579126740834924e-06,0.17037369833113328
1,29,-1.6221662691183686e-05,-2.763744665777129e-06,0.17037369833113328
1,30,-1.3581162448126271e-05,-2.313872873923181e-06,0.17037369833113328
1,31,-1.2206559698355545e-05,-2.079676719708597e-06,0.17037369833113328
1,32,-1.0271492786361153e-05,-1.7499922133939065e-06,0.17037369833113328
1,33,-9.177549082442353e-06,-1.5636129787912025e-06,0.17037369833113328
1,34,-7.509300558385253e-06,-1.2793873080121398e-06,0.17037369833113328
1,35,-6.656577898944707e-06,-1.1341057948724945e-06,0.17037369833113328
1,36,-5.585289671069041e-06,-9.515864575107113e-07,0.17037369833113328
1,37,-5.314079159935521e-06,-9.053793197026166e-07,0.17037369833113328
1,38,-4.7106618243290105e-06,-8.025728765982168e-07,0.17037369833113328
1,39,-4.561378013951669e-06,-7.771388417232656e-07,0.17037369833113328
1,40,-3.951415107417398e-06,-6.732172054922144e-07,0.17037369833113328
1,41,-3.6937833308897433e-06,-6.293235269175778e-07,0.17037369833113328
1,42,-3.167242473320548e-06,-5.396148136910674e-07,0.17037369833113328
1,43,-3.104094589265866e-06,-5.288560751428857e-07,0.17037369833113328
1,44,-2.8818185987522483e-06,-4.909860925888648e-07,0.17037369833113328
1,45,-2.981885154770326e-06,-5.080348018169242e-07,0.17037369833113328
1,46,-2.7849192500401616e-06,-4.7447699218290845e-07,0.17037369833113328
1,47,-2.738649989284577e-06,-4.6659392710893193e-07,0.17037369833113328
1,48,-2.433774535719451e-06,-4.146511685546597e-07,0.17037369833113328
1,49,-2.3665371329011564e-06,-4.031956835703267e-07,0.17037369833113328
1,50,-2.2157929858882897e-06,-3.7751284574197253e-07,0.17037369833113328
1,51,-2.320275536178175e-06,-3.953139242459289e-07,0.17037369833113328
1,52,-2.3004560356589714e-06,-3.919372026433964e-07,0.17037369833113328
1,53,-2.376137978536554e-06,-4.0483141514833575e-07,0.17037369833113328
1,54,-2.2733014710755984e-06,-3.873107790487555e-07,0.17037369833113328
1,55,-2.281227182831169e-06,-3.886611118724586e-07,0.17037369833113328
1,56,-2.2820667252114457e-06,-3.8880414781269206e-07,0.17037369833113328
1,57,-2.4425582781859023e-06,-4.1614768724385724e-07,0.17037369833113328
1,58,-2.317544858122902e-06,-3.948486885267004e-07,0.17037369833113328
1,59,-1.4017002051457594e-06,-2.3881284790219127e-07,0.17037369833113328
1,60,2.4527227090380237e-08,4.178794389195642e-09,0.17037369833113328
1,61,-2.6362137467876373e-06,-4.491414856315835e-07,0.17037369833113328
1,62,-1.0572701048928496e-05,-1.8013101790554e-06,0.17037369833113328
1,63,-8.72682570383866e-06,-1.4868215698541877e-06,0.17037369833113328
