phase,outer_iteration,source_shape_dipole_coefficient,target_shape_dipole_coefficient,source_formal_exact_objective,rebased_formal_exact_objective,formal_exact_relative_change,maximum_displacement_ratio,rebased_root_relative_mismatch,rebased_condition_number
pre_linearization,1,8.021337830193522,8.023065984821327,0.0014287233348635523,0.0014286794229677595,-3.073505886073422e-05,2.615978525096159e-05,8.059655934471349e-07,253053.57264304816
final_synchronization,1,8.023065984821327,8.026911259995465,0.0012609661974296897,0.0012569206648648996,-0.003208279946787101,0.152954655693589,2.178414233927839e-12,253042.50144165708
