case,omega,mode,original_real,original_imag,delta_real,delta_imag,candidate_real,candidate_imag,complex_relative_change
fn167,8.6966,3,55.45660390492362,-5309.513500463773,-15.289043359719614,-19.980298208589478,40.167560545204005,-5329.493798672363,0.004738186738873765
fn167,8.6966,5,1209.377459226668,-855.7499050429305,-9.159280533468868,-12.269079058322001,1200.218178693199,-868.0189841012525,0.010334567587344997
fn226,10.4354,3,-594.9592529990011,-4787.292012913522,-29.33610978895685,-21.4767554114681,-624.295362787958,-4808.76876832499,0.007536579562254844
fn226,10.4354,5,673.5895695039163,-489.959895725076,-12.408331114627584,-9.394837839766316,661.1812383892888,-499.3547335648423,0.018685367411517523
fn282,12.10175,3,-1007.9049709629742,-4330.769727593731,-42.37250074443275,-18.569368047823286,-1050.277471707407,-4349.339095641554,0.010404306558915685
fn282,12.10175,5,421.4843972045409,-175.92824412024072,-11.750036567680665,-5.538492629757855,409.7343606368603,-181.46673674999857,0.028441322921180342
