added_mass_per_length_kg_m,amplitude_m,case_index,damping_per_length_kg_m_s,first_harmonic_force_amplitude_n_m,first_harmonic_ratio_to_base,harmonic_fit_residual_nrmse,linearity_ratio_deviation_from_two,max_contact_constraint_abs_m,max_free_surface_pressure_abs_pa,max_potential_bvp_residual,max_pressure_bvp_residual,omega_rad_s,response_calibration_used,restoring_per_length_n_m2,runtime_s,sample_count,status
179.87378658596774,0.001,0,334.58601711337906,3.8319902805726693,,0.051019536098434015,,0.0,1.079967007749233e-15,2.859825797757912e-15,2.238814851022733e-15,4.0,False,6468.660836363963,34.0515379,145,sun_ch2_moving_wedge_free_surface_bem_with_beach_remesh_no_jet_or_spray_benchmark_pending
179.8038548669373,0.002,1,334.7199758594799,7.666451745307139,2.000644882679982,0.05113999409220687,0.0006448826799818619,0.0,1.7414997395548415e-15,3.186713512525039e-15,1.766245702838904e-15,4.0,False,6468.660836363963,33.7799147,145,sun_ch2_moving_wedge_free_surface_bem_with_beach_remesh_no_jet_or_spray_benchmark_pending
