time_s,vertical_force_per_length_n_m,potential_bvp_relative_residual,pressure_bvp_relative_residual,free_surface_pressure_max_abs_pa,contact_constraint_max_abs_m
0.0,388.1589376801226,9.037273724356529e-16,7.946033173367618e-16,3.3881317890172014e-18,0.0
0.032724923474893676,389.00122314896504,1.3870886478422162e-15,6.777842095332477e-16,1.7893571010747095e-17,0.0
0.06544984694978735,389.82671070914444,9.992224894838795e-16,8.863669733926671e-16,1.138729918465e-16,0.0
0.09817477042468103,390.61977047430764,1.7516809442778627e-15,6.948216390750049e-16,4.743384504624082e-17,0.0
0.1308996938995747,391.3654046068907,1.3391488305652684e-15,7.271269685464627e-16,1.9584659055050504e-16,0.0
0.16362461737446837,392.04952635665495,1.0263754890459297e-15,5.630140774497858e-16,1.9063535269142097e-16,0.0
0.19634954084936207,392.6592205872576,1.317019493875157e-15,8.171827693213615e-16,9.137367918505765e-17,0.0
0.22907446432425574,393.1829810246268,1.375643880294541e-15,6.775342025469452e-16,1.2514911795682288e-16,0.0
0.2617993877991494,393.61092002299006,1.5297514274595727e-15,1.2008817443824132e-15,1.8761779781682753e-16,0.0
0.2945243112740431,393.9349472720966,2.139710678414157e-15,9.535500256519607e-16,1.6188090023785262e-16,0.0
0.32724923474893675,394.1489145360434,2.0879656454110777e-15,1.0017528722658598e-15,2.022522772141157e-16,0.0
0.35997415822383044,394.2487241963002,1.9170060996753765e-15,7.11642954170988e-16,2.0667603913004928e-16,0.0
0.39269908169872414,394.2324000498215,1.6441018539143247e-15,1.5893748895484666e-15,2.1345230270808369e-16,0.0
0.4254240051736178,394.10011947440813,1.4466758020731214e-15,1.1802054072913752e-15,2.913793338554793e-16,0.0
0.4581489286485115,393.8542067109022,9.257497982604972e-16,1.2219651037132938e-15,2.0328790734103208e-16,0.0
0.4908738521234051,393.4990876240986,9.406456427938586e-16,8.850950307420548e-16,3.100140586950739e-16,0.0
0.5235987755982988,393.0412068940137,1.1156622396097044e-15,1.1913906395191675e-15,2.0837010502455788e-16,0.0
