reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.75,22.35167399224167,6.343908106194806,0.9671513923869919,0.03284860761300812,8.934189694176135e-07,1379482.1070062278,1.0001109466641094,0.24818653590885834,22.390773691327706,1.0017492962316652,6.346585103595468,7.827348927717644,True,,7.823224506707262
1,0.5,22.35167399224167,6.343908106194806,0.9778684749788549,0.022131525021145126,3.9535423918049587e-07,1379432.0191952437,1.0000746334942572,0.16549196251478993,22.377309205796095,1.001146903518874,6.3505738471796365,7.82613543307118,True,,
1,0.25,22.35167399224167,6.343908106194806,0.9888660325696447,0.01113396743035533,9.817378556234985e-08,1379379.2510869754,1.0000363771352614,0.08278412776275564,22.364293157615297,1.0005645736143973,6.349715971897955,7.8249211209309815,True,,
2,0.75,22.390773691327706,6.346585103595468,0.9679884637764851,0.032011536223514936,9.11860290256149e-07,1379635.473011644,1.000111179116745,0.24816590589876733,22.438836543999226,1.0021465472044022,6.314372486641956,7.8314727041297925,True,,7.827348927717644
2,0.5,22.390773691327706,6.346585103595468,0.9784567493111114,0.021543250688888627,4.032205070024357e-07,1379584.2185079823,1.0000740242283015,0.16544067039900276,22.422346096084368,1.0014100631443965,6.331149017227236,7.830259508932655,True,,
2,0.25,22.390773691327706,6.346585103595468,0.9891320642497128,0.010867935750287216,1.0024520451043808e-07,1379534.1514275074,1.0000377301144807,0.08273557588863421,22.40634317231098,1.0006953525232272,6.3419401758761955,7.8290452698124495,True,,
3,0.75,22.438836543999226,6.314372486641956,0.9689471783417085,0.031052821658291485,9.300200337713134e-07,1379787.8217005238,1.000110424692476,0.24811817645619505,22.49627002880363,1.0025595571629475,6.242482179566453,7.835595495481181,True,,7.8314727041297925
3,0.5,22.438836543999226,6.314372486641956,0.9790855101260425,0.020914489873957498,4.1127197870067463e-07,1379736.0178701424,1.0000728757664827,0.16541218888310422,22.47661431742074,1.001683588779099,6.27343439601546,7.834382623336433,True,,
3,0.25,22.438836543999226,6.314372486641956,0.9894320340961692,0.0105679659038308,1.0228269911276904e-07,1379685.560877053,1.00003630306741,0.08272314329309637,22.457488776638076,1.0008312477610983,6.2974722037485265,7.833168672334449,True,,
4,0.75,22.49627002880363,6.242482179566453,0.9700841460982277,0.029915853901772316,9.479802917746048e-07,1379935.6197105127,1.0001071143651517,0.24802455292288642,22.563499522351485,1.002988472909588,6.127993811402515,7.8397168937161155,True,,7.835595495481181
4,0.5,22.49627002880363,6.242482179566453,0.9798292459983436,0.020170754001656355,4.191884729944473e-07,1379887.1700223489,1.0000720004967005,0.16535285773868655,22.540532975796317,1.0019675682651397,6.173792017570575,7.838504471612508,True,,
4,0.25,22.49627002880363,6.242482179566453,0.9897855884682253,0.010214411531774714,1.0427767805303403e-07,1379836.162473697,1.0000350328211334,0.08269519727106395,22.518143166603828,1.0009723006423819,6.212050092680974,7.837290931162458,True,,
