eta,xi,pressure_coefficient
-0.9800197726336113,0.054895223524722155,7.558911086996665
-0.9400593179008341,0.16468567057416647,7.68729427545823
-0.9000988631680567,0.2744761176236108,7.749056634480527
-0.8601384084352794,0.3842665646730551,7.781582824446222
-0.820177953702502,0.4940570117224994,7.808928875577547
-0.7802174989697248,0.6038474587719437,7.837032492672754
-0.7402570442369474,0.713637905821388,7.868224081018495
-0.7002965895041701,0.8234283528708323,7.9037578213458755
-0.6603361347713927,0.9332187999202766,7.944517568487218
-0.6203756800386154,1.0430092469697207,7.991268066055147
-0.5804152253058381,1.1527996940191652,8.044763237818863
-0.5404547705730607,1.2625901410686096,8.10580251949194
-0.5004943158402835,1.372380588118054,8.175265535635406
-0.4605338611075061,1.482171035167498,8.254135084704286
-0.4205734063747288,1.5919614822169423,8.34350981711337
-0.38061295164195147,1.7017519292663867,8.444603167342581
-0.34065249690917415,1.8115423763158311,8.558722753994612
-0.3006920421763968,1.9213328233652753,8.687229193250166
-0.26073158744361946,2.03112327041472,8.831502551544766
-0.2207711327108422,2.140913717464164,8.993050043419972
-0.18081067797806483,2.2507041645136083,9.174221223880961
-0.14085022324528745,2.3604946115630527,9.381137027436221
-0.10088976851251019,2.4702850586124967,9.637115706733294
-0.060929313779732874,2.5800755056619415,9.874729733142804
