node_index,xi,eta
0,4.551578427743631,-0.0360659083764154
1,4.548723171248278,-0.037077379611271145
2,4.545730374758347,-0.03806249912549892
3,4.542600151853626,-0.03903048557596126
4,4.539360165301062,-0.04008206256645485
5,4.536010000107156,-0.04122738184803674
6,4.532522880783987,-0.04240023824669438
7,4.528919709679547,-0.04367522807681241
8,4.5251864176784595,-0.045024713050887795
9,4.521328156594133,-0.046475487230571245
10,4.5173443904818,-0.048037623332828135
11,4.5132347792625245,-0.049721172383032974
12,4.50900378345835,-0.051546850405610134
13,4.504638551274687,-0.05349491002624143
14,4.500181183838598,-0.05566490088102637
15,4.49561143903462,-0.058018354022296374
16,4.490943860003899,-0.06058817402362072
17,4.486210652216216,-0.06343209692036368
18,4.481428404543766,-0.06657242137833724
19,4.476632576081359,-0.07005375695360766
20,4.471864298671073,-0.07391729442816139
21,4.467200182881477,-0.07823224675162677
22,4.462678083978583,-0.08300767577757423
23,4.4584282837402025,-0.08832388839675012
24,4.4544655635273145,-0.09414406509935544
25,4.451046399674419,-0.1005750999748594
26,4.448142143211403,-0.10752355950018731
27,4.446047918509629,-0.11502349187987757
28,4.444719248103431,-0.12296027456439149
29,4.44444527293985,-0.1312726474522209
30,4.445068409424143,-0.13984099461050983
31,4.446673194551624,-0.14856899684734387
32,4.4491479320394784,-0.15739106669774489
33,4.452597970614906,-0.16619972537508398
34,4.456768468322702,-0.17502734522955624
35,4.4617281695301125,-0.18379677800910701
36,4.467419117762645,-0.1924936119171227
37,4.47375322717446,-0.2011413749871555
38,4.480776950668967,-0.20967628077258516
39,4.4884082988987295,-0.2181380503558465
40,4.4966482473141385,-0.22650622186325384
41,4.505477812489001,-0.2347812869620257
42,4.5148855653301805,-0.24296055757194018
43,4.524870123037346,-0.2510324589465378
44,4.535413461064136,-0.25900841996108076
45,4.546512026142056,-0.2668851910106733
46,4.5581518165589126,-0.27467696382657436
47,4.570332948115088,-0.2823805537146303
48,4.583051459818628,-0.2900007759279614
49,4.596302592371956,-0.2975463740761323
50,4.610077918673444,-0.3050355734087821
51,4.62437960047858,-0.31247002175272137
52,4.639209797429961,-0.3198525255621705
53,4.654563618502636,-0.32720180573383156
54,4.670446581511256,-0.3345170297983937
55,4.686858460518275,-0.3418106961770225
56,4.703806789128758,-0.34907915296324427
57,4.721294478717581,-0.35632987530773375
58,4.739327280459884,-0.36356444642686425
59,4.757911674580755,-0.3707830245092814
60,4.777054873100078,-0.37798414997476615
61,4.796761058711182,-0.3851747344567068
62,4.817041751471871,-0.39234189120984614
63,4.837896878883713,-0.39950539560273207
64,4.859340533114305,-0.40664460812627135
65,4.88137007986586,-0.41378866868474884
66,4.9040003809696495,-0.4209139293517913
67,4.927229264023571,-0.4280501695218346
68,4.9510696916877635,-0.43517907794488253
69,4.975522494849079,-0.4423223229933989
70,5.000597540910656,-0.4494714621754858
71,5.02629913380773,-0.4566372017307251
72,5.052635395180065,-0.4638168256435741
73,5.079612384372984,-0.471014906894103
74,5.107237185112421,-0.47823212534495957
75,5.135517996465884,-0.4854645270401755
76,5.164460039034719,-0.49271942436034344
77,5.194072065414971,-0.4999898194459898
78,5.224359343407566,-0.5072823049979054
79,5.255328958542208,-0.5145956971719139
80,5.286987417864132,-0.5219307092505248
81,5.319338980563607,-0.5292973885982195
82,5.352392171421319,-0.5366866493936924
83,5.386149089937694,-0.5441174422045334
84,5.4206194394679725,-0.5515738443136489
85,5.455805026102814,-0.5590754116097473
86,5.4917150737709965,-0.5666064793346076
87,5.528352558853067,-0.5741799799394239
88,5.565724877451622,-0.5817868258380205
89,5.603836213267079,-0.589432542716708
90,5.6426917760894515,-0.597116694551911
91,5.682296867174889,-0.6048372791371576
92,5.722653954196694,-0.6126058097743002
93,5.763767671634796,-0.6204216738680172
94,5.80564191053175,-0.6282869481512807
95,5.848283065920952,-0.6361890052393117
96,5.891691940801908,-0.644143927439097
97,5.935872476035518,-0.6521496664693689
98,5.980826886100133,-0.6602122800851459
99,6.026561308789632,-0.6683144161304687
100,6.07307575625979,-0.6764715256621331
101,6.1203736677190355,-0.6846782277168983
102,6.168455402708621,-0.6929452451063484
103,6.217323854170579,-0.7012670486259234
104,6.266979752581352,-0.709649016967748
105,6.317427331770536,-0.7180739442175306
106,6.368663010877005,-0.7265694827588832
107,6.420690599511858,-0.7351171580883069
108,6.473507738255327,-0.7437339366592159
109,6.527119058297642,-0.7523920212254195
110,6.58151878581519,-0.7611257895078489
111,6.636710998292885,-0.7699065072898186
112,6.692689590617781,-0.7787671115193574
113,6.749457960369107,-0.7876786172827753
114,6.8070118115012495,-0.7966585844199803
115,6.865352585977205,-0.8056857141657808
116,6.924472503972417,-0.8147959762278703
117,6.984373913925466,-0.8239575702707365
118,7.045050534219839,-0.8331925550012911
119,7.106501921116449,-0.8424824833327675
120,7.168722012592018,-0.8518436074630996
121,7.231707725050901,-0.8612701881159021
