level_mid,case,omega,component,real_mid,imag_mid,level_fine,real_fine,imag_fine,absolute_change,tolerance,passed
1,fn167,16.734,A33,0.19567407448506538,0.0,2,0.19625730086636628,0.0,0.0005832263813008998,0.009812865043318315,True
1,fn167,16.734,A35,0.011078711050845534,0.0,2,0.011329103070541018,0.0,0.0002503920196954834,0.001,True
1,fn167,16.734,A53,0.013058380432640205,0.0,2,0.012684713297488905,0.0,0.0003736671351512993,0.001,True
1,fn167,16.734,A55,0.011697042969815165,0.0,2,0.011618416826715666,0.0,7.862614309949931e-05,0.001,True
1,fn167,16.734,B33,0.42046259327463564,0.0,2,0.4271673093686859,0.0,0.006704716094050267,0.021358365468434296,True
1,fn167,16.734,B35,-0.12349646758117383,0.0,2,-0.12445534268804553,0.0,0.0009588751068717039,0.006222767134402277,True
1,fn167,16.734,B53,0.15496132155650957,0.0,2,0.1542367621159229,0.0,0.000724559440586664,0.007711838105796146,True
1,fn167,16.734,B55,0.006689512593779743,0.0,2,0.006898140758493735,0.0,0.0002086281647139922,0.001,True
1,fn167,16.734,F3,0.15892990109166197,-0.06749160280286443,2,0.1590972682838187,-0.06633622605393787,0.0011674361691204086,0.00861864775681959,True
1,fn167,16.734,F5,0.03144411656049038,0.06057765767238972,2,0.031986161103135784,0.060926173020198475,0.0006444185238413967,0.003440607889967599,True
1,fn167,13.7884,A33,0.20951686284668078,0.0,2,0.21011581503668733,0.0,0.000598952190006552,0.010505790751834367,True
1,fn167,13.7884,A35,0.01558494936921955,0.0,2,0.015750114464084388,0.0,0.0001651650948648383,0.001,True
1,fn167,13.7884,A53,0.009089863410084102,0.0,2,0.008747762794234868,0.0,0.00034210061584923415,0.001,True
1,fn167,13.7884,A55,0.012461431110610563,0.0,2,0.012389041543699636,0.0,7.238956691092702e-05,0.001,True
1,fn167,13.7884,B33,0.4951189605648887,0.0,2,0.49612385085736044,0.0,0.0010048902924717495,0.024806192542868023,True
1,fn167,13.7884,B35,-0.10358050943706683,0.0,2,-0.10540755764545004,0.0,0.0018270482083832112,0.005270377882272502,True
1,fn167,13.7884,B53,0.1459340058273724,0.0,2,0.1455682919795299,0.0,0.00036571384784250816,0.007278414598976495,True
1,fn167,13.7884,B55,0.004065322512199171,0.0,2,0.004233310304150422,0.0,0.00016798779195125162,0.001,True
1,fn167,13.7884,F3,0.2312128814891641,-0.15697476670866414,2,0.23168495120685448,-0.15680958337248713,0.0005001353345953829,0.013988134440765819,True
1,fn167,13.7884,F5,0.05736984651667988,0.04881103719939247,2,0.057826872001137425,0.049019851053180734,0.0005024694209377909,0.0037904132105589607,True
1,fn167,11.104800000000001,A33,0.23655181494553734,0.0,2,0.23687083659454752,0.0,0.0003190216490101816,0.011843541829727376,True
1,fn167,11.104800000000001,A35,0.024962841844061372,0.0,2,0.02493364704255392,0.0,2.9194801507453905e-05,0.001246682352127696,True
1,fn167,11.104800000000001,A53,0.0019547474249612387,0.0,2,0.0016831695470094783,0.0,0.0002715778779517604,0.001,True
1,fn167,11.104800000000001,A55,0.013422070056000704,0.0,2,0.013365935506394736,0.0,5.6134549605967726e-05,0.001,True
1,fn167,11.104800000000001,B33,0.49065747646895735,0.0,2,0.48821296189046304,0.0,0.0024445145784943167,0.024410648094523153,True
1,fn167,11.104800000000001,B35,-0.107567755895186,0.0,2,-0.1096946375681237,0.0,0.0021268816729377027,0.005484731878406185,True
1,fn167,11.104800000000001,B53,0.15454849353568303,0.0,2,0.15434273984069552,0.0,0.00020575369498751495,0.007717136992034777,True
1,fn167,11.104800000000001,B55,0.00684656642587106,0.0,2,0.006958692769305101,0.0,0.00011212634343404134,0.001,True
1,fn167,11.104800000000001,F3,0.2687776918801402,-0.27289544711093183,2,0.2693831940135618,-0.273305472893285,0.0007312687438776642,0.019187442946519112,True
1,fn167,11.104800000000001,F5,0.07194109143466078,0.025599454159507234,2,0.07224469006467292,0.025703030444308387,0.0003207805712920576,0.00383403867239289,True
1,fn167,9.86,A33,0.25355416306361056,0.0,2,0.25363936494280986,0.0,8.520187919930367e-05,0.012681968247140494,True
1,fn167,9.86,A35,0.031052543338390685,0.0,2,0.030888163513843426,0.0,0.00016437982454725955,0.0015444081756921715,True
1,fn167,9.86,A53,-0.0024447840903758333,0.0,2,-0.002665547828130665,0.0,0.00022076373775483174,0.001,True
1,fn167,9.86,A55,0.014454555906443591,0.0,2,0.014409600120458086,0.0,4.495578598550515e-05,0.001,True
1,fn167,9.86,B33,0.4572430031622295,0.0,2,0.45395577990261754,0.0,0.003287223259611949,0.022697788995130877,True
1,fn167,9.86,B35,-0.12017458691411148,0.0,2,-0.12218463015173547,0.0,0.002010043237623993,0.006109231507586774,True
1,fn167,9.86,B53,0.1659077692387257,0.0,2,0.16568140659458647,0.0,0.0002263626441392219,0.008284070329729323,True
1,fn167,9.86,B55,0.010697332439936778,0.0,2,0.010752019147159923,0.0,5.46867072231446e-05,0.001,True
1,fn167,9.86,F3,0.272906885199871,-0.3330886922874737,2,0.27353625037670615,-0.333640964447745,0.0008373201686472666,0.021571878304158493,True
1,fn167,9.86,F5,0.07406010297834043,0.012309228221326261,2,0.07428397405444404,0.012377192562310155,0.00023396027517756806,0.0037654029323054596,True
1,fn167,8.6966,A33,0.27132990650763866,0.0,2,0.2711446972848614,0.0,0.0001852092227772606,0.01355723486424307,True
1,fn167,8.6966,A35,0.037522309663549094,0.0,2,0.037208565069202865,0.0,0.0003137445943462297,0.0018604282534601434,True
1,fn167,8.6966,A53,-0.007013936718510293,0.0,2,-0.007177298700964738,0.0,0.00016336198245444494,0.001,True
1,fn167,8.6966,A55,0.01629838811518338,0.0,2,0.016263307362142657,0.0,3.508075304072336e-05,0.001,True
1,fn167,8.6966,B33,0.40862751546214215,0.0,2,0.4050148581709752,0.0,0.003612657291166943,0.020250742908548763,True
1,fn167,8.6966,B35,-0.13824332903326697,0.0,2,-0.13997942816073128,0.0,0.0017360991274643078,0.006998971408036564,True
1,fn167,8.6966,B53,0.18058388343662957,0.0,2,0.18027298699728003,0.0,0.0003108964393495339,0.009013649349864003,True
1,fn167,8.6966,B55,0.015793285820124,0.0,2,0.01576864477895686,0.0,2.464104116714147e-05,0.001,True
1,fn167,8.6966,F3,0.2681913455757146,-0.39038258877260806,2,0.2688252413883983,-0.3909979367590539,0.0008834461193309369,0.023724796993724085,True
1,fn167,8.6966,F5,0.07299869558287918,-0.0006630515097200268,2,0.07315045370782815,-0.0006203125517792364,0.00015766149502618497,0.003657654188589663,True
1,fn167,7.5978,A33,0.2891031884384352,0.0,2,0.2886281166837885,0.0,0.00047507175464667206,0.014431405834189427,True
1,fn167,7.5978,A35,0.04407322773847801,0.0,2,0.04360328048685982,0.0,0.0004699472516181899,0.002180164024342991,True
1,fn167,7.5978,A53,-0.011563177182364357,0.0,2,-0.011665423256442964,0.0,0.00010224607407860638,0.001,True
1,fn167,7.5978,A55,0.01950823353026325,0.0,2,0.019477742754500066,0.0,3.049077576318393e-05,0.001,True
1,fn167,7.5978,B33,0.34995048119126554,0.0,2,0.3464130934919766,0.0,0.003537387699288963,0.01732065467459883,True
1,fn167,7.5978,B35,-0.16005848241154538,0.0,2,-0.16140045223151292,0.0,0.0013419698199675367,0.008070022611575646,True
1,fn167,7.5978,B53,0.19737266189078587,0.0,2,0.19692595665516127,0.0,0.00044670523562459485,0.009846297832758064,True
1,fn167,7.5978,B55,0.021727856680248063,0.0,2,0.021605498962859744,0.0,0.0001223577173883189,0.0010802749481429873,True
1,fn167,7.5978,F3,0.25599385788948026,-0.4436669202113028,2,0.25661789666843204,-0.4442851425420894,0.000878420883129994,0.02565355885516544,True
1,fn167,7.5978,F5,0.06926639505069293,-0.01280917080614393,2,0.06935624543806299,-0.012783703890739488,9.338980613946011e-05,0.003526227398520599,True
1,fn167,6.5604,A33,0.3060457026626497,0.0,2,0.30527994719297963,0.0,0.0007657554696700597,0.015263997359648982,True
1,fn167,6.5604,A35,0.05038039811321776,0.0,2,0.04975604788630703,0.0,0.000624350226910729,0.002487802394315352,True
1,fn167,6.5604,A53,-0.01588758925797389,0.0,2,-0.01592855930815463,0.0,4.097005018073932e-05,0.001,True
1,fn167,6.5604,A55,0.024931369807529125,0.0,2,0.024894306413909887,0.0,3.706339361923827e-05,0.0012447153206954944,True
1,fn167,6.5604,B33,0.2867579463507268,0.0,2,0.2835786897959651,0.0,0.0031792565547617,0.014178934489798256,True
1,fn167,6.5604,B35,-0.18364376332564294,0.0,2,-0.18451766594152252,0.0,0.0008739026158795793,0.009225883297076127,True
1,fn167,6.5604,B53,0.21493089161791817,0.0,2,0.2143144623309578,0.0,0.0006164292869603738,0.010715723116547891,True
1,fn167,6.5604,B55,0.02801967956425095,0.0,2,0.027788327935548206,0.0,0.0002313516287027438,0.0013894163967774105,True
1,fn167,6.5604,F3,0.23773568605774062,-0.4917795471425971,2,0.2383382663647296,-0.4923567759047999,0.00083444356926347,0.027350517545062753,True
1,fn167,6.5604,F5,0.06341659478323056,-0.023692085696257588,2,0.0634564338957968,-0.02367799523600581,4.2257495905142436e-05,0.0033865050055949804,True
1,fn167,5.601,A33,0.32120408756301444,0.0,2,0.3201683117275693,0.0,0.0010357758354451185,0.016008415586378468,True
1,fn167,5.601,A35,0.05606737341455716,0.0,2,0.05530084940561737,0.0,0.000766524008939791,0.0027650424702808686,True
1,fn167,5.601,A53,-0.019749234414940076,0.0,2,-0.0197331578611472,0.0,1.6076553792876425e-05,0.001,True
1,fn167,5.601,A55,0.033752249115114596,0.0,2,0.0336894106819342,0.0,6.283843318039689e-05,0.00168447053409671,True
1,fn167,5.601,B33,0.225301843180073,0.0,2,0.22263671704449223,0.0,0.0026651261355807865,0.011131835852224612,True
1,fn167,5.601,B35,-0.20668251036155208,0.0,2,-0.2070716633522793,0.0,0.0003891529907272262,0.010353583167613966,True
1,fn167,5.601,B53,0.23170860090120501,0.0,2,0.23091108383634423,0.0,0.000797517064860781,0.011545554191817213,True
1,fn167,5.601,B55,0.034094701882682654,0.0,2,0.03375364914778985,0.0,0.0003410527348928008,0.0016876824573894928,True
1,fn167,5.601,F3,0.21534271317194384,-0.5332562483949949,2,0.2159144188648023,-0.5337649202594047,0.0007652414422187054,0.02878906156742756,True
1,fn167,5.601,F5,0.05618513044464178,-0.0328828478863061,2,0.056187873894748865,-0.032875950466866304,7.422998950458257e-06,0.003254959789272384,True
1,fn226,20.646,A33,0.17957288250989512,0.0,2,0.17936915288408364,0.0,0.0002037296258114718,0.008968457644204182,True
1,fn226,20.646,A35,0.0030345316365921137,0.0,2,0.003244392959838017,0.0,0.00020986132324590312,0.001,True
1,fn226,20.646,A53,0.0011311247953650016,0.0,2,0.0007786301799816012,0.0,0.00035249461538340034,0.001,True
1,fn226,20.646,A55,0.007417849243717566,0.0,2,0.007324139452924608,0.0,9.3709790792958e-05,0.001,True
1,fn226,20.646,B33,0.33079031648477697,0.0,2,0.339856954431055,0.0,0.009066637946278044,0.01699284772155275,True
1,fn226,20.646,B35,-0.16745817637711574,0.0,2,-0.16741891374168183,0.0,3.926263543391206e-05,0.008370945687084092,True
1,fn226,20.646,B53,0.1626332883250986,0.0,2,0.16067390659797845,0.0,0.001959381727120152,0.008033695329898923,True
1,fn226,20.646,B55,-0.0005420542397874236,0.0,2,-0.0001929701558176545,0.0,0.00034908408396976907,0.001,True
1,fn226,20.646,F3,0.13112704051595866,-0.11236834722302039,2,0.1345987647037533,-0.11148628347323054,0.003582025306277379,0.008738709696295253,True
1,fn226,20.646,F5,0.03301281310170246,0.04495608174477129,2,0.03313637340522278,0.04477838861800388,0.00021643011783578642,0.002785284244774371,True
1,fn226,16.8796,A33,0.1915507870637465,0.0,2,0.19147616513911528,0.0,7.462192463122963e-05,0.009573808256955765,True
1,fn226,16.8796,A35,0.006312688121950139,0.0,2,0.006457121061991083,0.0,0.00014443294004094429,0.001,True
1,fn226,16.8796,A53,-0.0023510201959847372,0.0,2,-0.0026930779163261923,0.0,0.0003420577203414551,0.001,True
1,fn226,16.8796,A55,0.008218822851511404,0.0,2,0.00814271811482855,0.0,7.610473668285406e-05,0.001,True
1,fn226,16.8796,B33,0.33584673281101773,0.0,2,0.3391916408525044,0.0,0.0033449080414866827,0.01695958204262522,True
1,fn226,16.8796,B35,-0.1695747410849036,0.0,2,-0.17041656328298613,0.0,0.0008418221980825147,0.008520828164149306,True
1,fn226,16.8796,B53,0.16803119556552898,0.0,2,0.16710576469623895,0.0,0.0009254308692900337,0.008355288234811948,True
1,fn226,16.8796,B55,0.0014104772390598729,0.0,2,0.0018587558736114773,0.0,0.0004482786345516045,0.001,True
1,fn226,16.8796,F3,0.17769927702680444,-0.19680142636154613,2,0.1803111402569392,-0.19610527251304455,0.0027030463765376957,0.013320039903109628,True
1,fn226,16.8796,F5,0.04404639438511251,0.03494186592136888,2,0.044186675011800826,0.03467543168490024,0.00030110771592022393,0.002808401596608241,True
1,fn226,13.4712,A33,0.20673295160455052,0.0,2,0.2065297194739351,0.0,0.00020323213061540502,0.010326485973696757,True
1,fn226,13.4712,A35,0.010565491922335348,0.0,2,0.010573781540501119,0.0,8.289618165770174e-06,0.001,True
1,fn226,13.4712,A53,-0.006572835161421115,0.0,2,-0.006846490036893501,0.0,0.00027365487547238547,0.001,True
1,fn226,13.4712,A55,0.01003578328885874,0.0,2,0.009986874562021325,0.0,4.890872683741519e-05,0.001,True
1,fn226,13.4712,B33,0.2885273726926424,0.0,2,0.2884455854465607,0.0,8.17872460817104e-05,0.014422279272328035,True
1,fn226,13.4712,B35,-0.184920680242277,0.0,2,-0.1859244953614275,0.0,0.0010038151191504863,0.009296224768071374,True
1,fn226,13.4712,B53,0.18574904506276083,0.0,2,0.18529747551391215,0.0,0.00045156954884867373,0.009264873775695608,True
1,fn226,13.4712,B55,0.00654268306849711,0.0,2,0.006923481946449731,0.0,0.0003807988779526202,0.001,True
1,fn226,13.4712,F3,0.19863374006711668,-0.28824143025897786,2,0.20044618225708832,-0.2877329543600051,0.0018824171779457798,0.017533462650470576,True
1,fn226,13.4712,F5,0.04775009542083255,0.021189319476965295,2,0.04788274857827588,0.020909198530140338,0.0003099429060807748,0.0026124472217554963,True
1,fn226,11.899999999999999,A33,0.21455189425477392,0.0,2,0.21422262862998614,0.0,0.0003292656247877723,0.010711131431499307,True
1,fn226,11.899999999999999,A35,0.012788913105666485,0.0,2,0.01271529940104053,0.0,7.361370462595496e-05,0.001,True
1,fn226,11.899999999999999,A53,-0.008710893089460449,0.0,2,-0.008937826448161873,0.0,0.0002269333587014248,0.001,True
1,fn226,11.899999999999999,A55,0.011747731849436824,0.0,2,0.011711001234361475,0.0,3.6730615075348735e-05,0.001,True
1,fn226,11.899999999999999,B33,0.2522972453388023,0.0,2,0.2513472755454747,0.0,0.0009499697933276208,0.012567363777273736,True
1,fn226,11.899999999999999,B35,-0.19590590633768531,0.0,2,-0.1967597669239822,0.0,0.000853860586296884,0.00983798834619911,True
1,fn226,11.899999999999999,B53,0.19735596650039094,0.0,2,0.1969503279722507,0.0,0.0004056385281402397,0.009847516398612536,True
1,fn226,11.899999999999999,B55,0.009860668151164513,0.0,2,0.010157572109542656,0.0,0.0002969039583781436,0.001,True
