residual_row,shape_mode,value,finite_difference_step,jacobian_condition_number
0,0,-2.9769765888811834,0.000147554408597,172.02703200846872
0,1,-4.134576387155517,0.0001043429692552,172.02703200846872
0,2,-3.913600796673064,0.0001043617115434,172.02703200846872
0,3,-3.565149761881097,0.0001043929595652,172.02703200846872
0,4,-3.115972171669559,0.000104436729646,172.02703200846872
0,5,-2.5961698587757325,0.0001044930446695,172.02703200846872
0,6,-2.0368398388632407,0.0001045619341042,172.02703200846872
0,7,-1.468249494980431,0.0001046434340397,172.02703200846872
0,8,-0.9191480267719788,0.0001047375872298,172.02703200846872
0,9,-0.4153304978019307,0.0001048444431443,172.02703200846872
0,10,0.0207815878644142,0.0001049640580293,172.02703200846872
0,11,0.371336526839255,0.0001050964949749,172.02703200846872
0,12,0.6229464983275254,0.0001052418239926,172.02703200846872
0,13,0.767473059609904,0.000105400122101,172.02703200846872
0,14,0.8013326375878168,0.0001055714734198,172.02703200846872
0,15,0.7259022646747714,0.0001057559692741,172.02703200846872
1,0,-0.9627291551420218,0.000147554408597,172.02703200846872
1,1,-1.3316447827988451,0.0001043429692552,172.02703200846872
1,2,-1.2440943455191973,0.0001043617115434,172.02703200846872
1,3,-1.105241433618425,0.0001043929595652,172.02703200846872
1,4,-0.9244721376238568,0.000104436729646,172.02703200846872
1,5,-0.7123517916921756,0.0001044930446695,172.02703200846872
1,6,-0.4798264688184047,0.0001045619341042,172.02703200846872
1,7,-0.2375929662442773,0.0001046434340397,172.02703200846872
1,8,0.0041520356572591,0.0001047375872298,172.02703200846872
1,9,0.2362341535416446,0.0001048444431443,172.02703200846872
1,10,0.4506541465358786,0.0001049640580293,172.02703200846872
1,11,0.6410278504184204,0.0001050964949749,172.02703200846872
1,12,0.8025512942840969,0.0001052418239926,172.02703200846872
1,13,0.9322955106011908,0.000105400122101,172.02703200846872
1,14,1.0289658416287288,0.0001055714734198,172.02703200846872
1,15,1.0930484685799864,0.0001057559692741,172.02703200846872
2,0,-1.25808761717519,0.000147554408597,172.02703200846872
2,1,-1.7581466248913675,0.0001043429692552,172.02703200846872
2,2,-1.6968749756716974,0.0001043617115434,172.02703200846872
2,3,-1.6019543974971573,0.0001043929595652,172.02703200846872
2,4,-1.4833508630030403,0.000104436729646,172.02703200846872
2,5,-1.3522739211468748,0.0001044930446695,172.02703200846872
2,6,-1.2202433509124966,0.0001045619341042,172.02703200846872
2,7,-1.0983846384354476,0.0001046434340397,172.02703200846872
2,8,-0.9972004454460016,0.0001047375872298,172.02703200846872
2,9,-0.9260559390495624,0.0001048444431443,172.02703200846872
2,10,-0.893047590544537,0.0001049640580293,172.02703200846872
2,11,-0.9045817705146256,0.0001050964949749,172.02703200846872
2,12,-0.965432022566939,0.0001052418239926,172.02703200846872
2,13,-1.078470842584734,0.000105400122101,172.02703200846872
2,14,-1.2449397268144216,0.0001055714734198,172.02703200846872
2,15,-1.46430872271637,0.0001057559692741,172.02703200846872
3,0,-0.0373530411407056,0.000147554408597,172.02703200846872
3,1,-0.0496823466607536,0.0001043429692552,172.02703200846872
3,2,-0.0403347710852773,0.0001043617115434,172.02703200846872
3,3,-0.0250360967828951,0.0001043929595652,172.02703200846872
3,4,-0.0041560929043322,0.000104436729646,172.02703200846872
3,5,0.0218851840422369,0.0001044930446695,172.02703200846872
3,6,0.0526480005248083,0.0001045619341042,172.02703200846872
3,7,0.0876935761843312,0.0001046434340397,172.02703200846872
3,8,0.1266010735735782,0.0001047375872298,172.02703200846872
3,9,0.1689798183638578,0.0001048444431443,172.02703200846872
3,10,0.2144843643042404,0.0001049640580293,172.02703200846872
3,11,0.2628239030279188,0.0001050964949749,172.02703200846872
3,12,0.3137693531425438,0.0001052418239926,172.02703200846872
3,13,0.3671583031516632,0.000105400122101,172.02703200846872
3,14,0.4228896185324202,0.0001055714734198,172.02703200846872
3,15,0.4809303904211779,0.0001057559692741,172.02703200846872
4,0,-1.1467008894883643,0.000147554408597,172.02703200846872
4,1,-1.6075787327913185,0.0001043429692552,172.02703200846872
4,2,-1.5669246074094971,0.0001043617115434,172.02703200846872
4,3,-1.5055194019019589,0.0001043929595652,172.02703200846872
4,4,-1.4322169997834469,0.000104436729646,172.02703200846872
4,5,-1.356966929516217,0.0001044930446695,172.02703200846872
4,6,-1.2899631318583125,0.0001045619341042,172.02703200846872
4,7,-1.2410162992330844,0.0001046434340397,172.02703200846872
4,8,-1.2193579654527793,0.0001047375872298,172.02703200846872
4,9,-1.233184857223109,0.0001048444431443,172.02703200846872
4,10,-1.2895544694308785,0.0001049640580293,172.02703200846872
4,11,-1.394010344151216,0.0001050964949749,172.02703200846872
4,12,-1.5506461474119009,0.0001052418239926,172.02703200846872
4,13,-1.7618643069346045,0.000105400122101,172.02703200846872
4,14,-2.0286247721588504,0.0001055714734198,172.02703200846872
4,15,-2.350325282774464,0.0001057559692741,172.02703200846872
5,0,-0.0339722021893459,0.000147554408597,172.02703200846872
5,1,-0.0444851007979973,0.0001043429692552,172.02703200846872
5,2,-0.0338833150189797,0.0001043617115434,172.02703200846872
5,3,-0.0164653537896959,0.0001043929595652,172.02703200846872
5,4,0.0074306907653046,0.000104436729646,172.02703200846872
5,5,0.0374165214322592,0.0001044930446695,172.02703200846872
5,6,0.0730774062949345,0.0001045619341042,172.02703200846872
5,7,0.1139991144315679,0.0001046434340397,172.02703200846872
5,8,0.1597722575295091,0.0001047375872298,172.02703200846872
5,9,0.2100158694432839,0.0001048444431443,172.02703200846872
5,10,0.2643796826077148,0.0001049640580293,172.02703200846872
5,11,0.3225627934874586,0.0001050964949749,172.02703200846872
5,12,0.3843114534735151,0.0001052418239926,172.02703200846872
5,13,0.4494299313231411,0.000105400122101,172.02703200846872
5,14,0.5177734352041097,0.0001055714734198,172.02703200846872
5,15,0.589252756441439,0.0001057559692741,172.02703200846872
6,0,-1.0822212062234455,0.000147554408597,172.02703200846872
6,1,-1.5223733411530875,0.0001043429692552,172.02703200846872
6,2,-1.499517843198449,0.0001043617115434,172.02703200846872
6,3,-1.4672841511085477,0.0001043929595652,172.02703200846872
6,4,-1.4338750108516958,0.000104436729646,172.02703200846872
6,5,-1.4084876402445528,0.0001044930446695,172.02703200846872
6,6,-1.4005062782219853,0.0001045619341042,172.02703200846872
6,7,-1.4189244604424076,0.0001046434340397,172.02703200846872
6,8,-1.4721613512142575,0.0001047375872298,172.02703200846872
6,9,-1.5676494630004372,0.0001048444431443,172.02703200846872
6,10,-1.7117403134570273,0.0001049640580293,172.02703200846872
6,11,-1.9093649818095808,0.0001050964949749,172.02703200846872
6,12,-2.16409321699041,0.0001052418239926,172.02703200846872
6,13,-2.477919562053648,0.000105400122101,172.02703200846872
6,14,-2.8514953759996837,0.0001055714734198,172.02703200846872
6,15,-3.2840194921097616,0.0001057559692741,172.02703200846872
7,0,-0.0096680689036007,0.000147554408597,172.02703200846872
7,1,-0.0113053526901546,0.0001043429692552,172.02703200846872
7,2,-0.0042253615839684,0.0001043617115434,172.02703200846872
7,3,0.0074955382021838,0.0001043929595652,172.02703200846872
7,4,0.0237483244102705,0.000104436729646,172.02703200846872
7,5,0.0443968249266302,0.0001044930446695,172.02703200846872
7,6,0.0692858246293397,0.0001045619341042,172.02703200846872
7,7,0.098245674225614,0.0001046434340397,172.02703200846872
7,8,0.1310974744951438,0.0001047375872298,172.02703200846872
7,9,0.1676559334319801,0.0001048444431443,172.02703200846872
7,10,0.2077346390425137,0.0001049640580293,172.02703200846872
7,11,0.2511487876069989,0.0001050964949749,172.02703200846872
7,12,0.2977154553783693,0.0001052418239926,172.02703200846872
7,13,0.3472588815338839,0.000105400122101,172.02703200846872
7,14,0.3996078417348054,0.0001055714734198,172.02703200846872
7,15,0.4545967110287005,0.0001057559692741,172.02703200846872
8,0,-1.0696225954899958,0.000147554408597,172.02703200846872
8,1,-1.5085140713039682,0.0001043429692552,172.02703200846872
8,2,-1.4974894633094973,0.0001043617115434,172.02703200846872
8,3,-1.4848546889245489,0.0001043929595652,172.02703200846872
8,4,-1.4786542322370444,0.000104436729646,172.02703200846872
8,5,-1.487878175360798,0.0001044930446695,172.02703200846872
8,6,-1.521662858263789,0.0001045619341042,172.02703200846872
8,7,-1.58871599906949,0.0001046434340397,172.02703200846872
8,8,-1.6971423610429264,0.0001047375872298,172.02703200846872
8,9,-1.854042265030009,0.0001048444431443,172.02703200846872
8,10,-2.0654177107610026,0.0001049640580293,172.02703200846872
8,11,-2.335847194350265,0.0001050964949749,172.02703200846872
8,12,-2.668543153604653,0.0001052418239926,172.02703200846872
8,13,-3.065146303300088,0.000105400122101,172.02703200846872
8,14,-3.5259565679438905,0.0001055714734198,172.02703200846872
8,15,-4.049829134469615,0.0001057559692741,172.02703200846872
9,0,-0.0038644494778679,0.000147554408597,172.02703200846872
9,1,-0.0035137145617711,0.0001043429692552,172.02703200846872
9,2,0.0023240846921369,0.0001043617115434,172.02703200846872
9,3,0.0120082565145922,0.0001043929595652,172.02703200846872
9,4,0.0254719773214997,0.000104436729646,172.02703200846872
9,5,0.0426237746109847,0.0001044930446695,172.02703200846872
9,6,0.0633501742873678,0.0001045619341042,172.02703200846872
9,7,0.0875156216994668,0.0001046434340397,172.02703200846872
9,8,0.1149648185266032,0.0001047375872298,172.02703200846872
9,9,0.1455276327646338,0.0001048444431443,172.02703200846872
9,10,0.1790158892082971,0.0001049640580293,172.02703200846872
9,11,0.2152299391811193,0.0001050964949749,172.02703200846872
9,12,0.2539583574999105,0.0001052418239926,172.02703200846872
9,13,0.2949779000695915,0.000105400122101,172.02703200846872
9,14,0.3380554889332942,0.0001055714734198,172.02703200846872
9,15,0.3829502224408148,0.0001057559692741,172.02703200846872
10,0,-1.0741528362134145,0.000147554408597,172.02703200846872
10,1,-1.5180866780236573,0.0001043429692552,172.02703200846872
10,2,-1.5165483582365988,0.0001043617115434,172.02703200846872
10,3,-1.5197171724720455,0.0001043929595652,172.02703200846872
10,4,-1.5356278205973588,0.000104436729646,172.02703200846872
10,5,-1.573225958429207,0.0001044930446695,172.02703200846872
10,6,-1.6415515987759368,0.0001045619341042,172.02703200846872
10,7,-1.749166485775297,0.0001046434340397,172.02703200846872
10,8,-1.903977910314408,0.0001047375872298,172.02703200846872
10,9,-2.1128423273197474,0.0001048444431443,172.02703200846872
