root_xi_scale,status,kinematic_rms,kinematic_integral,kinematic_convergence_integral,dipole_coefficient,condition_number,root_thickness,interface_s_lambda,measured_s_lambda,root_relative_mismatch,jet_reached_tip,jet_point_count,condition_number_ratio,matching_surface_shift_panels,reason
1.0025,PHYSICAL,0.007621507776722687,0.0009733927828226762,0.0016104046314820383,8.143557708270704,252461.4154696815,0.08844240578503008,3.105216752031712,3.1052167606986414,2.791086770581477e-09,True,2946.0,0.9974612090491165,0.0,
1.00125,PHYSICAL,0.006086749569535079,0.0005223519453049487,0.0011641676740336924,8.129529498189907,252787.94336090173,0.08721560661352255,3.1174728929060436,3.1174729016256526,2.7970119819340944e-09,True,2946.0,0.9987513028424942,0.0,
1.0,PHYSICAL,0.00568255560829674,0.0004375207255583987,0.0010840489472334117,8.115503230177882,253118.4591125223,0.08598880744201504,3.129923148216613,3.129923157029403,2.8156570100742385e-09,True,2945.0,1.0000571524536435,0.0,
0.99875,REJECTED_PHYSICAL,,,,,,,,,,,,,,The truncated spray-jet control surface projects below eta=0.
0.9975,REJECTED_PHYSICAL,,,,,,,,,,,,,,The truncated spray-jet control surface projects below eta=0.
