node_index,normal_displacement
0,0.0043488142805555245
1,0.004617077987029611
2,0.004466231171744828
3,0.004347048966386267
4,0.004364444320658596
5,0.00402554879803387
6,0.004071374751087458
7,0.003708482897468943
8,0.0034472236401878976
9,0.003438025323504674
10,0.0031399724529259654
11,0.002977340882018005
12,0.00299646921511916
13,0.0025664277743581623
14,0.002622624190799429
15,0.002483260012630515
16,0.0022639747883201416
17,0.002253688229149064
18,0.0020830381656728614
19,0.0020152998982229764
20,0.0019161243214524655
21,0.0018080439408384983
22,0.0017466701251483362
23,0.0016456545175333511
24,0.0015792991747509506
25,0.0014985705112597956
26,0.00142946666902666
27,0.0013604403980014383
28,0.0012935048540490825
29,0.0012325278355266888
30,0.0011690567769697593
31,0.0011127235744884903
32,0.001055610433633068
33,0.001001575244290632
34,0.000950604119515126
35,0.0009009754770234543
36,0.0008439222576421868
37,0.0007803200208851116
38,0.0007374541217027135
39,0.0006957718011432515
40,0.0006464611809752863
41,0.0006121563425627551
42,0.0005711683459603181
43,0.0005389800480758464
44,0.0005064903975875552
45,0.00047816220471110844
46,0.0004524130345764627
47,0.00042923054193453713
48,0.000403273636149819
49,0.0003711561117908894
50,0.0003436439937463069
51,0.00032721671873871093
52,0.00031712657125519147
53,0.0002883742942802086
54,0.0002705191043979961
55,0.0002497118589515505
56,0.00022686501138242688
57,0.00022292639170673392
58,0.0002017662547491509
59,0.0001856809220602743
60,0.00017222560127622323
61,0.00015706163535326653
62,0.00013960529729948923
63,0.00012750796413486562
64,0.00011226551487644008
65,0.00010841668121496469
66,9.137335358562254e-05
67,8.00234312452063e-05
68,7.02712633794232e-05
69,6.551454258872782e-05
70,5.321554119861518e-05
71,4.8509738626496194e-05
72,3.521099453108166e-05
73,3.0323544873742277e-05
74,2.889331464964737e-05
75,2.025630705495716e-05
76,1.382303774939231e-05
77,1.6262123317986425e-05
78,5.215757796158543e-06
79,0.0
80,0.0
