node,y_over_Vt,z_over_Vt,supplied_psi_over_V2,similarity_psi_over_V2,difference_over_V2
0,4.551166415715689,0.656489106512512,-20.221092147201794,-22.196925411818263,1.975833264616469
1,4.981953146413001,0.22906478977946068,-0.2938442335529664,-0.8441017133056867,0.5502574797527203
2,5.566894247067965,0.07906429312393641,-0.7470832437561101,-3.3850743974987854,2.637991153742675
3,6.172032283627612,0.07619209496854591,-0.8389935237203308,-2.7085879543934923,1.8695944306731616
4,6.777255700936223,0.09314986979397928,-0.7552694560937987,-1.112372283994523,0.35710282790072423
5,7.382039994376003,0.0657951250077269,-0.24027543499391996,-0.22996378424095276,-0.010311650752967194
6,7.987442282773384,0.06108027209955808,-0.3841289438201313,-0.4778577967328639,0.09372885291273259
7,8.943916080852274,0.034314514165013986,-0.105469985732251,0.030439884502103262,-0.13590987023435425
8,10.456242940919536,0.03687697499934349,-0.16985684618981753,-0.2929708791045291,0.1231140329147116
9,12.846370793175332,0.01506707698997761,-0.051548243091803184,0.027704624324540288,-0.07925286741634346
10,16.62415766447576,0.013373963848484114,-0.04893601523215482,-0.08982718754038327,0.040891172308228446
11,22.594979076775005,0.005033975875597912,-0.018568156677231645,0.0004104487479945837,-0.01897860542522623
12,32.031940175266904,0.0034367665257149815,-0.011601522213417165,-0.019915516418724195,0.00831399420530703
13,46.947160247973805,0.0012744868817074376,-0.005057222391172118,-0.001586623429186868,-0.0034705989619852502
14,70.5208312146899,0.0007310628509178745,-0.002720201350624268,-0.0040837693363873565,0.0013635679857630883
15,107.77927860781887,0.0002915722623714096,-0.0012765756738514437,-0.0007895811530905931,-0.0004869945207608506
16,166.66666666666666,0.00023584786817312236,-0.0014548722505624782,-0.0027437820656129944,0.0012889098150505162
