coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,matched_pseudo_time_trajectory_available,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
320,640,0.0,0.12159664948108383,0.3751875403324745,0.0,0.0,7.603494311328725e-05,0.0002985013816320031,2.40164431332142e-05,4.1652819288368e-05,0.0,False,4.1479153153827254e-05,6.001377412773638e-05,7.036348701912019e-05,0.0037441466875317935
640,1280,0.0,0.09667404499912716,0.10281779310445305,0.0,0.0,3.386847772756112e-05,0.00021499372411943625,9.081055338235632e-06,1.0304928089825249e-05,0.0,False,0.006160220238200481,1.690148422046521e-05,2.236353365454798e-05,0.001663004164009123
