case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,3.07767358678843e-15,4.715058712476002e-15,-1.0464090195080663e-11,-1.6031199622418407e-11
fn167,1.7902623815836317e-05,1,3.7763216960531856e-15,5.430425492064843e-15,-1.2839493766580832e-11,-1.8463446673020466e-11
fn167,1.7902623815836317e-05,2,2.356422233598307e-15,3.2082795652774103e-15,-8.011835594234244e-12,-1.0908150521943195e-11
fn167,1.7902623815836317e-05,3,2.9850342860202432e-15,3.903408712799303e-15,-1.0149116572468827e-11,-1.3271589623517632e-11
fn167,1.7902623815836317e-05,4,1.302911064222706e-15,1.5491082512565611e-15,-4.4298976183572e-12,-5.266968054272308e-12
fn167,1.7902623815836317e-05,5,1.2444229306618406e-15,1.4154367980468827e-15,-4.231037964250258e-12,-4.812485113359401e-12
fn167,1.7902623815836317e-05,6,2.1528561899102698e-15,2.2602410509671648e-15,-7.319711045694917e-12,-7.68481957328836e-12
fn167,1.7902623815836317e-05,7,1.587261852452244e-15,1.6416880548558112e-15,-5.39669029833763e-12,-5.581739386509758e-12
fn167,1.7902623815836317e-05,8,1.9172590609096135e-15,1.827870984042222e-15,-6.518680807092686e-12,-6.214761345743555e-12
fn167,1.7902623815836317e-05,9,1.4931218088755282e-15,1.2118094571937456e-15,-5.076614150176796e-12,-4.120152154458735e-12
fn167,1.7902623815836317e-05,10,9.8188337073643e-16,8.844047208026281e-16,-3.3384034605038617e-12,-3.0069760507289355e-12
fn167,1.7902623815836317e-05,11,8.91881450645248e-16,6.835293259006348e-16,-3.032396932193843e-12,-2.3239997080621583e-12
fn167,1.7902623815836317e-05,12,9.412323425677127e-16,7.419448979595353e-16,-3.2001899647302234e-12,-2.52261265306242e-12
fn167,1.7902623815836317e-05,13,1.5515578123872668e-15,1.0982831609316187e-15,-5.275296562116707e-12,-3.734162747167504e-12
fn167,1.7902623815836317e-05,14,5.533437743237721e-16,3.797912521749064e-16,-1.881368832700825e-12,-1.2912902573946818e-12
fn167,1.7902623815836317e-05,15,1.0084415896728006e-15,6.476078378662924e-16,-3.428701404887522e-12,-2.201866648745394e-12
fn167,1.7902623815836317e-05,16,1.2969763148315288e-15,8.113815242186101e-16,-4.409719470427198e-12,-2.7586971823432744e-12
fn167,1.7902623815836317e-05,17,1.2869220137784052e-15,8.026750430363447e-16,-4.375534846846578e-12,-2.729095146323572e-12
fn167,1.7902623815836317e-05,18,1.2860979641730538e-15,8.016565160200936e-16,-4.3727330781883825e-12,-2.725632154468318e-12
fn167,1.7902623815836317e-05,19,1.4554559098683491e-15,9.085047999767258e-16,-4.948550093552387e-12,-3.088916319920868e-12
fn167,1.7902623815836317e-05,20,1.0194095511648277e-15,6.604256389566999e-16,-3.465992473960414e-12,-2.2454471724527796e-12
fn167,1.7902623815836317e-05,21,5.533437743237775e-16,3.7979125217490517e-16,-1.8813688327008437e-12,-1.2912902573946776e-12
fn167,1.7902623815836317e-05,22,1.6026344587945674e-15,1.0684692782605766e-15,-5.448957159901529e-12,-3.6327955460859606e-12
fn167,1.7902623815836317e-05,23,1.0225124946229019e-15,8.37342066674331e-16,-3.4765424817178664e-12,-2.8469630266927253e-12
fn167,1.7902623815836317e-05,24,8.918814506452406e-16,6.835293259006311e-16,-3.0323969321938183e-12,-2.3239997080621458e-12
fn167,1.7902623815836317e-05,25,9.818833707364303e-16,8.844047208026424e-16,-3.3384034605038633e-12,-3.006976050728984e-12
fn167,1.7902623815836317e-05,26,1.2247411247358346e-15,9.864378310087522e-16,-4.164119824101838e-12,-3.3538886254297575e-12
fn167,1.7902623815836317e-05,27,1.5285451154641492e-15,1.3569333176492161e-15,-5.197053392578107e-12,-4.613573280007335e-12
fn167,1.7902623815836317e-05,28,1.085263052936874e-15,1.0766005458159887e-15,-3.689894379985372e-12,-3.660441855774362e-12
fn167,1.7902623815836317e-05,29,1.7666825499034265e-15,1.831730536189204e-15,-6.00672066967165e-12,-6.2278838230432935e-12
fn167,1.7902623815836317e-05,30,1.5858931457173345e-15,1.84941964416584e-15,-5.392036695438937e-12,-6.2880267901638556e-12
