phase_index,sample_count,metric_name,first_metric,last_metric,exponential_rate_per_pseudo_time,log_linear_r_squared,relative_change_over_window
0,40,kinematic_integral,0.0041923774936987,0.0042169722234761,-0.12648023461782645,0.024449405819179648,-0.020047574829516246
1,40,kinematic_integral,0.0042576598146159,0.0042983611748275,-0.10594848758047719,0.01787470407599323,-0.016820663091661303
2,40,kinematic_integral,0.0043065426194823,0.0043641003139681,-0.0845236105847944,0.01162838457248594,-0.013442092911419623
3,40,kinematic_integral,0.0043157698647644,0.0043898835484646,-0.06293196888846371,0.00640066192668598,-0.010025518904341446
