omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
7.516249999999999,786.1540773264118,545.9499515548946,114.97505841515071,81.42613658869936
8.707904702227681,837.8003831948558,656.8012463917918,111.87005147129148,104.64086423508559
10.088488847906737,883.5687090316304,785.1091798242022,102.5334646688361,133.15250197067962
11.687956025552452,918.9136108673466,930.7973528461562,84.29056197854065,167.41114874706597
13.54100877889088,937.6309937525,1091.637211895908,53.73285239485121,207.3413555158246
15.687851524178978,931.6548041290663,1261.7453815704857,6.799679398525842,251.86325004617993
18.175062837884298,891.2298098504455,1429.4695884023124,-60.79650717849166,298.1940798571982
21.05660604015252,805.924755852198,1574.7512046491393,-152.47734487526958,340.96408790626776
24.394999999999996,667.2000692310678,1666.5664509289693,-268.57410214425903,371.38749370612413
43.910999999999994,-198.7524445425829,653.1342166712571,-637.0067624255795,147.0028526421809
