omega_e_rad_s,F3_real,F3_imag,M5_real,M5_imag
7.516249999999999,870.1503589119484,-3004.7533618224084,353.6984847769963,-11.009345743279425
8.707904702227681,936.5128402506683,-2835.9468847744356,394.1853823881387,18.531556191004697
10.088488847906737,998.300072818185,-2630.677379636848,434.2214682825535,55.86411073591877
11.687956025552452,1050.2928491682676,-2383.034607569436,470.87982737652214,102.23943729189521
13.54100877889088,1084.9956025526085,-2087.7785643967127,499.79527091581673,158.50998372697057
15.687851524178978,1092.11735304866,-1741.85146589042,514.8337740480158,224.54909986871004
18.175062837884298,1058.3652167385246,-1346.8922713430304,507.9703873302011,298.3100463709677
21.05660604015252,968.116847880072,-913.0200949696787,469.7437901328729,374.4612191607365
24.394999999999996,805.9625013773718,-463.7944289205536,390.92647503194183,442.72687925070426
43.910999999999994,-422.1629749570402,416.0046682501727,-222.46881282467172,266.79982516227875
